"sample.depths","sample.ages","Acer.negundo","Betula","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Poaceae.undiff.","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Picea","Platanus","Quercus","Salix","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Ambrosia","Fraxinus.americana.type","Pinus","Populus","Amaranthaceae","Plantago","Acer.saccharum","Artemisia","Carya","Corylus","Impatiens","Asteraceae.subf..Cichorioideae","Rumex","Tsuga","Alnus","Brassicaceae","Ranunculus","Zea.mays","Onagraceae","Lamiaceae","Fraxinus.nigra","Abies","Shepherdia.canadensis","Thalictrum","Caryophyllaceae","Humulus","Larix","Myrica","Iva.annua","Iva.xanthifolia","Apiaceae"
240,1032,0,0.0583756345177665,0.0050761421319797,0.0101522842639594,0.0228426395939086,0.00761421319796954,0.467005076142132,0.00761421319796954,0,0.0152284263959391,0,0.0101522842639594,0.0888324873096447,0.00253807106598985,0.0050761421319797,0.0050761421319797,0.032994923857868,0,0.00253807106598985,0.0050761421319797,0.17005076142132,0,0,0,0.0203045685279188,0,0.0050761421319797,0.00253807106598985,0,0,0,0.0304568527918782,0.0177664974619289,0,0,0,0,0,0.00761421319796954,0,0,0,0,0,0,0,0,0,0
260,1120,0.003690036900369,0.062730627306273,0.003690036900369,0.011070110701107,0.047970479704797,0.022140221402214,0.228782287822878,0,0,0.018450184501845,0.007380073800738,0.003690036900369,0.143911439114391,0,0.007380073800738,0,0.040590405904059,0,0.003690036900369,0.018450184501845,0.273062730627306,0.003690036900369,0,0,0.03690036900369,0,0.003690036900369,0,0,0,0,0.051660516605166,0.003690036900369,0,0,0,0,0,0.003690036900369,0,0,0,0,0,0,0,0,0,0
305,1319,0,0.0177383592017738,0,0.0687361419068736,0.024390243902439,0.00886917960088692,0.478935698447894,0.00886917960088692,0,0.0177383592017738,0,0.00886917960088692,0.0421286031042129,0,0.0110864745011086,0,0.0266075388026608,0,0,0.00886917960088692,0.201773835920177,0.00221729490022173,0,0,0.0199556541019956,0,0.00665188470066519,0.00221729490022173,0,0,0,0.0155210643015521,0.024390243902439,0,0,0,0,0,0,0.00443458980044346,0,0,0,0,0,0,0,0,0
340,1474,0.00253164556962025,0.0379746835443038,0.00253164556962025,0.010126582278481,0.0936708860759494,0.0126582278481013,0.458227848101266,0.010126582278481,0,0.0177215189873418,0.00506329113924051,0.010126582278481,0.0632911392405063,0,0.00253164556962025,0.00253164556962025,0.0278481012658228,0,0.00506329113924051,0.00506329113924051,0.139240506329114,0.00253164556962025,0.00253164556962025,0,0.0379746835443038,0.00253164556962025,0.0126582278481013,0,0,0,0,0.0227848101265823,0.00253164556962025,0,0,0,0,0,0.00759493670886076,0,0,0,0,0,0.00253164556962025,0,0,0,0
380,1650,0,0.0189035916824197,0.0056710775047259,0.00189035916824197,0.0396975425330813,0.0207939508506616,0.599243856332703,0.00378071833648393,0,0.00756143667296786,0,0.0056710775047259,0.0926275992438563,0,0.0056710775047259,0,0.0245746691871456,0,0,0.00945179584120983,0.0907372400756144,0.00378071833648393,0,0,0.0245746691871456,0,0.00378071833648393,0,0,0,0,0.0189035916824197,0.00945179584120983,0,0,0,0,0,0.0113421550094518,0,0,0,0,0,0,0.00189035916824197,0,0,0
460,2002,0,0.030060120240481,0.00200400801603206,0.0280561122244489,0.0601202404809619,0.0160320641282565,0.55310621242485,0.00400801603206413,0,0.0120240480961924,0.00400801603206413,0.00200400801603206,0.0561122244488978,0.00400801603206413,0.00400801603206413,0.00200400801603206,0.0480961923847695,0,0,0.0140280561122244,0.0841683366733467,0,0,0,0.0260521042084168,0,0.00801603206412826,0,0,0,0,0.0260521042084168,0.0140280561122244,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0
500,2177,0,0.00984639621898385,0.000393855848759354,0.00118156754627806,0.013391098857818,0.00551398188263096,0.911382434029145,0.000393855848759354,0,0.000787711697518708,0.000393855848759354,0,0.00905868452146514,0,0.00157542339503742,0,0.0106341079165026,0,0.000393855848759354,0.00236313509255612,0.0165419456478929,0.000393855848759354,0.000393855848759354,0,0.00472627018511225,0.000393855848759354,0.000393855848759354,0,0,0,0,0.00354470263883419,0.000787711697518708,0.00196927924379677,0,0,0,0,0.00315084679007483,0,0,0,0,0,0.000393855848759354,0,0,0,0
540,2352,0,0.0282776349614396,0,0.0038560411311054,0.0347043701799486,0.0167095115681234,0.718508997429306,0.0089974293059126,0,0.0077120822622108,0.0025706940874036,0.0051413881748072,0.0359897172236504,0,0.0038560411311054,0.0025706940874036,0.0295629820051414,0.0012853470437018,0,0.0115681233933162,0.038560411311054,0.0012853470437018,0.0012853470437018,0,0.019280205655527,0,0.0051413881748072,0.0012853470437018,0,0,0,0.0102827763496144,0.006426735218509,0,0,0,0,0,0.0051413881748072,0,0,0,0,0,0,0,0,0,0
580,2528,0.00165837479270315,0.0190713101160862,0,0.000829187396351575,0.0265339966832504,0.00829187396351575,0.82089552238806,0.00497512437810945,0,0.00497512437810945,0.00165837479270315,0,0.021558872305141,0.000829187396351575,0.00248756218905473,0.00248756218905473,0.0124378109452736,0.000829187396351575,0.000829187396351575,0.00497512437810945,0.0456053067993367,0,0,0,0.00248756218905473,0,0.00165837479270315,0,0,0,0,0.00746268656716418,0.0033167495854063,0,0,0,0,0,0.0033167495854063,0,0,0,0,0,0,0,0.000829187396351575,0,0
620,2703,0,0.0357142857142857,0,0.0380952380952381,0.0523809523809524,0.0166666666666667,0.447619047619048,0.00714285714285714,0,0.0142857142857143,0,0,0.0904761904761905,0,0.00952380952380952,0.00952380952380952,0.0285714285714286,0,0,0.00952380952380952,0.15952380952381,0,0,0,0.0166666666666667,0.0119047619047619,0.00714285714285714,0,0,0,0,0.0285714285714286,0.00952380952380952,0,0,0,0,0,0.00714285714285714,0,0,0,0,0,0,0,0,0,0
660,2878,0,0.0134228187919463,0,0.0228187919463087,0.0268456375838926,0,0.68993288590604,0,0,0.00536912751677852,0,0.00134228187919463,0.0590604026845638,0.00134228187919463,0.00536912751677852,0.00536912751677852,0.0161073825503356,0,0,0.00671140939597315,0.116778523489933,0,0,0,0.0120805369127517,0,0.00268456375838926,0,0,0,0,0.00671140939597315,0.00402684563758389,0,0,0,0,0,0.00268456375838926,0.00134228187919463,0,0,0,0,0,0,0,0,0
700,3053,0,0.046594982078853,0.007168458781362,0.193548387096774,0.064516129032258,0.021505376344086,0.003584229390681,0.017921146953405,0,0.007168458781362,0.007168458781362,0.007168458781362,0.164874551971326,0.003584229390681,0.010752688172043,0.064516129032258,0.039426523297491,0.003584229390681,0,0.010752688172043,0.218637992831541,0.003584229390681,0,0,0.03584229390681,0,0.014336917562724,0.003584229390681,0,0,0,0.039426523297491,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0,0,0,0,0
740,3229,0,0.0133928571428571,0,0.0401785714285714,0,0.0223214285714286,0.00892857142857143,0,0,0,0.0178571428571429,0.00446428571428571,0.0580357142857143,0,0.0446428571428571,0.0178571428571429,0.00892857142857143,0,0.0133928571428571,0,0.584821428571429,0,0,0,0.0357142857142857,0,0.0133928571428571,0,0,0,0,0.0758928571428571,0,0,0,0,0,0,0.0223214285714286,0.0133928571428571,0,0.00446428571428571,0,0,0,0,0,0,0
780,3404,0,0.0180995475113122,0.00904977375565611,0.0497737556561086,0.00452488687782805,0.0180995475113122,0.0226244343891403,0,0,0.00452488687782805,0.00452488687782805,0.00452488687782805,0.0316742081447964,0.0316742081447964,0.0180995475113122,0,0.0135746606334842,0,0.00452488687782805,0,0.669683257918552,0,0,0,0.0407239819004525,0,0.00904977375565611,0,0,0,0,0.0226244343891403,0,0,0,0,0,0,0.0180995475113122,0,0,0,0,0,0,0,0,0.00452488687782805,0
820,3545,0,0.0174672489082969,0,0.0218340611353712,0.00436681222707424,0.00873362445414847,0.0611353711790393,0,0,0.00436681222707424,0.00873362445414847,0.00436681222707424,0.0480349344978166,0.00436681222707424,0.00436681222707424,0.0262008733624454,0.0218340611353712,0,0.00873362445414847,0.00436681222707424,0.650655021834061,0,0.00436681222707424,0,0.0567685589519651,0,0.00436681222707424,0.00436681222707424,0,0,0,0.0218340611353712,0,0,0,0,0,0,0.00873362445414847,0,0,0,0,0,0,0,0,0,0
860,3655,0,0,0,0.00896860986547085,0.00448430493273543,0,0.0134529147982063,0.00448430493273543,0,0,0.00448430493273543,0,0.0179372197309417,0,0.0717488789237668,0.0224215246636771,0.0179372197309417,0,0.0493273542600897,0,0.623318385650224,0.00448430493273543,0.00448430493273543,0,0.134529147982063,0,0.00896860986547085,0,0,0,0,0,0.00448430493273543,0,0,0,0,0,0.00448430493273543,0,0,0,0,0,0,0,0,0,0
900,3764,0,0.0186915887850467,0,0,0,0,0.00934579439252336,0,0,0,0,0,0.0373831775700935,0,0.0841121495327103,0.0280373831775701,0.0280373831775701,0,0.0233644859813084,0,0.457943925233645,0,0.00467289719626168,0,0.303738317757009,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,3874,0,0.00429184549356223,0,0.0128755364806867,0,0,0.0257510729613734,0,0,0,0.00858369098712446,0.00429184549356223,0.0515021459227468,0,0.0300429184549356,0.00858369098712446,0.00858369098712446,0,0.0901287553648069,0,0.686695278969957,0,0.00429184549356223,0,0.055793991416309,0,0,0,0,0,0,0.00429184549356223,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,3984,0,0.00934579439252336,0.0186915887850467,0.0420560747663551,0,0.00934579439252336,0.00467289719626168,0,0,0,0.0186915887850467,0,0.0420560747663551,0.00467289719626168,0.00934579439252336,0,0.0280373831775701,0,0,0,0.691588785046729,0,0.00467289719626168,0,0.0700934579439252,0,0.00934579439252336,0,0,0,0,0.0233644859813084,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0.00467289719626168
1020,4093,0,0.00425531914893617,0,0.0468085106382979,0.0340425531914894,0.0212765957446809,0.0553191489361702,0,0,0,0.00425531914893617,0.00425531914893617,0.0808510638297872,0,0.0297872340425532,0.00425531914893617,0.0127659574468085,0,0.00851063829787234,0.00425531914893617,0.540425531914894,0,0,0,0.0638297872340425,0.00425531914893617,0,0,0,0.00425531914893617,0,0.0595744680851064,0,0,0,0,0,0,0.0170212765957447,0,0,0,0,0,0,0,0,0,0
1060,4203,0,0.0222929936305732,0,0.00636942675159236,0.035031847133758,0,0.296178343949045,0.00955414012738853,0.00318471337579618,0,0,0.00318471337579618,0.0955414012738854,0,0.00955414012738853,0.0127388535031847,0.0254777070063694,0,0.0318471337579618,0,0.328025477707006,0,0,0,0.0254777070063694,0.00318471337579618,0.0191082802547771,0,0,0,0,0.00955414012738853,0.00636942675159236,0,0,0,0,0,0.0445859872611465,0,0,0,0.0127388535031847,0,0,0,0,0,0
1100,NA,0,0.0291970802919708,0,0.0510948905109489,0.0145985401459854,0.0182481751824818,0.138686131386861,0.0109489051094891,0,0,0.0109489051094891,0.0072992700729927,0.0875912408759124,0,0.0072992700729927,0.0437956204379562,0.0328467153284672,0,0.0182481751824818,0.0109489051094891,0.317518248175182,0,0,0,0.0656934306569343,0,0.0109489051094891,0,0,0,0,0.109489051094891,0.0072992700729927,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0
1140,NA,0,0.0040650406504065,0,0.008130081300813,0,0,0.016260162601626,0,0,0,0.0040650406504065,0,0.048780487804878,0,0.0365853658536585,0.008130081300813,0.016260162601626,0,0.154471544715447,0,0.605691056910569,0,0,0,0.065040650406504,0,0,0,0,0.0040650406504065,0,0.0284552845528455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
