"sample.depths","sample.ages","Pinus.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinaceae..vesiculate..undiff.","Quercus","Carya","Taxodium","Cupressaceae.undiff.","Nyssa","Fagus","Ostrya.Carpinus","Liquidambar","Ulmus","Celtis","Fraxinus.undiff.","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Alnus.incana.type","Acer.saccharum.type","Tilia","Ericaceae","Myrica","Betula","Vitis","Ilex","Arecaceae.undiff.","Abies","Acer.negundo.type","Acer.rubrum","Acer.undiff.","Anacardiaceae.undiff.","Bursera","Byrsonima","Ceanothus","Cedrus","Cephalanthus","Ceratiola.ericoides.type","cf..Weinmannia","Chamaecyparis.type","Clethra","Corylus","Cyrilla.racemiflora","Dodonaea","Gordonia","Hedyosmum","Juglans.nigra.type","Larix.Pseudotsuga","Ledum.type","Magnolia","Mimosaceae","Morus","Moraceae.undiff.","Myrtaceae.undiff.","Osmanthus","Parthenocissus","Phoradendron","Picea","Platanus","Podocarpus","Populus","Rhamnaceae.undiff.","Rhus","Rutaceae.undiff.","Sabal","Salix","Sambucus","Sapindus","Serenoa","Shepherdia.canadensis","Symplocos","Taxus","Trema","Tsuga","Viburnum","Ximenia","Zanthoxylum.type","Poaceae","Ambrosia.type","Iva.frutescens.type","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae.undiff.","Cyperaceae","Xyris","Acalypha.type","Apiaceae","Apocynum","cf..Araliaceae","Arceuthobium.Loranthaceae","Asteraceae.subf..Cichorioideae","Avena.type","Berberidaceae","Beta.vulgaris.type","Brassica","Brassicaceae.undiff.","Bromeliaceae","Campanulaceae","Cistaceae","Caryophyllaceae","cf..Oxalis","Chamaecrista.fasciculata.type","Chamaecrista.type","Dalea","Dalea.candida.type","Dalea.purpurea","Dalea.undiff.","Dianthus.type","Eryngium.type","Euphorbia","Fabaceae.undiff.","Froelichia.type","Galium","Gentianaceae.undiff.","Gentiana.andrewsii.type","Gomphrena.type","Hedysarum","cf..Hypericum","Impatiens","Iva.xanthifolia.type","Lamiaceae","Lechea","Ludwigia.type","Lupinus.type","Malvaceae","Combretaceae.Melastomataceae.undiff.","Onagraceae","Opuntia","Orchidaceae","cf..Physalis","Paronychia.americana","Paronychia.chartacea","Piperaceae.type","Plantago","Polygalaceae","Polygonella.ciliata.type","Polygonella.fimbriata.type","Polygonella.polygama.type","Polygonum.amphibium","Polygonum.tenue.type","Ranunculaceae.undiff.","Rhexia.type","Rosaceae.undiff.","Rubiaceae.undiff.","Rumex","Sanguisorba","Saxifraga.type","Scrophulariaceae.type","Sisyrinchium","Solanaceae.undiff.","Solanum.rostratum","Thalictrum","Tillandsia","Trifolium.repens.type","Urtica.type","Urticaceae.undiff.","Urticales.undiff.","cf..Verbenaceae","Xanthium"
149,2710,0.684873949579832,0.0441176470588235,0.00420168067226891,0,0.0756302521008403,0.00210084033613445,0.00210084033613445,0.0105042016806723,0,0,0.00210084033613445,0,0.00210084033613445,0,0,0,0,0,0,0,0.00210084033613445,0.0126050420168067,0,0,0,0.00210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210084033613445,0,0,0,0,0.0588235294117647,0.00630252100840336,0.00840336134453781,0,0.00630252100840336,0.0609243697478992,0.0126050420168067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2907,0.677835051546392,0.0670103092783505,0.00515463917525773,0,0.0463917525773196,0.00257731958762887,0.00257731958762887,0.00257731958762887,0,0,0,0,0.0077319587628866,0,0,0,0,0.00257731958762887,0,0,0.0077319587628866,0.0077319587628866,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0.0721649484536082,0.00257731958762887,0.00257731958762887,0,0.0128865979381443,0.0463917525773196,0.0103092783505155,0.00257731958762887,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3104,0.762004175365344,0,0.00835073068893528,0,0.0647181628392484,0.00208768267223382,0.00626304801670146,0.00417536534446764,0,0,0,0,0,0,0,0,0,0,0,0,0.00835073068893528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751565762004175,0,0.00835073068893528,0,0.00835073068893528,0.0271398747390397,0.0187891440501044,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,3300,0.606924643584521,0.0773930753564155,0.00610997963340122,0,0.0814663951120163,0.00610997963340122,0,0.0162932790224033,0,0,0.00203665987780041,0.00407331975560081,0,0,0.00203665987780041,0,0,0,0,0,0.00203665987780041,0.0142566191446029,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128309572301426,0.00203665987780041,0.00407331975560081,0,0.00610997963340122,0.0183299389002037,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0.00610997963340122,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0
181,3495,0.697368421052632,0.0206766917293233,0.0037593984962406,0,0.0676691729323308,0.0075187969924812,0,0.0018796992481203,0,0,0,0,0,0.0018796992481203,0,0,0,0,0,0,0.0018796992481203,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018796992481203,0,0,0,0,0,0,0,0,0,0,0,0.12218045112782,0.0018796992481203,0.0018796992481203,0.0018796992481203,0.0037593984962406,0.0338345864661654,0.0093984962406015,0,0.0018796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,3688,0.595009596928983,0.0595009596928983,0.00191938579654511,0,0.0710172744721689,0.00191938579654511,0,0.00191938579654511,0.00191938579654511,0,0.00191938579654511,0.00191938579654511,0.00191938579654511,0,0.00767754318618042,0,0,0,0,0,0.00191938579654511,0.0211132437619962,0,0,0.00191938579654511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155470249520154,0.00383877159309021,0.00767754318618042,0,0.00959692898272553,0.0422264875239923,0.00959692898272553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,3880,0.617529880478088,0.00398406374501992,0,0,0.0936254980079681,0.00597609561752988,0.00398406374501992,0,0,0,0.00597609561752988,0,0.00398406374501992,0,0.00398406374501992,0,0,0,0,0,0.00199203187250996,0.0219123505976096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199203187250996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199203187250996,0,0,0,0,0,0,0,0,0,0,0,0.131474103585657,0,0.0119521912350598,0,0.0099601593625498,0.0557768924302789,0.00796812749003984,0.00398406374501992,0,0,0,0.00199203187250996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099601593625498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,4071,0.578313253012048,0.0626506024096386,0.00481927710843374,0,0.130120481927711,0,0,0,0,0,0.00240963855421687,0,0.00240963855421687,0,0.00240963855421687,0,0,0.00240963855421687,0,0,0,0.0144578313253012,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125301204819277,0.00240963855421687,0.00963855421686747,0.00240963855421687,0.00481927710843374,0.0240963855421687,0.0144578313253012,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072289156626506,0,0,0,0,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240963855421687,0,0
213,4261,0.757369614512472,0.0272108843537415,0.00226757369614512,0,0.0589569160997732,0.00453514739229025,0.00226757369614512,0.00226757369614512,0,0,0.00226757369614512,0.00226757369614512,0,0,0,0,0,0.00226757369614512,0,0,0.00453514739229025,0.018140589569161,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816326530612245,0,0.00226757369614512,0,0.00226757369614512,0.00453514739229025,0.018140589569161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,4450,0.608695652173913,0.0626086956521739,0,0,0.114782608695652,0.00521739130434783,0,0,0,0,0,0.00173913043478261,0,0,0.00173913043478261,0,0,0.00173913043478261,0.00347826086956522,0,0.00173913043478261,0.00695652173913044,0,0.00347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125217391304348,0.0121739130434783,0.00347826086956522,0.00173913043478261,0.00521739130434783,0.0208695652173913,0.0104347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0.00347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,4638,0.722935779816514,0.0220183486238532,0,0,0.0752293577981651,0.0055045871559633,0,0.0018348623853211,0.0018348623853211,0,0.0018348623853211,0.0018348623853211,0,0,0.0018348623853211,0,0,0,0,0,0.0036697247706422,0.0091743119266055,0,0,0,0.0018348623853211,0,0,0,0,0,0.0036697247706422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018348623853211,0,0,0,0,0,0.0018348623853211,0,0,0,0,0,0.073394495412844,0.0073394495412844,0.0018348623853211,0,0.018348623853211,0.0256880733944954,0.0146788990825688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,4825,0.539748953974895,0.0439330543933054,0.00209205020920502,0,0.152719665271967,0.00418410041841004,0,0,0,0,0,0.00209205020920502,0,0,0.00627615062761506,0,0,0.00209205020920502,0,0,0.0104602510460251,0.0209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0,0,0.00209205020920502,0,0,0,0,0,0,0.00209205020920502,0,0,0,0,0,0,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0.127615062761506,0.00627615062761506,0.00836820083682008,0,0.0104602510460251,0.0230125523012552,0.0146443514644351,0,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0.0104602510460251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,5012,0.644230769230769,0.0168269230769231,0.00240384615384615,0,0.129807692307692,0,0,0.00480769230769231,0,0,0.00240384615384615,0.00480769230769231,0.00240384615384615,0,0.00240384615384615,0,0,0,0,0,0.00480769230769231,0.0120192307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0.00240384615384615,0.00480769230769231,0,0.0192307692307692,0.0336538461538462,0.0144230769230769,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,5199,0.586854460093897,0.0923317683881064,0.00156494522691706,0,0.117370892018779,0.00469483568075117,0,0.00469483568075117,0,0,0,0,0,0,0.00156494522691706,0,0,0.00156494522691706,0,0,0.00156494522691706,0.0125195618153365,0.00312989045383412,0.00312989045383412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112676056338028,0.00469483568075117,0.00469483568075117,0,0.00625978090766823,0.02660406885759,0.00625978090766823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0,0,0,0,0,0,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156494522691706,0,0
