"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Asteraceae.undiff.","Cyperaceae","Ericaceae","Fagus","Ilex","Larix","Ostrya.Carpinus","Picea","Potentilla.type","Quercus","Rumex","Salix","Tsuga","Ulmus","Alnus","Acer","Pinus","Amaranthaceae","Viburnum","Poaceae","Corylus","Thalictrum","Fabaceae","Fraxinus","Juglans","Myrica","Polygonaceae.undiff.","Caprifoliaceae.undiff.","Carya","Rosaceae.undiff."
180,2254,0.0333333333333333,0,0,0.595238095238095,0,0,0,0.0476190476190476,0.080952380952381,0,0,0.00952380952380952,0.0476190476190476,0,0.0761904761904762,0,0,0.0476190476190476,0,0.00952380952380952,0.00476190476190476,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2542,0.103139013452915,0,0,0.488789237668161,0,0,0.00896860986547085,0.0582959641255605,0.0403587443946188,0,0,0.00896860986547085,0.0896860986547085,0,0.103139013452915,0,0,0.0448430493273543,0,0.00896860986547085,0.00896860986547085,0.0224215246636771,0,0,0,0,0,0,0.00448430493273543,0,0.00896860986547085,0,0,0,0
220,2830,0.0418410041841004,0.00418410041841004,0,0.535564853556485,0,0,0,0.0669456066945607,0.0836820083682008,0,0,0.0167364016736402,0.0502092050209205,0,0.0585774058577406,0,0,0.0251046025104603,0.00836820083682008,0.0167364016736402,0.00418410041841004,0.0836820083682008,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0
240,3118,0.0226244343891403,0,0.00452488687782805,0.69683257918552,0,0,0,0.0407239819004525,0.00904977375565611,0,0,0.0135746606334842,0.0633484162895928,0,0.0588235294117647,0,0,0.0407239819004525,0,0.0135746606334842,0.00452488687782805,0.0316742081447964,0,0,0,0,0,0,0,0,0,0,0,0,0
260,3406,0.018957345971564,0,0.004739336492891,0.710900473933649,0,0,0,0.033175355450237,0,0,0,0,0.033175355450237,0,0.033175355450237,0,0,0.033175355450237,0,0.004739336492891,0.009478672985782,0.118483412322275,0,0,0,0,0,0,0,0,0,0,0,0,0
280,3694,0.0186046511627907,0,0,0.716279069767442,0,0,0,0.0418604651162791,0.00465116279069767,0,0,0.00465116279069767,0.0186046511627907,0,0.0372093023255814,0,0,0.0232558139534884,0,0.013953488372093,0.00465116279069767,0.116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0
300,3982,0.0363636363636364,0,0.00454545454545455,0.686363636363636,0,0,0.00454545454545455,0.0454545454545455,0.00454545454545455,0,0,0.00454545454545455,0.00909090909090909,0,0.0545454545454545,0,0,0.0272727272727273,0,0.0227272727272727,0,0.0954545454545455,0,0,0,0,0,0,0.00454545454545455,0,0,0,0,0,0
320,4270,0.00442477876106195,0,0,0.530973451327434,0,0,0.00442477876106195,0.0752212389380531,0.00442477876106195,0,0,0.00442477876106195,0.0221238938053097,0,0.0707964601769911,0,0,0.0132743362831858,0,0,0.0088495575221239,0.261061946902655,0,0,0,0,0,0,0,0,0,0,0,0,0
340,4573,0.040650406504065,0,0,0.378048780487805,0,0,0,0.130081300813008,0,0,0,0.0121951219512195,0.0691056910569106,0,0.0528455284552846,0,0,0.016260162601626,0,0.008130081300813,0,0.288617886178862,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0
360,4987,0.0251046025104603,0,0,0.401673640167364,0,0,0,0.092050209205021,0.00418410041841004,0,0,0.0125523012552301,0.0376569037656904,0,0.0794979079497908,0,0,0.146443514644351,0,0.0125523012552301,0.00836820083682008,0.171548117154812,0,0.00418410041841004,0,0,0,0,0,0,0.00418410041841004,0,0,0,0
380,5401,0.00436681222707424,0,0.00436681222707424,0.379912663755459,0,0,0.0174672489082969,0.0218340611353712,0,0.00436681222707424,0,0,0.0305676855895196,0,0.0873362445414847,0,0,0.262008733624454,0.00436681222707424,0.0174672489082969,0,0.148471615720524,0,0.00436681222707424,0.00436681222707424,0,0,0,0.00436681222707424,0,0,0,0,0,0.00436681222707424
400,5814,0.0234741784037559,0,0,0.323943661971831,0,0,0.00469483568075117,0.0187793427230047,0.0140845070422535,0,0,0,0.0328638497652582,0,0.0657276995305164,0,0,0.262910798122066,0.00469483568075117,0,0,0.244131455399061,0,0,0,0,0,0,0,0,0,0,0,0.00469483568075117,0
420,6228,0.0135746606334842,0,0.00904977375565611,0.18552036199095,0,0,0.0226244343891403,0.00904977375565611,0,0,0,0.0226244343891403,0.0271493212669683,0,0.0633484162895928,0,0,0.167420814479638,0.00452488687782805,0,0.00452488687782805,0.46606334841629,0,0,0,0.00452488687782805,0,0,0,0,0,0,0,0,0
440,6641,0.0233644859813084,0.00467289719626168,0.00467289719626168,0.191588785046729,0,0,0.00467289719626168,0.0186915887850467,0.00934579439252336,0,0,0,0.0420560747663551,0,0.0700934579439252,0,0,0.0841121495327103,0,0.014018691588785,0.00467289719626168,0.523364485981308,0,0,0,0,0,0,0,0,0,0,0.00467289719626168,0,0
460,7055,0.0328638497652582,0,0,0.0845070422535211,0,0,0.00469483568075117,0.00469483568075117,0,0,0,0,0.0751173708920188,0,0.07981220657277,0,0,0.0985915492957746,0,0.0140845070422535,0.00469483568075117,0.60093896713615,0,0,0,0,0,0,0,0,0,0,0,0,0
480,7468,0.012987012987013,0.00432900432900433,0,0.103896103896104,0,0,0.00432900432900433,0.051948051948052,0,0,0.00865800865800866,0.00865800865800866,0.142857142857143,0,0.0476190476190476,0,0,0.0346320346320346,0,0.00432900432900433,0.00432900432900433,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0
500,7880,0.0224215246636771,0.00896860986547085,0,0.2152466367713,0,0,0.00448430493273543,0.0134529147982063,0.00896860986547085,0,0,0,0.094170403587444,0,0.0852017937219731,0,0,0.0403587443946188,0.0134529147982063,0.0403587443946188,0.00448430493273543,0.443946188340807,0,0,0,0,0,0,0.00448430493273543,0,0,0,0,0,0
520,8279,0.0391304347826087,0,0,0.308695652173913,0,0,0.00434782608695652,0.0391304347826087,0,0,0,0.00434782608695652,0.2,0.00434782608695652,0.0565217391304348,0,0,0,0.00434782608695652,0.0391304347826087,0,0.291304347826087,0,0,0.00434782608695652,0,0,0,0,0,0.00434782608695652,0,0,0,0
540,8677,0.0368663594470046,0,0.00460829493087558,0.211981566820276,0,0.00460829493087558,0.00460829493087558,0.00460829493087558,0,0,0,0.00460829493087558,0.0552995391705069,0.00460829493087558,0.032258064516129,0,0.00460829493087558,0,0,0.0230414746543779,0.00460829493087558,0.594470046082949,0,0,0.00460829493087558,0,0,0,0,0,0.00460829493087558,0,0,0,0
555,8976,0.0533333333333333,0,0,0.333333333333333,0,0,0.00888888888888889,0.00444444444444444,0,0,0,0,0.137777777777778,0.00444444444444444,0.0444444444444444,0,0.00444444444444444,0.00444444444444444,0.00444444444444444,0.0311111111111111,0.00888888888888889,0.346666666666667,0,0,0,0,0,0,0.00444444444444444,0,0.00888888888888889,0,0,0,0
565,9175,0.0372093023255814,0,0,0.376744186046512,0,0,0,0.00465116279069767,0,0,0,0.00465116279069767,0.130232558139535,0,0.027906976744186,0,0.00465116279069767,0,0,0.0186046511627907,0,0.395348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0
575,9374,0.0275229357798165,0.00458715596330275,0,0.564220183486238,0,0.00458715596330275,0.00458715596330275,0,0,0,0.00458715596330275,0.00458715596330275,0.165137614678899,0,0.055045871559633,0,0,0,0,0.018348623853211,0,0.137614678899083,0,0,0,0,0,0,0,0,0.0091743119266055,0,0,0,0
578,NA,0.0639269406392694,0,0,0.493150684931507,0,0,0.0045662100456621,0.0045662100456621,0,0,0,0.0136986301369863,0.123287671232877,0,0.0410958904109589,0,0.0045662100456621,0,0.0045662100456621,0.0228310502283105,0,0.219178082191781,0,0,0,0,0,0,0,0,0.0045662100456621,0,0,0,0
580,NA,0.0132743362831858,0,0.0132743362831858,0.526548672566372,0,0.0132743362831858,0.0176991150442478,0.0088495575221239,0,0,0,0.00442477876106195,0.243362831858407,0.0132743362831858,0.0353982300884956,0,0.00442477876106195,0,0.00442477876106195,0.0132743362831858,0.00442477876106195,0.0707964601769911,0,0,0,0,0,0,0,0,0.0132743362831858,0,0,0,0
583,NA,0.0064935064935065,0,0.0876623376623377,0.155844155844156,0,0.0324675324675325,0.178571428571429,0.00324675324675325,0,0,0,0.0227272727272727,0.146103896103896,0,0.0162337662337662,0,0.038961038961039,0.00324675324675325,0,0.0454545454545455,0,0.207792207792208,0.0064935064935065,0,0.0324675324675325,0,0,0,0,0,0.012987012987013,0,0,0,0.00324675324675325
586,NA,0,0.00505050505050505,0.0656565656565657,0.136363636363636,0.0101010101010101,0.00505050505050505,0.303030303030303,0,0,0,0,0,0.141414141414141,0,0.0202020202020202,0,0.0757575757575758,0,0,0.0404040404040404,0,0.141414141414141,0,0,0.0353535353535354,0,0.00505050505050505,0,0,0,0.00505050505050505,0.00505050505050505,0,0,0.00505050505050505
589,NA,0.0144927536231884,0,0.0797101449275362,0.184782608695652,0,0,0.16304347826087,0.0036231884057971,0,0.0036231884057971,0,0,0.0833333333333333,0,0.0181159420289855,0.0072463768115942,0.0144927536231884,0,0,0.0253623188405797,0,0.384057971014493,0,0,0,0,0.0072463768115942,0,0,0,0.0036231884057971,0.0072463768115942,0,0,0
593,NA,0,0.00819672131147541,0.0491803278688525,0.180327868852459,0,0,0.221311475409836,0,0,0,0,0.0327868852459016,0.0860655737704918,0,0.0532786885245902,0,0.0942622950819672,0.0122950819672131,0.0122950819672131,0.0491803278688525,0,0.159836065573771,0,0,0.0163934426229508,0,0,0,0.0122950819672131,0,0.00819672131147541,0,0,0.00409836065573771,0
