"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Artemisia","Betula","Carya","Pinaceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Poaceae.undiff.","Juglans.cinerea","Larix","Asteraceae.subf..Cichorioideae","Liquidambar","Nemopanthus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Vitis","Zea.mays","Alnus","Ambrosia","Rosaceae.undiff.","Populus","Amaranthaceae","Viburnum","Urticaceae","Plantago","Ranunculus","Juniperus","Castanea","Fabaceae","Thalictrum","Caryophyllaceae","Juglans.nigra","Nyssa","Ephedra","Xanthium","Coptis","Myrica","Potentilla.palustris","Lamiaceae","Cephalanthus","Juglans.undiff.","cf..Gentiana","Polygonum"
72.5,530,0,0.0703764320785597,0.00654664484451719,0.00327332242225859,0.099836333878887,0.016366612111293,0,0.00327332242225859,0.0147299509001637,0.00818330605564648,0.265139116202946,0.0147299509001637,0.00654664484451719,0.0016366612111293,0.00490998363338789,0.00490998363338789,0,0,0,0.0196399345335516,0,0,0.0196399345335516,0.0180032733224223,0.00327332242225859,0.0981996726677578,0,0,0.0130932896890344,0.245499181669394,0,0.0360065466448445,0,0,0,0.00981996726677578,0.0016366612111293,0,0,0,0,0,0,0,0,0.00654664484451719,0.0016366612111293,0,0,0.0016366612111293,0,0,0,0.00490998363338789,0,0,0,0,0,0,0
92.5,688,0,0.0667779632721202,0.00667779632721202,0,0.0734557595993322,0.015025041736227,0.00333889816360601,0.00166944908180301,0.00166944908180301,0.0217028380634391,0.347245409015025,0.00834724540901502,0.00500834724540901,0.00333889816360601,0,0.00500834724540901,0,0,0,0.013355592654424,0,0.00166944908180301,0.0283806343906511,0.0233722871452421,0.010016694490818,0.10016694490818,0,0,0.01669449081803,0.175292153589316,0.00166944908180301,0.0550918196994992,0,0,0,0.00834724540901502,0.00333889816360601,0,0,0,0,0,0,0,0,0.00333889816360601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.5,960,0,0.084664536741214,0.00319488817891374,0.00319488817891374,0.084664536741214,0.00319488817891374,0.00159744408945687,0.00159744408945687,0.0143769968051118,0.00319488817891374,0.346645367412141,0.0191693290734824,0.00638977635782748,0.00159744408945687,0.00479233226837061,0.00319488817891374,0,0,0,0.0159744408945687,0.00159744408945687,0,0.0143769968051118,0.0191693290734824,0.00798722044728434,0.0942492012779553,0,0,0.0111821086261981,0.159744408945687,0.00159744408945687,0.0670926517571885,0,0,0,0.00798722044728434,0.00638977635782748,0,0,0,0,0,0,0,0,0.00638977635782748,0,0,0,0,0.00319488817891374,0,0,0.00159744408945687,0,0,0,0,0,0,0
147.5,1232,0,0.0827586206896552,0.00517241379310345,0,0.0931034482758621,0.0155172413793103,0.00172413793103448,0,0.00862068965517241,0.0137931034482759,0.374137931034483,0.0103448275862069,0.00689655172413793,0,0,0.00344827586206897,0,0.00172413793103448,0,0.0189655172413793,0,0.00172413793103448,0.0241379310344828,0.0103448275862069,0.00689655172413793,0.108620689655172,0,0,0.0103448275862069,0.148275862068966,0.00172413793103448,0.0362068965517241,0,0,0,0.00517241379310345,0.00344827586206897,0,0,0.00172413793103448,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0.00172413793103448,0,0,0,0,0,0,0
172.5,1558,0,0.0792580101180438,0.00337268128161889,0,0.0961214165261383,0.0134907251264755,0.00168634064080944,0,0.00168634064080944,0.0134907251264755,0.369308600337268,0.0168634064080944,0.0202360876897133,0,0.00168634064080944,0.00168634064080944,0,0,0,0.0202360876897133,0.00168634064080944,0,0.0236087689713322,0.0168634064080944,0.00674536256323777,0.0927487352445194,0,0,0.00674536256323777,0.134907251264755,0,0.06070826306914,0,0,0,0.00505902192242833,0.00337268128161889,0,0,0,0,0,0,0,0,0.00337268128161889,0,0,0,0,0.00168634064080944,0.00168634064080944,0,0.00168634064080944,0,0,0,0,0,0,0
197.5,1934,0,0.0670103092783505,0.00859106529209622,0.00171821305841924,0.108247422680412,0.0171821305841924,0,0,0.00343642611683849,0.00515463917525773,0.31786941580756,0.0154639175257732,0.0120274914089347,0.00343642611683849,0.00171821305841924,0.00343642611683849,0,0,0,0.0120274914089347,0,0.00171821305841924,0.0274914089347079,0.013745704467354,0.00859106529209622,0.156357388316151,0,0.00171821305841924,0.013745704467354,0.127147766323024,0.00171821305841924,0.0515463917525773,0,0,0,0.00515463917525773,0.00343642611683849,0,0,0,0,0,0,0,0,0.00343642611683849,0,0,0,0,0.00515463917525773,0,0.00171821305841924,0,0,0,0,0,0,0,0
222.5,2353,0,0.100328947368421,0.00986842105263158,0,0.116776315789474,0.0263157894736842,0.00164473684210526,0.00164473684210526,0.0444078947368421,0.00493421052631579,0.231907894736842,0.0197368421052632,0.0180921052631579,0.00328947368421053,0.00493421052631579,0.00493421052631579,0,0.00164473684210526,0,0.0148026315789474,0,0.00493421052631579,0.00986842105263158,0.0148026315789474,0.00822368421052632,0.131578947368421,0,0.00328947368421053,0.00986842105263158,0.133223684210526,0,0.0592105263157895,0,0,0,0.00657894736842105,0.00328947368421053,0,0.00164473684210526,0,0,0,0,0,0.00164473684210526,0.00328947368421053,0,0.00164473684210526,0,0,0,0,0.00164473684210526,0,0,0,0,0,0,0,0
247.5,2809,0,0.0808580858085809,0.0198019801980198,0.0066006600660066,0.0973597359735974,0.0181518151815182,0.00495049504950495,0.00165016501650165,0.033003300330033,0.00165016501650165,0.33003300330033,0.0231023102310231,0.0115511551155116,0.0033003300330033,0,0.00165016501650165,0,0,0,0.0231023102310231,0.00165016501650165,0.00165016501650165,0.0165016501650165,0.0148514851485149,0.0066006600660066,0.105610561056106,0,0,0.0066006600660066,0.099009900990099,0.00165016501650165,0.0594059405940594,0,0,0,0.0115511551155116,0.0066006600660066,0,0,0.00165016501650165,0.00165016501650165,0,0,0,0,0.0033003300330033,0,0,0,0,0.00165016501650165,0.00165016501650165,0,0,0,0.00165016501650165,0,0,0,0,0
272.5,3296,0.00159744408945687,0.124600638977636,0.00798722044728434,0,0.0990415335463259,0.00958466453674121,0,0,0.00638977635782748,0.00638977635782748,0.329073482428115,0.036741214057508,0.0143769968051118,0.00319488817891374,0.00479233226837061,0,0,0,0.00319488817891374,0.012779552715655,0,0.00159744408945687,0.012779552715655,0.0159744408945687,0.00958466453674121,0.123003194888179,0,0.00159744408945687,0.00638977635782748,0.0766773162939297,0.00159744408945687,0.0654952076677316,0,0,0,0.00958466453674121,0.00479233226837061,0,0,0,0.00159744408945687,0,0,0,0,0.00159744408945687,0,0,0,0.00159744408945687,0.00319488817891374,0,0,0,0,0.00159744408945687,0.00159744408945687,0,0,0,0
297.5,3808,0,0.102803738317757,0.00623052959501558,0.00155763239875389,0.0996884735202492,0.0171339563862928,0,0,0.00311526479750779,0.00155763239875389,0.338006230529595,0.0280373831775701,0.0249221183800623,0.00155763239875389,0.00934579439252336,0,0,0.00155763239875389,0.00311526479750779,0.0233644859813084,0,0.00311526479750779,0.014018691588785,0.0249221183800623,0.0155763239875389,0.104361370716511,0,0.00155763239875389,0.00778816199376947,0.0919003115264797,0.00155763239875389,0.0560747663551402,0,0,0,0.00623052959501558,0.00623052959501558,0,0,0.00155763239875389,0,0,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0.00155763239875389,0,0,0,0,0
322.5,4339,0,0.0944350758853288,0.0168634064080944,0.00505902192242833,0.107925801011804,0.00843170320404722,0,0,0.00168634064080944,0,0.322091062394604,0.0202360876897133,0.0286677908937605,0,0.00337268128161889,0,0,0.00168634064080944,0.00674536256323777,0.0236087689713322,0,0,0.0118043844856661,0.0118043844856661,0.00674536256323777,0.153456998313659,0,0.00337268128161889,0.00674536256323777,0.0927487352445194,0.00168634064080944,0.06070826306914,0,0,0,0.00505902192242833,0,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0.00168634064080944,0,0,0,0,0.00168634064080944,0,0,0,0,0
347.5,4881,0,0.0950871632329636,0.0126782884310618,0.00158478605388273,0.117274167987322,0.0206022187004754,0.00158478605388273,0.00158478605388273,0.00475435816164818,0.00475435816164818,0.353407290015848,0.0221870047543582,0.0126782884310618,0,0.0126782884310618,0,0,0,0.0063391442155309,0.0126782884310618,0,0,0.0142630744849445,0.0126782884310618,0.0158478605388273,0.106180665610143,0,0,0.00792393026941363,0.0824088748019017,0,0.0618066561014263,0,0,0,0.00792393026941363,0.00950871632329636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158478605388273,0,0,0,0,0,0,0,0,0,0
372.5,5442,0,0.0512048192771084,0.00451807228915663,0.00602409638554217,0.0707831325301205,0.00903614457831325,0.00602409638554217,0.00301204819277108,0,0.00301204819277108,0.328313253012048,0.0331325301204819,0.0225903614457831,0.00150602409638554,0.0105421686746988,0,0,0,0,0.0105421686746988,0,0,0,0.0105421686746988,0.0120481927710843,0.105421686746988,0,0,0.00903614457831325,0.225903614457831,0,0.069277108433735,0,0,0,0.00451807228915663,0.00150602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0.00150602409638554,0,0,0,0,0,0,0,0,0,0,0
397.5,6046,0,0.0538461538461538,0.00461538461538462,0,0.0523076923076923,0.0138461538461538,0.00153846153846154,0,0,0.00153846153846154,0.293846153846154,0.0307692307692308,0.0292307692307692,0.00153846153846154,0.00769230769230769,0,0,0,0,0.0215384615384615,0.00153846153846154,0,0.0153846153846154,0.0153846153846154,0.00769230769230769,0.126153846153846,0,0,0.00769230769230769,0.229230769230769,0,0.0723076923076923,0,0,0,0.00769230769230769,0.00461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422.5,6690,0,0.0546075085324232,0.0068259385665529,0,0.0853242320819113,0.0102389078498294,0.00511945392491468,0.00170648464163823,0.0102389078498294,0,0.21160409556314,0.0341296928327645,0.0238907849829352,0.00170648464163823,0.0136518771331058,0,0,0,0,0.0255972696245734,0.00170648464163823,0,0.00853242320819113,0.0273037542662116,0.015358361774744,0.129692832764505,0,0,0.0170648464163823,0.238907849829352,0.00170648464163823,0.0597269624573379,0,0,0,0.00341296928327645,0.0068259385665529,0,0.00170648464163823,0.00170648464163823,0,0,0,0,0,0,0,0,0,0.00170648464163823,0,0,0,0,0,0,0,0,0,0,0
447.5,7371,0,0.0448916408668731,0.00464396284829721,0.00309597523219814,0.0773993808049536,0.0108359133126935,0.00464396284829721,0.00619195046439629,0.00309597523219814,0,0.148606811145511,0.0495356037151703,0.0232198142414861,0,0.0139318885448916,0,0,0,0,0.0356037151702786,0,0,0.0185758513931889,0.0371517027863777,0.00464396284829721,0.137770897832817,0,0,0.0108359133126935,0.28328173374613,0,0.0696594427244582,0,0,0,0.00619195046439629,0.00154798761609907,0,0,0.00309597523219814,0,0,0,0,0,0.00154798761609907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472.5,8084,0,0.0572337042925278,0.00476947535771065,0.00158982511923688,0.0524642289348172,0.00794912559618442,0.00635930047694754,0.00635930047694754,0.00794912559618442,0,0.0508744038155803,0.0397456279809221,0.041335453100159,0.00158982511923688,0.00635930047694754,0,0,0,0,0.0349761526232114,0,0.00158982511923688,0.0397456279809221,0.0540540540540541,0.0095389507154213,0.178060413354531,0,0.00317965023847377,0.0095389507154213,0.298887122416534,0,0.0651828298887122,0,0,0,0.00317965023847377,0.00794912559618442,0.00158982511923688,0,0.00317965023847377,0,0.00158982511923688,0,0,0,0,0,0,0,0.00158982511923688,0,0,0,0,0.00158982511923688,0,0,0,0,0,0
487.5,8527,0,0.0233333333333333,0.005,0.005,0.0433333333333333,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0.00833333333333333,0.035,0.035,0,0.005,0.00166666666666667,0,0,0,0.0333333333333333,0.00166666666666667,0.00333333333333333,0.055,0.113333333333333,0.005,0.198333333333333,0,0,0.0233333333333333,0.286666666666667,0.00333333333333333,0.07,0,0,0,0.01,0.005,0,0,0,0,0.00166666666666667,0.00166666666666667,0,0,0.00166666666666667,0,0.00166666666666667,0,0.00333333333333333,0,0,0.00166666666666667,0,0.00166666666666667,0,0,0,0,0,0
502.5,8978,0,0.0522273425499232,0.00614439324116743,0.00307219662058372,0.0476190476190476,0.0122887864823349,0.00307219662058372,0.00307219662058372,0.00460829493087558,0,0.0076804915514593,0.0261136712749616,0.0353302611367127,0.00153609831029186,0,0,0,0,0,0.0337941628264209,0,0.010752688172043,0.0568356374807988,0.138248847926267,0.00307219662058372,0.195084485407066,0,0.00153609831029186,0.0199692780337942,0.250384024577573,0,0.06605222734255,0,0,0,0.00614439324116743,0.00153609831029186,0,0,0.00460829493087558,0,0,0,0,0,0,0,0.00153609831029186,0,0,0,0,0.00153609831029186,0,0,0,0,0.00153609831029186,0.00460829493087558,0,0
517.5,9438,0.0016,0.0416,0.0048,0,0.0512,0,0.008,0,0.0016,0,0.0048,0.0048,0.016,0,0,0,0,0,0,0.0416,0,0.016,0.1504,0.2512,0.0064,0.2,0,0,0.0064,0.1344,0,0.048,0,0,0,0.0096,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532.5,9906,0.00586510263929619,0.0161290322580645,0.00439882697947214,0.00293255131964809,0.0733137829912024,0.00586510263929619,0.00879765395894428,0.00146627565982405,0.00439882697947214,0,0,0,0.0146627565982405,0.00586510263929619,0.00146627565982405,0,0,0,0,0.0469208211143695,0.00146627565982405,0.0190615835777126,0.263929618768328,0.244868035190616,0.00293255131964809,0.183284457478006,0,0.00439882697947214,0,0.0234604105571848,0,0.0571847507331378,0,0,0,0.00733137829912024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.5,10381,0.010752688172043,0.00921658986175115,0.00307219662058372,0.00153609831029186,0.064516129032258,0.00460829493087558,0.0168970814132104,0.00460829493087558,0.00153609831029186,0,0.00153609831029186,0.00153609831029186,0.0245775729646697,0.00614439324116743,0.00460829493087558,0.0076804915514593,0,0,0,0.0491551459293395,0.00307219662058372,0.0199692780337942,0.19047619047619,0.274961597542243,0.00307219662058372,0.222734254992319,0,0.00153609831029186,0,0.0138248847926267,0.00153609831029186,0.0384024577572965,0,0,0,0.00921658986175115,0.00614439324116743,0,0,0,0,0,0,0,0,0,0,0.00153609831029186,0,0,0,0,0,0,0,0,0,0.00153609831029186,0,0,0
562.5,10861,0.0117647058823529,0.038655462184874,0.00336134453781513,0,0.0722689075630252,0.00336134453781513,0.00672268907563025,0.00840336134453781,0.00504201680672269,0,0,0,0.0252100840336134,0.00168067226890756,0.00840336134453781,0,0,0,0,0.0605042016806723,0.00168067226890756,0.0184873949579832,0.188235294117647,0.247058823529412,0,0.20672268907563,0,0,0,0.00336134453781513,0,0.0689075630252101,0,0,0,0.0117647058823529,0.00504201680672269,0,0,0,0,0.00168067226890756,0,0,0,0.00168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577.5,11346,0.0996835443037975,0.0110759493670886,0,0.0079113924050633,0.0632911392405063,0.00474683544303797,0.0300632911392405,0.00474683544303797,0.0174050632911392,0,0.00316455696202532,0,0.0158227848101266,0.00474683544303797,0.00158227848101266,0.0205696202531646,0,0,0,0.0332278481012658,0.175632911392405,0.0632911392405063,0.060126582278481,0.215189873417722,0,0.0854430379746835,0,0.00158227848101266,0,0.0142405063291139,0.00474683544303797,0.0443037974683544,0,0,0,0.0079113924050633,0,0,0.00632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158227848101266,0.00158227848101266,0,0,0,0,0
592.5,NA,0.0131771595900439,0.00439238653001464,0,0.0175695461200586,0.0336749633967789,0.00292825768667643,0.0336749633967789,0.00146412884333821,0.0292825768667643,0,0.00146412884333821,0,0.00878477306002928,0.0161054172767204,0,0.0219619326500732,0,0,0,0.0366032210834553,0.402635431918009,0.048316251830161,0.020497803806735,0.14787701317716,0,0.0571010248901903,0.00292825768667643,0.00585651537335286,0,0.0146412884333821,0.0102489019033675,0.0131771595900439,0.00146412884333821,0,0,0.0380673499267936,0.00585651537335286,0,0.00585651537335286,0.00292825768667643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146412884333821,0
603.5,NA,0.00888324873096447,0.0050761421319797,0,0.0317258883248731,0.049492385786802,0.00253807106598985,0.0177664974619289,0.00761421319796954,0.0279187817258883,0,0,0.00126903553299492,0.0152284263959391,0.0279187817258883,0.00253807106598985,0.032994923857868,0,0.00126903553299492,0,0.0380710659898477,0.33502538071066,0.065989847715736,0.0177664974619289,0.118020304568528,0,0.0609137055837563,0.00253807106598985,0.0126903553299492,0,0.0152284263959391,0.0101522842639594,0.0241116751269036,0,0,0,0.0444162436548223,0.0050761421319797,0.00126903553299492,0.00634517766497462,0.0050761421319797,0,0,0,0.00126903553299492,0,0,0,0.00126903553299492,0,0,0,0,0.00126903553299492,0,0.00126903553299492,0,0,0,0,0,0
611.5,NA,0.0200573065902579,0.00429799426934097,0,0.0143266475644699,0.0200573065902579,0.00286532951289398,0.0186246418338109,0.0143266475644699,0.0372492836676218,0,0,0.00143266475644699,0.0186246418338109,0.0143266475644699,0.00286532951289398,0.0358166189111748,0,0,0,0.0358166189111748,0.375358166189112,0.0530085959885387,0.0100286532951289,0.114613180515759,0,0.0716332378223496,0.00143266475644699,0.00859598853868195,0,0.0214899713467049,0.0143266475644699,0.0200573065902579,0.00143266475644699,0,0,0.0358166189111748,0.0171919770773639,0,0.00573065902578797,0.00143266475644699,0,0,0.00143266475644699,0,0,0.00143266475644699,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0.00143266475644699
619.5,NA,0.0132939438700148,0,0,0.0265878877400295,0.017725258493353,0.00147710487444609,0.0147710487444609,0.00147710487444609,0.0768094534711965,0,0,0,0.0251107828655835,0.03397341211226,0,0,0,0,0,0.0324963072378139,0.500738552437223,0.0546528803545052,0,0.0738552437223043,0.00147710487444609,0.0738552437223043,0,0,0,0.00147710487444609,0.0162481536189069,0.00886262924667651,0,0,0,0,0.00886262924667651,0,0.0103397341211226,0.00147710487444609,0,0,0,0.00147710487444609,0,0,0,0.00147710487444609,0,0,0,0,0,0,0.00147710487444609,0,0,0,0,0,0
626.5,NA,0.00500834724540901,0,0.00500834724540901,0.015025041736227,0.011686143572621,0.00667779632721202,0.011686143572621,0.00333889816360601,0.0250417362270451,0,0,0,0.011686143572621,0.013355592654424,0,0.00166944908180301,0.00166944908180301,0,0,0.0333889816360601,0.642737896494157,0.0417362270450751,0.00333889816360601,0.0601001669449082,0,0.0834724540901502,0,0,0,0,0.00667779632721202,0.00667779632721202,0,0,0,0.00333889816360601,0.00333889816360601,0,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166944908180301,0,0
