"sample.depths","sample.ages","Abies","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Salix","Sambucus","Sanguisorba","Ulmus","Alnus","Juniperus.Thuja","Fraxinus","Myrica","Populus","Amaranthaceae","Poaceae","Polygonum","Acer.saccharum","Pinus.strobus","Tsuga.canadensis","Pinus.banksiana.P..resinosa","Carya","Castanea","Ilex","Rubus","Rumex","Tilia","Juglans","Other.upland.herbs","Urtica","Celtis","Asteraceae.undiff.","Nyssa","Stachys.type","Ericaceae","Vitis","Cornus","Acer.negundo","Caryophyllaceae","Galium","Nemopanthus.mucronatus","Morus","Cephalanthus.occidentalis","Liquidambar","Ranunculaceae.undiff.","Rosaceae.undiff.","Saxifragaceae","Iva","Thalictrum","Humulus","Dryas"
300.5,9773,0,0,0.00266666666666667,0,0.112,0,0,0.00266666666666667,0,0.048,0,0.112,0.205333333333333,0.00533333333333333,0,0,0.00266666666666667,0.0693333333333333,0,0.00533333333333333,0,0,0,0.00533333333333333,0,0,0.333333333333333,0.048,0.0426666666666667,0,0.00533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310.5,9864,0.00573613766730402,0.00382409177820268,0.00382409177820268,0.00191204588910134,0.0936902485659656,0,0,0.00191204588910134,0,0.0248565965583174,0.011472275334608,0.120458891013384,0.101338432122371,0.00382409177820268,0,0,0.00382409177820268,0.0286806883365201,0,0.00573613766730402,0,0,0,0.00382409177820268,0,0.00191204588910134,0.525812619502868,0.0248565965583174,0.0286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382409177820268,0,0,0,0,0,0,0,0,0,0,0,0
320.5,9939,0,0,0.0087719298245614,0.00219298245614035,0.0855263157894737,0,0,0,0,0.0504385964912281,0.0350877192982456,0.103070175438596,0.168859649122807,0.00219298245614035,0,0,0.00657894736842105,0.0526315789473684,0,0.0109649122807018,0,0.00219298245614035,0,0.0043859649122807,0,0.00219298245614035,0.364035087719298,0.037280701754386,0.0548245614035088,0,0,0.0043859649122807,0,0,0.00219298245614035,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.5,10002,0.00865051903114187,0.00173010380622837,0.0069204152249135,0,0.0761245674740484,0,0,0.00865051903114187,0,0.0380622837370242,0.00519031141868512,0.07439446366782,0.21280276816609,0.00173010380622837,0,0,0.0121107266435986,0.0761245674740484,0,0.00519031141868512,0,0.0069204152249135,0,0.00519031141868512,0,0.00519031141868512,0.365051903114187,0.0397923875432526,0.0328719723183391,0,0,0.00346020761245675,0,0,0,0.00173010380622837,0,0,0.00519031141868512,0,0,0,0.00173010380622837,0.00346020761245675,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340.5,10055,0.00603621730382294,0,0.0100603621730382,0,0.116700201207243,0,0,0.00402414486921529,0,0.0321931589537223,0,0.0845070422535211,0.24748490945674,0,0,0,0.00603621730382294,0.0482897384305835,0,0.0120724346076459,0,0.00603621730382294,0,0.00402414486921529,0,0,0.348088531187123,0.03420523138833,0.0382293762575453,0,0,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350.5,10103,0.00483091787439614,0.00241545893719807,0.0072463768115942,0,0.142512077294686,0,0,0.00241545893719807,0,0.0652173913043478,0.00241545893719807,0.0966183574879227,0.183574879227053,0.00966183574879227,0,0,0.00966183574879227,0.0772946859903382,0,0.00241545893719807,0,0.00483091787439614,0,0.0072463768115942,0,0,0.314009661835749,0.0169082125603865,0.0458937198067633,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360.5,10148,0.00831946755407654,0.00332778702163062,0.00332778702163062,0,0.119800332778702,0,0.00166389351081531,0.00332778702163062,0,0.0449251247920133,0.00332778702163062,0.0782029950083195,0.181364392678869,0.00332778702163062,0,0,0.0116472545757072,0.0599001663893511,0,0.0133111480865225,0,0.00998336106489185,0,0.00332778702163062,0,0.00166389351081531,0.397670549084859,0.0183028286189684,0.0316139767054908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.5,10193,0.01875,0,0,0.00208333333333333,0.135416666666667,0,0,0,0,0.0520833333333333,0.0270833333333333,0.102083333333333,0.160416666666667,0.00416666666666667,0,0,0.00208333333333333,0.03125,0,0,0,0,0,0.00208333333333333,0,0.00208333333333333,0.435416666666667,0.0125,0.00625,0,0.00208333333333333,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380.5,10242,0.0149700598802395,0,0.00149700598802395,0,0.145209580838323,0.00598802395209581,0,0.00598802395209581,0.00149700598802395,0.0404191616766467,0.0104790419161677,0.0718562874251497,0.134730538922156,0.0029940119760479,0,0,0.00898203592814371,0.0404191616766467,0,0.00598802395209581,0,0,0,0.00598802395209581,0,0.00449101796407186,0.423652694610778,0.0359281437125748,0.0269461077844311,0.0029940119760479,0,0,0,0,0,0,0.00149700598802395,0,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0.00449101796407186,0,0,0,0,0
390.5,10298,0.0275862068965517,0.000985221674876847,0.00295566502463054,0.000985221674876847,0.123152709359606,0,0.000985221674876847,0.00197044334975369,0,0.0532019704433498,0.0157635467980296,0.0423645320197044,0.191133004926108,0.012807881773399,0,0,0.00197044334975369,0.0541871921182266,0,0.0177339901477833,0,0.00492610837438424,0,0.00492610837438424,0,0,0.383251231527094,0.0246305418719212,0.025615763546798,0.00394088669950739,0,0,0,0,0.000985221674876847,0,0.000985221674876847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295566502463054,0,0,0,0,0,0
400.5,10365,0.0345679012345679,0.00493827160493827,0.00246913580246914,0.00987654320987654,0.0641975308641975,0,0.00246913580246914,0,0,0.00740740740740741,0.00987654320987654,0.140740740740741,0.118518518518519,0.00246913580246914,0,0,0.00740740740740741,0.0691358024691358,0,0,0,0.00246913580246914,0.00246913580246914,0,0,0,0.402469135802469,0.0296296296296296,0.0864197530864197,0,0,0,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410.5,10444,0.0122249388753056,0.00244498777506112,0.00488997555012225,0,0.0831295843520782,0,0.00244498777506112,0.00488997555012225,0.00488997555012225,0.0342298288508557,0.00488997555012225,0.141809290953545,0.117359413202934,0.00733496332518337,0,0,0.0097799511002445,0.019559902200489,0,0.00733496332518337,0,0.0146699266503667,0,0.00244498777506112,0,0.00244498777506112,0.437652811735941,0.0268948655256724,0.0562347188264059,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420.5,10541,0.00492610837438424,0,0,0.00492610837438424,0.0738916256157636,0.0164203612479475,0.013136288998358,0,0,0.0279146141215107,0.0328407224958949,0.083743842364532,0.139573070607553,0.00328407224958949,0,0,0.00821018062397373,0.0394088669950739,0,0.0114942528735632,0.00164203612479475,0.0147783251231527,0,0.00985221674876847,0,0.00821018062397373,0.412151067323481,0.0246305418719212,0.0574712643678161,0.00328407224958949,0.00164203612479475,0,0,0,0,0,0.00164203612479475,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0
430.5,10657,0.00536193029490617,0,0.00804289544235925,0,0.163538873994638,0,0.00268096514745308,0.00268096514745308,0.00536193029490617,0.0348525469168901,0.00268096514745308,0.120643431635389,0.166219839142091,0.0107238605898123,0,0,0,0.0348525469168901,0,0.00804289544235925,0,0.00268096514745308,0,0.00804289544235925,0,0,0.386058981233244,0.0134048257372654,0.0107238605898123,0,0,0,0,0.00268096514745308,0,0,0,0.00804289544235925,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440.5,10798,0.0102564102564103,0.0128205128205128,0.00512820512820513,0.00256410256410256,0.102564102564103,0.0102564102564103,0.00512820512820513,0,0.0102564102564103,0.0179487179487179,0.0179487179487179,0.143589743589744,0.082051282051282,0.00769230769230769,0,0,0.00512820512820513,0.0179487179487179,0,0.0205128205128205,0.0102564102564103,0.0102564102564103,0,0.00512820512820513,0,0.00256410256410256,0.458974358974359,0.00769230769230769,0.0205128205128205,0,0,0,0,0,0,0.00256410256410256,0,0,0,0,0,0,0.00769230769230769,0,0,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0
450.5,10974,0.00859598853868195,0.00859598853868195,0.00286532951289398,0.00286532951289398,0.257879656160458,0.00573065902578797,0.00573065902578797,0,0.00859598853868195,0.0372492836676218,0.0286532951289398,0.108882521489971,0.0744985673352436,0.00859598853868195,0,0,0.00573065902578797,0.0343839541547278,0,0.00859598853868195,0.00859598853868195,0.0200573065902579,0,0.00573065902578797,0,0,0.326647564469914,0.00859598853868195,0.0143266475644699,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0.00573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460.5,11202,0.0173267326732673,0.00742574257425743,0.0123762376237624,0,0.368811881188119,0.00247524752475248,0.00495049504950495,0.00247524752475248,0.0321782178217822,0.0445544554455446,0.0668316831683168,0.0544554455445545,0.047029702970297,0.0222772277227723,0,0,0.0099009900990099,0.051980198019802,0.00742574257425743,0.0123762376237624,0,0.00742574257425743,0,0.00247524752475248,0,0.00495049504950495,0.185643564356436,0,0.0222772277227723,0,0,0,0,0,0,0.00247524752475248,0.00247524752475248,0,0,0,0,0,0.00742574257425743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.5,11479,0.0273224043715847,0.00546448087431694,0.00273224043715847,0,0.128415300546448,0.0109289617486339,0.0136612021857923,0,0.10655737704918,0.0437158469945355,0.0601092896174863,0.0792349726775956,0.0628415300546448,0.0163934426229508,0,0,0.00273224043715847,0.0683060109289618,0.00546448087431694,0.00273224043715847,0.0273224043715847,0.0327868852459016,0,0.0163934426229508,0,0,0.204918032786885,0.00546448087431694,0.0655737704918033,0.00273224043715847,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0
478.5,11731,0.0333333333333333,0,0.0111111111111111,0,0.14,0.00222222222222222,0.0222222222222222,0.00222222222222222,0.148888888888889,0.04,0.0911111111111111,0.0466666666666667,0.04,0.0111111111111111,0,0,0.00444444444444444,0.0555555555555556,0.00444444444444444,0.0177777777777778,0.00222222222222222,0.0511111111111111,0,0.0311111111111111,0,0.0133333333333333,0.0622222222222222,0.0222222222222222,0.135555555555556,0.00222222222222222,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480.5,11798,0.0254110612855007,0,0.0134529147982063,0.00149476831091181,0.14050822122571,0.00298953662182362,0.0104633781763827,0,0.0493273542600897,0.0478325859491779,0.243647234678625,0.0433482810164425,0.0149476831091181,0.00896860986547085,0,0,0.00149476831091181,0.0642750373692078,0.00149476831091181,0.00149476831091181,0,0.0119581464872945,0,0.0254110612855007,0,0,0.164424514200299,0.00298953662182362,0.112107623318386,0,0.00149476831091181,0,0,0.00149476831091181,0,0,0,0,0.00149476831091181,0,0,0,0.00298953662182362,0,0.00448430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485.5,11970,0.0525059665871122,0,0.00238663484486874,0.00477326968973747,0.119331742243437,0,0.0334128878281623,0,0.00477326968973747,0.0310262529832936,0.307875894988067,0.0644391408114559,0.0143198090692124,0.00238663484486874,0,0,0.00238663484486874,0.0381861575178998,0.00238663484486874,0,0.0143198090692124,0.00954653937947494,0,0.0214797136038186,0,0,0.159904534606205,0.0071599045346062,0.0930787589498807,0,0,0,0,0,0,0,0.00477326968973747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954653937947494,0,0,0,0,0
490.5,12150,0.0362903225806452,0,0.00403225806451613,0.00604838709677419,0.094758064516129,0.0161290322580645,0.0241935483870968,0.00201612903225806,0.00201612903225806,0.030241935483871,0.211693548387097,0.0665322580645161,0.0524193548387097,0,0,0,0,0.0423387096774194,0.00201612903225806,0,0.0181451612903226,0.0141129032258065,0,0.0282258064516129,0,0,0.173387096774194,0.0241935483870968,0.139112903225806,0,0,0.00403225806451613,0,0,0,0.00201612903225806,0.00201612903225806,0,0,0,0,0,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201612903225806,0,0
500.5,12529,0.0360169491525424,0,0.0105932203389831,0.00211864406779661,0.0529661016949153,0,0.0550847457627119,0,0,0.0360169491525424,0.375,0.0466101694915254,0.00635593220338983,0.00847457627118644,0,0,0,0.0635593220338983,0,0.00211864406779661,0.00211864406779661,0.038135593220339,0,0.0254237288135593,0,0,0.0529661016949153,0.00211864406779661,0.156779661016949,0.00211864406779661,0.00211864406779661,0,0,0,0,0,0.00211864406779661,0.0127118644067797,0.00423728813559322,0,0,0,0.00211864406779661,0,0,0,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0
510.5,12927,0.00512820512820513,0,0.0205128205128205,0.00512820512820513,0.0717948717948718,0.00769230769230769,0.0256410256410256,0.00256410256410256,0.0102564102564103,0.0461538461538462,0.425641025641026,0.0512820512820513,0.0230769230769231,0.00512820512820513,0,0,0,0.00256410256410256,0,0.00769230769230769,0.00256410256410256,0.0538461538461538,0,0.0179487179487179,0,0,0.0307692307692308,0.00256410256410256,0.161538461538462,0.00256410256410256,0,0,0,0,0,0,0.00769230769230769,0.00256410256410256,0.00256410256410256,0,0,0,0.00512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520.5,13336,0.0383480825958702,0,0.0147492625368732,0.00589970501474926,0.0383480825958702,0.0117994100294985,0.0294985250737463,0,0.00294985250737463,0.0442477876106195,0.424778761061947,0.0530973451327434,0.0412979351032448,0.0206489675516224,0,0,0,0,0,0.0383480825958702,0.0147492625368732,0.0147492625368732,0,0.0206489675516224,0,0,0.023598820058997,0,0.144542772861357,0,0,0,0,0,0,0.00294985250737463,0.0088495575221239,0.00294985250737463,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527.5,NA,0.00837988826815642,0,0.00837988826815642,0.00558659217877095,0.0502793296089385,0.00837988826815642,0.0502793296089385,0,0,0.00837988826815642,0.407821229050279,0.0418994413407821,0.0223463687150838,0.0391061452513966,0,0,0.00279329608938547,0,0.0111731843575419,0,0.00279329608938547,0.156424581005587,0,0,0,0,0.00837988826815642,0,0.134078212290503,0.00279329608938547,0,0,0,0,0,0,0.00279329608938547,0.00837988826815642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0.0139664804469274,0.00279329608938547
530.5,NA,0.00784313725490196,0,0.0196078431372549,0.00196078431372549,0.0568627450980392,0,0.0372549019607843,0,0.00588235294117647,0.00784313725490196,0.335294117647059,0.0411764705882353,0.0254901960784314,0.0254901960784314,0,0,0,0,0.00784313725490196,0.00784313725490196,0,0.154901960784314,0.00392156862745098,0.0215686274509804,0,0.00196078431372549,0.0568627450980392,0,0.149019607843137,0,0.00196078431372549,0,0,0,0,0,0.00196078431372549,0.0215686274509804,0,0,0,0,0.00392156862745098,0,0,0,0.00196078431372549,0,0,0,0,0,0,0,0,0,0,0,0
540.5,NA,0.00505050505050505,0,0.0101010101010101,0.0176767676767677,0.0505050505050505,0.0303030303030303,0.0934343434343434,0,0.0126262626262626,0.0101010101010101,0.0808080808080808,0.0707070707070707,0.0101010101010101,0.0151515151515152,0,0,0.00505050505050505,0.0101010101010101,0,0,0,0.189393939393939,0.00252525252525253,0.0378787878787879,0,0,0.0808080808080808,0.00252525252525253,0.171717171717172,0.00252525252525253,0.00252525252525253,0,0,0.00252525252525253,0,0,0.0176767676767677,0.00757575757575758,0,0,0,0,0.00252525252525253,0,0,0,0.00252525252525253,0,0,0,0,0.00252525252525253,0.00757575757575758,0,0,0,0.00252525252525253,0,0.0429292929292929
550.5,NA,0.0363636363636364,0,0,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0545454545454545,0,0,0,0.090909090909091,0.272727272727273,0.0363636363636364,0.0727272727272727,0,0,0,0.0181818181818182,0,0,0,0.181818181818182,0,0.0545454545454545,0,0,0,0,0.109090909090909,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555.5,NA,0,0,0.0925925925925926,0.037037037037037,0.037037037037037,0.0740740740740741,0,0,0,0,0.0185185185185185,0.259259259259259,0.0185185185185185,0.111111111111111,0,0,0,0,0,0,0,0.0740740740740741,0,0.0925925925925926,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185
