"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Corylus","Fagus","Poaceae.undiff.","Herbs.undiff.","Liquidambar","Quercus","Rumex","Salix","Tsuga","Ulmus","Alnus","Acer","Fraxinus","Pinus","Cupressaceae","Nyssa","Picea","Platanus","Myrica","Plantago","Rosaceae","Asteraceae.subf..Asteroideae.undiff.","Cerealia","Ostrya.Carpinus","Juglans","Amaranthaceae","Tilia"
41,93,0.185185185185185,0.00336700336700337,0.117845117845118,0.00673400673400673,0.0303030303030303,0.00673400673400673,0.00336700336700337,0.134680134680135,0.037037037037037,0,0.249158249158249,0.0437710437710438,0.0235690235690236,0,0.0336700336700337,0.0235690235690236,0.0202020202020202,0.00336700336700337,0.0404040404040404,0.00336700336700337,0.00673400673400673,0.00336700336700337,0,0.00673400673400673,0.00673400673400673,0,0,0,0,0,0.0101010101010101,0
45,104,0.196610169491525,0,0.0949152542372881,0.00677966101694915,0.0101694915254237,0,0.00677966101694915,0.169491525423729,0.0372881355932203,0,0.193220338983051,0.0610169491525424,0.0203389830508475,0.00338983050847458,0.0610169491525424,0.0372881355932203,0.00677966101694915,0.00677966101694915,0.0440677966101695,0,0.00338983050847458,0,0.00338983050847458,0.0135593220338983,0.00677966101694915,0,0,0,0.0101694915254237,0.00338983050847458,0.00338983050847458,0
49,115,0.213178294573643,0,0.104651162790698,0.00775193798449612,0.00775193798449612,0.00387596899224806,0.0193798449612403,0.127906976744186,0.0193798449612403,0,0.248062015503876,0.0813953488372093,0.0155038759689922,0.00775193798449612,0.0271317829457364,0.0271317829457364,0.00775193798449612,0.00775193798449612,0.0387596899224806,0,0.00775193798449612,0.00775193798449612,0,0.0116279069767442,0,0,0,0.00387596899224806,0,0,0.00387596899224806,0
53,126,0.209302325581395,0.00664451827242525,0.109634551495017,0.00332225913621262,0.0332225913621262,0.00664451827242525,0.0166112956810631,0.136212624584718,0.00664451827242525,0,0.18936877076412,0.0863787375415282,0.0332225913621262,0.00332225913621262,0.00996677740863787,0.0398671096345515,0.00996677740863787,0.00996677740863787,0.0398671096345515,0,0,0.00996677740863787,0,0.0132890365448505,0.0132890365448505,0.00996677740863787,0,0,0,0,0.00332225913621262,0
57,137,0.211480362537764,0,0.108761329305136,0.0181268882175227,0.0332326283987915,0.00302114803625378,0.00604229607250755,0.11178247734139,0.0151057401812689,0.00302114803625378,0.253776435045317,0.0392749244712991,0.027190332326284,0.00604229607250755,0.0302114803625378,0.0241691842900302,0.00604229607250755,0.0120845921450151,0.0362537764350453,0.00302114803625378,0.00302114803625378,0.0120845921450151,0.0211480362537764,0.00604229607250755,0.00302114803625378,0,0,0.00302114803625378,0.00302114803625378,0,0,0
61,148,0.225490196078431,0,0.088235294117647,0.0065359477124183,0.0228758169934641,0.0065359477124183,0.0130718954248366,0.150326797385621,0.0196078431372549,0,0.202614379084967,0.0915032679738562,0.0228758169934641,0.0065359477124183,0.0130718954248366,0.042483660130719,0.0065359477124183,0.0065359477124183,0.0359477124183007,0,0,0.00326797385620915,0.00326797385620915,0.0130718954248366,0,0.0065359477124183,0,0.00326797385620915,0.00326797385620915,0,0.00326797385620915,0.00326797385620915
65,159,0.214899713467049,0.00286532951289398,0.0916905444126074,0.0200573065902579,0.0143266475644699,0,0.0257879656160458,0.148997134670487,0.0143266475644699,0.00286532951289398,0.177650429799427,0.108882521489971,0.00573065902578797,0.00573065902578797,0.0143266475644699,0.0544412607449857,0.00286532951289398,0.00573065902578797,0.0687679083094556,0,0.00286532951289398,0.00286532951289398,0,0.00286532951289398,0.00859598853868195,0,0,0,0,0,0.00286532951289398,0
69,170,0.126666666666667,0,0.113333333333333,0.01,0.05,0,0.00666666666666667,0.163333333333333,0.0233333333333333,0,0.206666666666667,0.113333333333333,0.0166666666666667,0.01,0.01,0.0533333333333333,0,0.00666666666666667,0.0466666666666667,0.00333333333333333,0.00666666666666667,0.01,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00666666666666667,0,0,0,0,0.00333333333333333,0.00333333333333333
73,181,0.134545454545455,0.00363636363636364,0.0945454545454545,0.0145454545454545,0.0181818181818182,0.0109090909090909,0.0436363636363636,0.156363636363636,0.0254545454545455,0,0.225454545454545,0.0872727272727273,0,0.00363636363636364,0.00363636363636364,0.08,0.00363636363636364,0.00363636363636364,0.0581818181818182,0,0,0,0,0.0109090909090909,0.0109090909090909,0.00363636363636364,0,0,0.00727272727272727,0,0,0
77,192,0.153094462540717,0,0.0618892508143322,0.00325732899022801,0.0325732899022801,0.0195439739413681,0.0130293159609121,0.130293159609121,0.0130293159609121,0,0.208469055374593,0.143322475570033,0.00325732899022801,0.0162866449511401,0.00651465798045603,0.0912052117263844,0.00325732899022801,0.00325732899022801,0.0586319218241042,0.00651465798045603,0.00325732899022801,0.0162866449511401,0,0.00651465798045603,0,0.00651465798045603,0,0,0,0,0,0
81,203,0.107744107744108,0,0.0774410774410774,0.0134680134680135,0.0606060606060606,0.00336700336700337,0.0134680134680135,0.127946127946128,0.0168350168350168,0,0.259259259259259,0.127946127946128,0,0.0202020202020202,0.00336700336700337,0.0606060606060606,0.00336700336700337,0.0134680134680135,0.063973063973064,0,0,0.00673400673400673,0.00336700336700337,0.0101010101010101,0,0.00673400673400673,0,0,0,0,0,0
83,209,0.0859106529209622,0,0.0824742268041237,0.0171821305841924,0.0343642611683849,0.00687285223367698,0.0171821305841924,0.151202749140893,0.0240549828178694,0,0.237113402061856,0.130584192439863,0.00343642611683849,0.0274914089347079,0,0.0790378006872852,0.00343642611683849,0.0103092783505155,0.0584192439862543,0.00343642611683849,0.00343642611683849,0.00687285223367698,0,0.00687285223367698,0.00343642611683849,0,0,0,0.00343642611683849,0,0,0.00343642611683849
89,225,0.0593471810089021,0.0029673590504451,0.124629080118694,0.0267062314540059,0.0237388724035608,0.0029673590504451,0.00890207715133531,0.0979228486646884,0.0118694362017804,0.0029673590504451,0.317507418397626,0.100890207715134,0.00593471810089021,0.029673590504451,0.00593471810089021,0.0593471810089021,0.0148367952522255,0.00593471810089021,0.0682492581602374,0,0,0.00593471810089021,0.0029673590504451,0.00890207715133531,0.00890207715133531,0,0,0,0.0029673590504451,0,0,0
93,236,0.0298507462686567,0.00298507462686567,0.128358208955224,0.017910447761194,0.017910447761194,0,0.0149253731343284,0.0537313432835821,0.0119402985074627,0,0.438805970149254,0.0358208955223881,0.00298507462686567,0.017910447761194,0.0149253731343284,0.0835820895522388,0.00597014925373134,0.0119402985074627,0.0716417910447761,0.00298507462686567,0.00298507462686567,0.00895522388059702,0,0.00597014925373134,0,0.0119402985074627,0,0,0.00597014925373134,0,0,0
97,247,0.00974025974025974,0,0.103896103896104,0.0227272727272727,0.012987012987013,0.00324675324675325,0.0422077922077922,0.00974025974025974,0,0,0.532467532467532,0.00324675324675325,0.00324675324675325,0.0324675324675325,0.00974025974025974,0.103896103896104,0,0.0064935064935065,0.0649350649350649,0,0.0064935064935065,0.00974025974025974,0,0.0064935064935065,0,0,0.0064935064935065,0,0.00974025974025974,0,0,0
101,361,0.028391167192429,0,0.100946372239748,0.028391167192429,0.0220820189274448,0.00315457413249211,0.0252365930599369,0.0220820189274448,0.00315457413249211,0,0.55205047318612,0.00315457413249211,0.00315457413249211,0.0157728706624606,0.00946372239747634,0.0757097791798107,0.00946372239747634,0.0157728706624606,0.0630914826498423,0,0,0.00315457413249211,0.00315457413249211,0.00630914826498423,0,0.00630914826498423,0,0,0,0,0,0
105,509,0,0,0.0776699029126214,0.0388349514563107,0.0355987055016181,0.00647249190938511,0.0161812297734628,0.00970873786407767,0,0,0.521035598705502,0.0161812297734628,0,0.0323624595469256,0.00970873786407767,0.113268608414239,0.0258899676375405,0.00647249190938511,0.0485436893203883,0.00323624595469256,0,0.0129449838187702,0.00323624595469256,0,0,0.00323624595469256,0.0129449838187702,0,0.00323624595469256,0.00323624595469256,0,0
109,657,0.0392156862745098,0.00326797385620915,0.0947712418300654,0.0196078431372549,0.0065359477124183,0.00326797385620915,0.0228758169934641,0.0326797385620915,0.00980392156862745,0.00326797385620915,0.516339869281046,0.0065359477124183,0.00326797385620915,0.0359477124183007,0.0065359477124183,0.0784313725490196,0.0261437908496732,0.0130718954248366,0.042483660130719,0.00326797385620915,0,0.00980392156862745,0,0.00326797385620915,0.00326797385620915,0.0130718954248366,0,0,0,0,0,0.00326797385620915
113,805,0.00327868852459016,0,0.0918032786885246,0.0622950819672131,0.019672131147541,0.00327868852459016,0.0262295081967213,0.00655737704918033,0,0,0.580327868852459,0.00655737704918033,0,0.0163934426229508,0.0163934426229508,0.0688524590163934,0.00655737704918033,0.00655737704918033,0.0622950819672131,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0.00327868852459016,0,0.0131147540983607,0,0,0
117,953,0.00338983050847458,0,0.0847457627118644,0.0474576271186441,0.00338983050847458,0,0.0406779661016949,0.0101694915254237,0.0101694915254237,0.00338983050847458,0.559322033898305,0,0,0.0406779661016949,0,0.0779661016949153,0.0101694915254237,0.0271186440677966,0.0542372881355932,0.00338983050847458,0,0.00677966101694915,0,0.0101694915254237,0,0.00338983050847458,0,0,0.00338983050847458,0,0,0
121,1101,0,0.00333333333333333,0.0866666666666667,0.04,0.0266666666666667,0.00333333333333333,0.0433333333333333,0.0266666666666667,0.01,0,0.53,0,0,0.0566666666666667,0.00666666666666667,0.0733333333333333,0.02,0.0166666666666667,0.04,0.01,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0,0
125,1249,0.0069204152249135,0,0.121107266435986,0.0346020761245675,0.0173010380622837,0,0.0380622837370242,0.0173010380622837,0.0069204152249135,0,0.539792387543253,0,0,0.0346020761245675,0,0.0795847750865052,0.0173010380622837,0.0103806228373702,0.0346020761245675,0.00346020761245675,0,0.0069204152249135,0,0.0103806228373702,0,0.013840830449827,0,0,0.0069204152249135,0,0,0
129,1397,0,0,0.109154929577465,0.0316901408450704,0.00352112676056338,0,0.0528169014084507,0.00704225352112676,0.00704225352112676,0,0.556338028169014,0,0,0.0352112676056338,0.00704225352112676,0.105633802816901,0.00704225352112676,0.00704225352112676,0.0457746478873239,0.00352112676056338,0,0.00352112676056338,0,0.00352112676056338,0,0,0,0,0.00704225352112676,0.00704225352112676,0,0
133,1545,0,0,0.0963455149501661,0.0730897009966777,0,0.00332225913621262,0.0365448504983389,0.00664451827242525,0.00664451827242525,0.00332225913621262,0.558139534883721,0,0,0.0332225913621262,0.0132890365448505,0.0897009966777409,0.00996677740863787,0.00332225913621262,0.0332225913621262,0.00996677740863787,0,0.00332225913621262,0,0.00332225913621262,0,0.00664451827242525,0,0,0.00664451827242525,0.00332225913621262,0,0
137,1693,0,0,0.107033639143731,0.0244648318042813,0.00305810397553517,0.00305810397553517,0.0428134556574924,0.0214067278287462,0.0122324159021407,0,0.553516819571865,0,0,0.0519877675840979,0.00611620795107034,0.0886850152905199,0.0244648318042813,0.0091743119266055,0.0305810397553517,0.00611620795107034,0,0.00305810397553517,0.00611620795107034,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0,0
141,1841,0,0.00309597523219814,0.086687306501548,0.0495356037151703,0.00309597523219814,0.00309597523219814,0.0371517027863777,0.0340557275541796,0.00928792569659443,0,0.544891640866873,0,0,0.0371517027863777,0.00928792569659443,0.0835913312693498,0.00619195046439629,0.0154798761609907,0.0588235294117647,0,0,0.00619195046439629,0.00619195046439629,0,0,0.00309597523219814,0,0,0.00309597523219814,0,0,0
145,1989,0,0,0.0814332247557003,0.0521172638436482,0.00325732899022801,0,0.0390879478827362,0.0195439739413681,0.00651465798045603,0,0.596091205211726,0,0,0.0488599348534202,0.00977198697068404,0.0749185667752443,0.00325732899022801,0.00651465798045603,0.0488599348534202,0,0,0,0,0.00325732899022801,0,0,0,0,0.00651465798045603,0,0,0
149,2137,0,0,0.101910828025478,0.0286624203821656,0.0127388535031847,0,0.0605095541401274,0.0159235668789809,0.00955414012738853,0,0.585987261146497,0,0,0.0382165605095541,0.0127388535031847,0.0668789808917197,0.00318471337579618,0.0127388535031847,0.0318471337579618,0,0,0,0.00318471337579618,0,0,0,0,0,0.0127388535031847,0.00318471337579618,0,0
153,2285,0.00264550264550265,0,0.126984126984127,0.0502645502645503,0.00264550264550265,0,0.037037037037037,0.0238095238095238,0.00264550264550265,0.00529100529100529,0.560846560846561,0,0,0.0396825396825397,0,0.0687830687830688,0.0105820105820106,0.0105820105820106,0.0396825396825397,0.00264550264550265,0.00264550264550265,0.00264550264550265,0.00264550264550265,0,0,0.00264550264550265,0,0,0.00529100529100529,0,0,0
157,2433,0,0,0.0643086816720257,0.0418006430868167,0.00643086816720257,0,0.0546623794212219,0.022508038585209,0.00643086816720257,0,0.57556270096463,0,0,0.045016077170418,0.0160771704180064,0.0514469453376206,0.0128617363344051,0.0160771704180064,0.0610932475884244,0,0,0.00321543408360129,0.00321543408360129,0.00321543408360129,0,0,0,0,0.0128617363344051,0,0.00321543408360129,0
161,2581,0,0,0.0860927152317881,0.043046357615894,0.00662251655629139,0.0033112582781457,0.0695364238410596,0.00662251655629139,0,0,0.56953642384106,0,0,0.0397350993377483,0.0033112582781457,0.0529801324503311,0.0132450331125828,0.0231788079470199,0.0463576158940397,0.0033112582781457,0.00662251655629139,0.00662251655629139,0.0033112582781457,0.0033112582781457,0,0.00662251655629139,0,0,0.00662251655629139,0,0,0
165,2729,0.00304878048780488,0.00304878048780488,0.11280487804878,0.0152439024390244,0,0,0.0457317073170732,0.0274390243902439,0,0,0.603658536585366,0,0,0.0426829268292683,0.00609756097560976,0.0457317073170732,0.0121951219512195,0.0213414634146341,0.0335365853658537,0.00304878048780488,0.00304878048780488,0,0,0.00914634146341463,0,0.00609756097560976,0,0,0.00609756097560976,0,0,0
169,2877,0,0,0.102564102564103,0.0256410256410256,0.00320512820512821,0,0.0416666666666667,0.016025641025641,0.00961538461538462,0,0.628205128205128,0,0,0.0448717948717949,0.00641025641025641,0.0256410256410256,0.016025641025641,0.00961538461538462,0.0512820512820513,0.00641025641025641,0.00320512820512821,0.00320512820512821,0,0,0,0.00320512820512821,0,0,0,0.00320512820512821,0,0
173,3025,0,0,0.0993788819875776,0.0341614906832298,0.0031055900621118,0,0.0714285714285714,0.0434782608695652,0,0,0.58695652173913,0,0,0.0279503105590062,0.0062111801242236,0.0372670807453416,0.0062111801242236,0.0031055900621118,0.0496894409937888,0.0031055900621118,0.0062111801242236,0,0.0062111801242236,0.0031055900621118,0,0.0031055900621118,0,0,0.0093167701863354,0,0,0
177,3173,0.00342465753424658,0,0.089041095890411,0.0342465753424658,0,0.00342465753424658,0.0616438356164384,0.0171232876712329,0.0102739726027397,0.00342465753424658,0.568493150684932,0,0,0.0205479452054795,0.0136986301369863,0.0582191780821918,0.0171232876712329,0.0136986301369863,0.0616438356164384,0.00684931506849315,0,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0,0,0.00342465753424658,0.00342465753424658,0,0
181,3321,0.00308641975308642,0,0.0833333333333333,0.0339506172839506,0,0.00308641975308642,0.0493827160493827,0.0216049382716049,0.00617283950617284,0,0.533950617283951,0,0,0.0493827160493827,0.00617283950617284,0.0617283950617284,0.0123456790123457,0.0216049382716049,0.080246913580247,0.00308641975308642,0.00617283950617284,0.00308641975308642,0.00308641975308642,0.00308641975308642,0,0.00617283950617284,0,0,0.00925925925925926,0,0,0
189,3617,0,0,0.0620915032679739,0.0457516339869281,0.00326797385620915,0.00326797385620915,0.0686274509803922,0.0163398692810458,0.00326797385620915,0,0.617647058823529,0,0,0.0261437908496732,0.00980392156862745,0.0261437908496732,0.0130718954248366,0.0261437908496732,0.0490196078431373,0.0163398692810458,0,0,0.0065359477124183,0,0,0,0,0,0.00326797385620915,0,0.00326797385620915,0
197,3913,0,0,0.0827338129496403,0.079136690647482,0,0,0,0.0215827338129496,0.00359712230215827,0,0.571942446043165,0,0,0.0467625899280576,0.00359712230215827,0.0503597122302158,0.0107913669064748,0.00719424460431655,0.0863309352517986,0.00359712230215827,0.00359712230215827,0.00719424460431655,0.00359712230215827,0.00719424460431655,0,0,0,0,0.0107913669064748,0,0,0
205,4209,0,0,0.0436241610738255,0.0201342281879195,0.00335570469798658,0,0.0469798657718121,0.0167785234899329,0.0100671140939597,0,0.667785234899329,0,0,0.0335570469798658,0.00671140939597315,0.0503355704697987,0.0100671140939597,0.00671140939597315,0.0536912751677852,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.00335570469798658,0.00335570469798658,0,0,0,0,0.00335570469798658,0.00335570469798658,0,0
213,NA,0,0,0.0679611650485437,0.0161812297734628,0,0.00323624595469256,0.0485436893203883,0.0258899676375405,0.00647249190938511,0,0.559870550161812,0,0.00323624595469256,0.0355987055016181,0.0226537216828479,0.0938511326860841,0.0194174757281553,0.0129449838187702,0.0355987055016181,0.00323624595469256,0.00323624595469256,0.00323624595469256,0.00970873786407767,0.00970873786407767,0,0.00970873786407767,0,0,0.00970873786407767,0,0,0
221,NA,0,0,0.0641025641025641,0.0256410256410256,0,0,0.0512820512820513,0.0224358974358974,0.00961538461538462,0.00320512820512821,0.612179487179487,0,0,0.0256410256410256,0.00961538461538462,0.0608974358974359,0.016025641025641,0.0384615384615385,0.0384615384615385,0,0,0,0.00320512820512821,0.00961538461538462,0,0,0,0,0.00641025641025641,0,0.00320512820512821,0
