"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Sambucus","Tilia","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Acer.rubrum","Artemisia","Ericaceae","Fraxinus.pennsylvanica.type","Juglans.cinerea","Taxus","Rosaceae.undiff.","Nemopanthus.mucronatus","Pinus.resinosa.type","Juniperus.communis.Thuja.occidentalis.type","Urticaceae","Salix.undiff.","Acer.pensylvanicum","Caryophyllaceae","Castanea.dentata","Impatiens","Asteraceae.subf..Asteroideae.undiff.","Acer.saccharinum","Potentilla.palustris.type","Fraxinus.americana.type","Ranunculaceae.undiff.","Thalictrum","Populus.balsamifera.type","Rhamnus.alnifolia.R..frangula","Prunus.pensylvanica","cf..Sarcobatus.vermiculatus","Liliaceae","Amaranthaceae","Prunus.virginiana","Prunus.undiff.","Viburnum.nudum","Comptonia.peregrina","Cornus.canadensis","Viburnum.undiff.","Polygonaceae.undiff.","Fabaceae","Saxifraga.oppositifolia.type","Saxifraga.stellaris.type","Saxifragaceae.undiff.","Shepherdia.canadensis","Campanula.type","Viburnum.edule","Cornus.undiff.","Onagraceae.undiff.","Lamiaceae","Salix.herbacea.type","Koenigia.islandica","Viburnum.alnifolium","Asteraceae.undiff.","Saxifraga.cernua.type","Brassicaceae","Apiaceae","Dryas","Rosaceae.cf..Prunus.serotina"
115,3321,0,0.0162454873646209,0.0072202166064982,0,0.474729241877256,0.0072202166064982,0.0487364620938628,0.0126353790613718,0.0036101083032491,0.00180505415162455,0,0.0162454873646209,0.0415162454873646,0.00902527075812274,0.01985559566787,0,0,0.0036101083032491,0.0415162454873646,0.00902527075812274,0.0036101083032491,0.0216606498194946,0,0,0.00180505415162455,0.00902527075812274,0.15884476534296,0.0469314079422383,0.00180505415162455,0.0072202166064982,0,0.00180505415162455,0.00180505415162455,0,0.0072202166064982,0.00541516245487365,0,0.00902527075812274,0,0,0.00180505415162455,0.00180505415162455,0,0.00180505415162455,0,0.00180505415162455,0,0,0.00180505415162455,0,0,0,0.00180505415162455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3544,0,0.00666666666666667,0.00666666666666667,0,0.366666666666667,0.025,0.035,0.0266666666666667,0.00166666666666667,0.00333333333333333,0.00166666666666667,0.015,0.128333333333333,0.00666666666666667,0.02,0,0,0.01,0.00333333333333333,0.005,0.005,0.02,0,0.005,0.005,0.0333333333333333,0.156666666666667,0.0233333333333333,0.00666666666666667,0.00666666666666667,0.00166666666666667,0,0.00333333333333333,0.00166666666666667,0.005,0.00166666666666667,0,0.0466666666666667,0.01,0,0.00166666666666667,0,0,0.00166666666666667,0,0,0,0,0,0,0,0,0,0.00166666666666667,0.00166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3766,0.002,0.022,0.006,0.002,0.474,0.012,0.014,0.018,0.004,0.012,0,0.012,0.05,0.002,0.022,0,0.002,0.008,0.004,0.004,0.008,0.02,0.002,0,0.002,0,0.23,0.002,0.004,0.004,0,0,0.006,0,0.02,0.004,0,0.012,0,0,0.002,0,0.002,0.004,0,0,0,0,0.002,0,0.004,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,3922,0.00159744408945687,0.0191693290734824,0.00479233226837061,0.00159744408945687,0.42332268370607,0.012779552715655,0.0511182108626198,0.0143769968051118,0.00638977635782748,0.00479233226837061,0,0.0111821086261981,0.0623003194888179,0.00638977635782748,0.0271565495207668,0,0.00159744408945687,0.00638977635782748,0.0191693290734824,0.00638977635782748,0.00159744408945687,0.0287539936102236,0.00479233226837061,0.00159744408945687,0.00638977635782748,0.0111821086261981,0.198083067092652,0.0223642172523962,0.00159744408945687,0.00159744408945687,0,0,0.00319488817891374,0.00159744408945687,0.00319488817891374,0.00159744408945687,0.00159744408945687,0.023961661341853,0,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,4100,0,0.0212765957446809,0,0,0.516441005802708,0.00773694390715667,0.0328820116054159,0.011605415860735,0.00386847195357834,0.00967117988394584,0,0.00967117988394584,0.0425531914893617,0.00580270793036751,0.0309477756286267,0,0.00193423597678917,0.00386847195357834,0.0135396518375242,0,0.00773694390715667,0.0290135396518375,0.00193423597678917,0,0,0,0.160541586073501,0.0212765957446809,0.00386847195357834,0.00773694390715667,0,0,0.00773694390715667,0.00580270793036751,0.00773694390715667,0,0,0.0174081237911025,0,0,0.00193423597678917,0.00193423597678917,0,0.00193423597678917,0,0.00386847195357834,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0.00386847195357834,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,4250,0,0.0118811881188119,0.00198019801980198,0,0.356435643564356,0.0217821782178218,0.0554455445544554,0.0158415841584158,0.00396039603960396,0.00396039603960396,0,0.0118811881188119,0.128712871287129,0,0.0455445544554455,0,0.00198019801980198,0.0118811881188119,0.00792079207920792,0.00396039603960396,0.00198019801980198,0.0178217821782178,0,0.00792079207920792,0.00396039603960396,0.0316831683168317,0.158415841584158,0.0257425742574257,0.00198019801980198,0.0099009900990099,0.00198019801980198,0,0.00198019801980198,0,0.00594059405940594,0,0,0.0336633663366337,0.00594059405940594,0,0,0,0,0,0,0,0,0.00198019801980198,0.00396039603960396,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,4405,0,0.0158730158730159,0.00317460317460317,0,0.544444444444444,0.0142857142857143,0.0507936507936508,0.0238095238095238,0.00158730158730159,0.00476190476190476,0,0.00158730158730159,0.0349206349206349,0,0.0222222222222222,0,0,0.00634920634920635,0.0253968253968254,0.00793650793650794,0.00634920634920635,0.0349206349206349,0,0,0,0.0174603174603175,0.115873015873016,0.0142857142857143,0,0.00317460317460317,0.00317460317460317,0,0.00476190476190476,0,0.00793650793650794,0,0,0.0333333333333333,0,0.00158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,4600,0.00244498777506112,0.0146699266503667,0.00244498777506112,0.00244498777506112,0.432762836185819,0.00733496332518337,0.0293398533007335,0.00244498777506112,0.00488997555012225,0,0,0.0097799511002445,0.163814180929095,0.00733496332518337,0.0317848410757946,0,0.00244498777506112,0.00733496332518337,0,0.00488997555012225,0.0122249388753056,0.00733496332518337,0,0.00244498777506112,0,0.0293398533007335,0.132029339853301,0.00733496332518337,0.00733496332518337,0.00733496332518337,0,0.00244498777506112,0.00488997555012225,0.00244498777506112,0.00244498777506112,0,0,0.0537897310513447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,4794,0.00252525252525253,0.0303030303030303,0.00757575757575758,0.00505050505050505,0.436868686868687,0.0101010101010101,0.0303030303030303,0.0151515151515152,0.00252525252525253,0,0,0.00757575757575758,0.108585858585859,0,0.0505050505050505,0,0,0.0176767676767677,0.00252525252525253,0,0.00757575757575758,0.0126262626262626,0,0.00252525252525253,0.0101010101010101,0.0429292929292929,0.126262626262626,0.0277777777777778,0.00252525252525253,0.00252525252525253,0,0,0.00252525252525253,0,0.00505050505050505,0,0.00505050505050505,0.0101010101010101,0.0126262626262626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,4930,0,0.0193548387096774,0.010752688172043,0,0.488172043010753,0.021505376344086,0.0279569892473118,0.0021505376344086,0.0064516129032258,0.0043010752688172,0,0.0172043010752688,0.10752688172043,0,0.032258064516129,0,0,0.0172043010752688,0.0021505376344086,0.0043010752688172,0.0021505376344086,0.010752688172043,0,0,0.0021505376344086,0.0473118279569892,0.116129032258065,0.00860215053763441,0.0021505376344086,0.0064516129032258,0,0.0021505376344086,0.0043010752688172,0,0.0021505376344086,0,0,0.0129032258064516,0.0064516129032258,0,0,0,0,0.0021505376344086,0,0.0064516129032258,0.0021505376344086,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,5086,0,0.0193164933135215,0.00445765230312036,0,0.600297176820208,0.0074294205052006,0.0237741456166419,0.0133729569093611,0.00297176820208024,0.0074294205052006,0.00148588410104012,0.00594353640416048,0.0341753343239227,0.00148588410104012,0.0282317979197623,0,0.00445765230312036,0.00594353640416048,0.0178306092124814,0.00445765230312036,0.00594353640416048,0.011887072808321,0,0.00148588410104012,0,0.00148588410104012,0.157503714710253,0.0163447251114413,0.00148588410104012,0.00148588410104012,0,0,0.0074294205052006,0.00148588410104012,0,0,0.00148588410104012,0,0,0,0,0,0,0.00148588410104012,0,0.00297176820208024,0,0,0.00148588410104012,0,0,0,0,0,0,0,0.00148588410104012,0,0,0,0,0.00148588410104012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,5222,0,0.0360721442885772,0.00601202404809619,0.00400801603206413,0.49498997995992,0.00200400801603206,0.0140280561122244,0.00801603206412826,0.00601202404809619,0.00601202404809619,0,0.00801603206412826,0.0501002004008016,0.00601202404809619,0.0380761523046092,0,0,0.0100200400801603,0.00400801603206413,0.0100200400801603,0.00400801603206413,0.0120240480961924,0.00200400801603206,0,0.0140280561122244,0.00601202404809619,0.224448897795591,0.0160320641282565,0,0,0,0,0.00400801603206413,0.00200400801603206,0.0100200400801603,0,0,0,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,5378,0.00143061516452074,0.0171673819742489,0.0171673819742489,0.00143061516452074,0.389127324749642,0.0100143061516452,0.0143061516452074,0.00572246065808298,0.00286123032904149,0.00429184549356223,0,0.00858369098712446,0.0386266094420601,0.00429184549356223,0.0314735336194564,0,0.00143061516452074,0.0157367668097282,0.00429184549356223,0.00143061516452074,0.00143061516452074,0.00429184549356223,0.00286123032904149,0,0.00715307582260372,0.0271816881258941,0.158798283261803,0.198855507868383,0,0,0.00143061516452074,0.00286123032904149,0.00715307582260372,0.00143061516452074,0.00572246065808298,0.00286123032904149,0.00429184549356223,0,0,0,0,0,0,0,0,0.00143061516452074,0,0,0,0,0.00286123032904149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,5572,0.00157232704402516,0.0361635220125786,0.00786163522012579,0.00471698113207547,0.383647798742138,0.00943396226415094,0.0157232704402516,0.00786163522012579,0.00471698113207547,0.00471698113207547,0,0.00314465408805031,0.0361635220125786,0.00314465408805031,0.0251572327044025,0,0.00157232704402516,0.0125786163522013,0,0.00314465408805031,0.00157232704402516,0.0110062893081761,0,0,0.00471698113207547,0.00471698113207547,0.150943396226415,0.229559748427673,0.00157232704402516,0,0,0.00786163522012579,0.00471698113207547,0.00157232704402516,0.0172955974842767,0,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,5767,0.00211416490486258,0.0274841437632135,0.00422832980972516,0,0.369978858350951,0.0147991543340381,0.0211416490486258,0.00845665961945032,0.00211416490486258,0.00211416490486258,0,0.00634249471458774,0.0570824524312896,0.00422832980972516,0.0147991543340381,0,0,0.0274841437632135,0.00422832980972516,0.00422832980972516,0.00634249471458774,0.0274841437632135,0.00211416490486258,0.00211416490486258,0,0.0190274841437632,0.162790697674419,0.192389006342495,0.00211416490486258,0.00211416490486258,0,0,0,0.00211416490486258,0.00211416490486258,0,0,0,0,0,0,0,0,0,0,0.00211416490486258,0,0,0.00422832980972516,0,0,0,0,0,0,0,0.00211416490486258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,5903,0,0.0290556900726392,0.0169491525423729,0.00484261501210654,0.368038740920097,0.0145278450363196,0.0121065375302663,0.00726392251815981,0,0.00242130750605327,0,0.00726392251815981,0.145278450363196,0,0.0290556900726392,0,0,0.00968523002421308,0.00242130750605327,0.00726392251815981,0.00726392251815981,0.0193704600484262,0,0.00242130750605327,0,0.0193704600484262,0.121065375302663,0.130750605326877,0.00242130750605327,0.00484261501210654,0,0.00242130750605327,0.00242130750605327,0.00242130750605327,0.00242130750605327,0.00484261501210654,0.00242130750605327,0.00484261501210654,0,0,0,0,0,0.00242130750605327,0,0.00726392251815981,0,0,0,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,6059,0.00171232876712329,0.0273972602739726,0,0.00171232876712329,0.294520547945205,0.00856164383561644,0.0308219178082192,0.0136986301369863,0,0.00513698630136986,0,0.0171232876712329,0.0496575342465753,0.00684931506849315,0.0188356164383562,0,0,0.00856164383561644,0.00513698630136986,0.00684931506849315,0.00171232876712329,0.00342465753424658,0.00171232876712329,0,0.00171232876712329,0.011986301369863,0.284246575342466,0.167808219178082,0.00171232876712329,0,0.00171232876712329,0,0,0.00171232876712329,0.00684931506849315,0,0.00684931506849315,0.00171232876712329,0,0,0,0.00171232876712329,0,0,0,0.00513698630136986,0,0,0.00171232876712329,0,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,6195,0,0.0458860759493671,0.00632911392405063,0.00158227848101266,0.378164556962025,0.0158227848101266,0.00632911392405063,0.0110759493670886,0.00474683544303797,0.00316455696202532,0,0.00949367088607595,0.0822784810126582,0.00316455696202532,0.0268987341772152,0,0.00158227848101266,0.0158227848101266,0.00158227848101266,0.00632911392405063,0.00632911392405063,0.00158227848101266,0,0,0.0079113924050633,0.00632911392405063,0.286392405063291,0.055379746835443,0.00158227848101266,0.00158227848101266,0,0.00158227848101266,0.00316455696202532,0.00316455696202532,0.00158227848101266,0,0.00158227848101266,0,0,0,0,0,0,0,0,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,6350,0.00152671755725191,0.0290076335877863,0.0152671755725191,0.00305343511450382,0.358778625954198,0.00610687022900763,0.00763358778625954,0.0122137404580153,0.00458015267175573,0.00305343511450382,0.00152671755725191,0.00458015267175573,0.083969465648855,0,0.0290076335877863,0,0,0.0183206106870229,0.00458015267175573,0.00458015267175573,0.00152671755725191,0.0198473282442748,0,0.00305343511450382,0.0122137404580153,0.0427480916030534,0.145038167938931,0.149618320610687,0.00458015267175573,0,0,0,0.00152671755725191,0.00152671755725191,0.016793893129771,0.00152671755725191,0,0.00610687022900763,0,0,0,0,0.00152671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458015267175573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,6710,0,0.0141592920353982,0.0123893805309735,0,0.392920353982301,0.0106194690265487,0.0106194690265487,0.0123893805309735,0,0.00176991150442478,0,0.015929203539823,0.0530973451327434,0,0.0460176991150442,0,0,0.015929203539823,0.00707964601769911,0.00353982300884956,0.00530973451327434,0.00707964601769911,0.00176991150442478,0.00353982300884956,0.00707964601769911,0.0141592920353982,0.279646017699115,0.0442477876106195,0.00530973451327434,0.00176991150442478,0,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.0106194690265487,0.00353982300884956,0.00176991150442478,0,0,0,0,0,0,0,0,0.00530973451327434,0,0,0.00530973451327434,0,0,0,0,0,0,0,0.00176991150442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,7069,0,0.0168269230769231,0.00240384615384615,0,0.228365384615385,0.0144230769230769,0.0288461538461538,0.00721153846153846,0.00240384615384615,0.00240384615384615,0.00240384615384615,0.00961538461538462,0.0673076923076923,0.00240384615384615,0.0504807692307692,0,0,0.00480769230769231,0,0.00240384615384615,0.0120192307692308,0.0192307692307692,0,0.00240384615384615,0.00721153846153846,0.0673076923076923,0.377403846153846,0.0360576923076923,0.00480769230769231,0.00240384615384615,0,0,0.00240384615384615,0.00240384615384615,0.0192307692307692,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,7321,0.00175131348511384,0.031523642732049,0.010507880910683,0,0.229422066549912,0.010507880910683,0.010507880910683,0.0175131348511384,0,0,0,0.0140105078809107,0.0928196147110333,0.0175131348511384,0.0595446584938704,0,0,0.0245183887915937,0,0,0.010507880910683,0.0140105078809107,0.00175131348511384,0.010507880910683,0.00875656742556918,0.0192644483362522,0.348511383537653,0.0175131348511384,0.00700525394045534,0,0.00175131348511384,0.00175131348511384,0,0,0.0122591943957968,0,0.00175131348511384,0.0192644483362522,0,0,0,0,0,0,0,0,0,0,0.00175131348511384,0,0.00175131348511384,0,0,0,0,0,0,0,0,0,0,0,0.00175131348511384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
