"sample.depths","sample.ages","Acer.saccharum.type","Acer.saccharinum.type","Acer.undiff.","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Carya","Celtis","Amaranthaceae.undiff.","Pinaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juglans","Populus","Poaceae","Abies","Cephalanthus","Tsuga","Myricaceae","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Vitis","Galium","Pinus.subg..Pinus","Rumex","Tilia","Urtica.type","Fabaceae","Iva","Larix","Thalictrum","Cornus","Liquidambar","Sarcobatus.vermiculatus","Rosaceae","Shepherdia","Acer.spicatum"
294,3144,0.0267558528428094,0,0,0.0735785953177258,0.0167224080267559,0,0.103678929765886,0.00668896321070234,0,0,0,0.00334448160535117,0.0100334448160535,0.0234113712374582,0.040133779264214,0.0133779264214047,0.020066889632107,0.0602006688963211,0.0434782608695652,0,0.0301003344481605,0.100334448160535,0.00668896321070234,0.294314381270903,0.0167224080267559,0.00334448160535117,0.0434782608695652,0.00334448160535117,0.00334448160535117,0.0100334448160535,0,0,0.0133779264214047,0,0,0,0,0.00334448160535117,0,0.0234113712374582,0,0,0,0,0,0.00668896321070234,0,0,0,0,0,0,0
314,3348,0.0404984423676012,0,0,0.0560747663551402,0.00311526479750779,0,0.102803738317757,0.00934579439252336,0,0,0,0.00311526479750779,0.00934579439252336,0.0249221183800623,0.0747663551401869,0.0311526479750779,0.0186915887850467,0.0809968847352025,0.0467289719626168,0,0.043613707165109,0.0654205607476635,0.00934579439252336,0.261682242990654,0.00934579439252336,0.00623052959501558,0.0529595015576324,0.00623052959501558,0.00311526479750779,0.0155763239875389,0,0,0.00311526479750779,0.00311526479750779,0.00311526479750779,0,0,0,0,0.00934579439252336,0,0,0,0,0,0.00623052959501558,0,0,0,0,0,0,0
334,3567,0.0318471337579618,0.00318471337579618,0.00636942675159236,0.0764331210191083,0.0127388535031847,0.00636942675159236,0.0987261146496815,0.0222929936305732,0,0,0,0,0.00318471337579618,0.0254777070063694,0.101910828025478,0.0254777070063694,0,0.0700636942675159,0.035031847133758,0,0,0.0987261146496815,0.00955414012738853,0.273885350318471,0.00636942675159236,0,0.0414012738853503,0.00318471337579618,0.00955414012738853,0.00955414012738853,0,0,0.0127388535031847,0.00318471337579618,0,0,0,0,0,0,0,0.00636942675159236,0,0,0,0.00636942675159236,0,0,0,0,0,0,0
374,4006,0.0193548387096774,0,0,0.0483870967741935,0.00967741935483871,0.0032258064516129,0.064516129032258,0.00967741935483871,0,0.0129032258064516,0,0,0,0.0225806451612903,0.0451612903225806,0.0290322580645161,0.00967741935483871,0.0451612903225806,0.032258064516129,0.0064516129032258,0,0.138709677419355,0.00967741935483871,0.396774193548387,0,0.0129032258064516,0.0419354838709677,0,0.00967741935483871,0.0064516129032258,0,0,0.00967741935483871,0.0064516129032258,0.0032258064516129,0,0,0,0,0,0,0.0032258064516129,0,0,0,0.0032258064516129,0,0,0,0,0,0,0
394,4226,0.0128617363344051,0,0.00321543408360129,0.0578778135048231,0.00643086816720257,0.00321543408360129,0.0964630225080386,0.00321543408360129,0,0.00643086816720257,0.00321543408360129,0,0.00321543408360129,0.0385852090032154,0.0482315112540193,0.0257234726688103,0.00964630225080386,0.0482315112540193,0.0643086816720257,0.00643086816720257,0,0.112540192926045,0.00321543408360129,0.331189710610932,0.00321543408360129,0.00964630225080386,0.0385852090032154,0.0160771704180064,0.00643086816720257,0.0192926045016077,0,0,0,0.00643086816720257,0.00321543408360129,0,0,0,0,0,0,0.00964630225080386,0,0,0,0.00321543408360129,0,0,0,0,0,0,0
414,4446,0.00321543408360129,0,0,0.0160771704180064,0.00643086816720257,0.00321543408360129,0.109324758842444,0.00321543408360129,0.00321543408360129,0,0,0.00643086816720257,0.0128617363344051,0.0160771704180064,0.0353697749196141,0.0128617363344051,0.00964630225080386,0.0546623794212219,0.022508038585209,0,0.0160771704180064,0.0771704180064309,0.00964630225080386,0.456591639871383,0,0.00964630225080386,0.022508038585209,0.00321543408360129,0.00964630225080386,0.022508038585209,0,0,0,0,0.00321543408360129,0.0128617363344051,0.00321543408360129,0,0,0.0257234726688103,0,0.00643086816720257,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0,0
434,4666,0.0153374233128834,0,0,0.0644171779141104,0.00306748466257669,0.00306748466257669,0.0736196319018405,0.00306748466257669,0,0,0,0,0.0214723926380368,0.0276073619631902,0.0306748466257669,0.0429447852760736,0.00306748466257669,0.0521472392638037,0.0337423312883436,0,0.0306748466257669,0.0644171779141104,0.00306748466257669,0.352760736196319,0.00920245398773006,0.00613496932515337,0.0552147239263804,0,0,0.0276073619631902,0,0,0.00613496932515337,0,0,0.0644171779141104,0,0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0
454,4886,0.0129449838187702,0,0,0.00323624595469256,0.00647249190938511,0.00323624595469256,0.080906148867314,0,0,0,0,0.029126213592233,0.0226537216828479,0.0388349514563107,0.0453074433656958,0.029126213592233,0.0161812297734628,0.0647249190938511,0.029126213592233,0,0,0.155339805825243,0,0.343042071197411,0.00647249190938511,0.00647249190938511,0.0517799352750809,0.0161812297734628,0.00323624595469256,0.0161812297734628,0.00970873786407767,0,0,0,0,0,0,0.00323624595469256,0,0,0,0.00323624595469256,0,0,0,0.00323624595469256,0,0,0,0,0,0,0
474,5106,0.0188087774294671,0.00313479623824451,0.0156739811912226,0.00313479623824451,0.0125391849529781,0.00626959247648903,0.0595611285266458,0.00940438871473354,0,0.00313479623824451,0,0.0156739811912226,0.00313479623824451,0.0188087774294671,0.0815047021943574,0.0250783699059561,0.0282131661442006,0.0783699059561129,0.0689655172413793,0.00313479623824451,0,0.150470219435737,0.00626959247648903,0.244514106583072,0,0.00313479623824451,0.0689655172413793,0.00626959247648903,0.00626959247648903,0.0188087774294671,0,0,0,0,0.00626959247648903,0,0,0,0,0,0,0.0219435736677116,0,0,0,0.00940438871473354,0,0,0.00313479623824451,0,0,0,0
484,5216,0.0191082802547771,0,0.00318471337579618,0.0127388535031847,0.00955414012738853,0.00636942675159236,0.0286624203821656,0.0222929936305732,0,0.00318471337579618,0,0,0,0.00955414012738853,0.0286624203821656,0.0222929936305732,0.00318471337579618,0.0445859872611465,0.0191082802547771,0,0.0318471337579618,0.143312101910828,0.00636942675159236,0.480891719745223,0.00318471337579618,0.00318471337579618,0.0509554140127389,0.0127388535031847,0,0.0127388535031847,0,0,0.00318471337579618,0,0,0.0127388535031847,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0
494,5326,0.0126582278481013,0,0.00949367088607595,0.00316455696202532,0.0158227848101266,0,0.00949367088607595,0.0158227848101266,0,0,0,0.00632911392405063,0,0.0158227848101266,0.0316455696202532,0.0316455696202532,0.00949367088607595,0.0727848101265823,0.0253164556962025,0,0,0.19620253164557,0.00316455696202532,0.439873417721519,0.00632911392405063,0.00316455696202532,0.0569620253164557,0.00949367088607595,0,0.0158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632911392405063,0.00316455696202532,0,0,0,0,0,0
504,5436,0.019047619047619,0,0,0.00952380952380952,0.0158730158730159,0.00317460317460317,0.0476190476190476,0.00952380952380952,0,0,0,0,0.00634920634920635,0.0126984126984127,0.019047619047619,0.019047619047619,0,0.0634920634920635,0.073015873015873,0.00317460317460317,0.0222222222222222,0.0666666666666667,0.00634920634920635,0.419047619047619,0.00634920634920635,0.00634920634920635,0.0984126984126984,0.0222222222222222,0,0.0253968253968254,0,0,0,0,0,0.00952380952380952,0,0,0,0.00634920634920635,0,0.00634920634920635,0,0,0,0.00317460317460317,0,0,0,0,0,0,0
514,5546,0.0290322580645161,0,0.0032258064516129,0.0161290322580645,0.00967741935483871,0.0032258064516129,0.0354838709677419,0.0129032258064516,0,0.0064516129032258,0,0,0.0064516129032258,0.0193548387096774,0.0161290322580645,0.0225806451612903,0.0225806451612903,0.0516129032258065,0.0483870967741935,0,0.0387096774193548,0.0387096774193548,0.0129032258064516,0.429032258064516,0.0129032258064516,0,0.0774193548387097,0.0129032258064516,0.0032258064516129,0.0354838709677419,0,0,0.0032258064516129,0.0032258064516129,0.0032258064516129,0,0,0.0032258064516129,0,0.00967741935483871,0,0.0064516129032258,0,0,0,0.0032258064516129,0,0,0.0032258064516129,0,0,0,0
523,5737,0.0348101265822785,0.00316455696202532,0.00316455696202532,0.0126582278481013,0.0189873417721519,0.00632911392405063,0.0284810126582278,0,0,0,0,0.00316455696202532,0.00632911392405063,0.0126582278481013,0.0126582278481013,0.0189873417721519,0.0126582278481013,0.0443037974683544,0.0664556962025316,0,0.0253164556962025,0.069620253164557,0.00316455696202532,0.386075949367089,0.00316455696202532,0,0.139240506329114,0.0221518987341772,0.00316455696202532,0.00632911392405063,0,0,0.00632911392405063,0,0,0.00949367088607595,0.00316455696202532,0,0,0.0284810126582278,0,0.00949367088607595,0,0,0,0,0,0,0,0,0,0,0
534,6366,0.00946372239747634,0,0.0126182965299685,0.0126182965299685,0.0315457413249211,0.0157728706624606,0.028391167192429,0.0126182965299685,0,0.00630914826498423,0,0,0.00315457413249211,0.00630914826498423,0.00630914826498423,0.0157728706624606,0.00946372239747634,0.056782334384858,0.0441640378548896,0,0,0.0914826498422713,0,0.504731861198738,0,0,0.0883280757097792,0.00946372239747634,0.00630914826498423,0.0157728706624606,0,0,0.00630914826498423,0,0,0,0,0,0,0,0,0.00630914826498423,0,0,0,0,0,0,0,0,0,0,0
540,6709,0.0305555555555556,0.00277777777777778,0,0.00833333333333333,0.025,0.0111111111111111,0.0111111111111111,0.0111111111111111,0,0.00833333333333333,0,0.00833333333333333,0.0277777777777778,0.0111111111111111,0.00555555555555556,0.0222222222222222,0.0416666666666667,0.0694444444444444,0.0916666666666667,0,0.0638888888888889,0.0444444444444444,0.00555555555555556,0.355555555555556,0.00277777777777778,0,0.0833333333333333,0.00833333333333333,0,0.0111111111111111,0,0,0,0,0,0.00833333333333333,0,0,0,0.0111111111111111,0,0.0138888888888889,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0
544,6938,0.0286624203821656,0,0.00318471337579618,0.00955414012738853,0.0254777070063694,0.00636942675159236,0.0159235668789809,0.00955414012738853,0,0.0127388535031847,0,0.00636942675159236,0.00636942675159236,0.0127388535031847,0.00318471337579618,0.0127388535031847,0.0127388535031847,0.0318471337579618,0.0764331210191083,0,0.0222929936305732,0.0509554140127389,0.00636942675159236,0.429936305732484,0.00636942675159236,0,0.133757961783439,0.0191082802547771,0,0.0191082802547771,0,0,0,0,0,0.00955414012738853,0,0,0,0.0191082802547771,0,0.00636942675159236,0,0,0.00318471337579618,0,0,0,0,0,0,0,0
550,7296,0.0609756097560976,0,0,0.0121951219512195,0.0121951219512195,0.0121951219512195,0.0213414634146341,0.00914634146341463,0,0,0,0.00304878048780488,0.0152439024390244,0.00914634146341463,0.00914634146341463,0.00914634146341463,0.0121951219512195,0.0396341463414634,0.0853658536585366,0,0.0426829268292683,0.0426829268292683,0.0121951219512195,0.307926829268293,0.00304878048780488,0.00609756097560976,0.210365853658537,0.0121951219512195,0,0.00914634146341463,0,0,0,0,0,0.0121951219512195,0,0,0,0.00914634146341463,0,0.0182926829268293,0,0,0,0.00304878048780488,0,0,0,0,0,0,0
554,7587,0.0398671096345515,0,0,0.0199335548172757,0.0166112956810631,0.00664451827242525,0.0166112956810631,0.0299003322259136,0,0,0,0.00332225913621262,0.00332225913621262,0.0132890365448505,0.0166112956810631,0.0332225913621262,0.0199335548172757,0.0664451827242525,0.0730897009966777,0.00664451827242525,0,0,0.00996677740863787,0.448504983388704,0.00332225913621262,0,0.136212624584718,0.0132890365448505,0.00664451827242525,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0.0132890365448505,0,0,0,0,0,0,0,0,0,0,0
557,7805,0.0764331210191083,0,0,0.00636942675159236,0.00636942675159236,0,0.0127388535031847,0.035031847133758,0.00318471337579618,0.00636942675159236,0,0.00318471337579618,0.00955414012738853,0.00955414012738853,0.00636942675159236,0,0.00955414012738853,0.0222929936305732,0.14968152866242,0,0.0159235668789809,0.0605095541401274,0.0127388535031847,0.35031847133758,0.00318471337579618,0,0.146496815286624,0.0159235668789809,0.00318471337579618,0.00955414012738853,0,0,0,0,0,0.00636942675159236,0,0.00318471337579618,0,0.00636942675159236,0,0.00955414012738853,0,0,0,0,0,0,0,0,0,0,0
559,7950,0.0313479623824451,0,0,0.00313479623824451,0,0,0.0188087774294671,0.0188087774294671,0,0.00626959247648903,0.00313479623824451,0.00313479623824451,0.00626959247648903,0,0.00313479623824451,0.0282131661442006,0.0156739811912226,0.0438871473354232,0.0783699059561129,0,0.0156739811912226,0.0219435736677116,0.00313479623824451,0.476489028213166,0,0,0.178683385579937,0.00313479623824451,0.00313479623824451,0,0,0,0,0,0.00313479623824451,0.00313479623824451,0,0.00313479623824451,0,0.00940438871473354,0,0.0188087774294671,0,0,0,0,0,0,0,0,0,0,0
564,8313,0.0268817204301075,0.00268817204301075,0,0.00537634408602151,0.010752688172043,0.00806451612903226,0.00806451612903226,0.0161290322580645,0.00268817204301075,0.00806451612903226,0,0.00806451612903226,0.00537634408602151,0.0134408602150538,0.00268817204301075,0.0134408602150538,0.00537634408602151,0.0349462365591398,0.18010752688172,0.00268817204301075,0.0456989247311828,0.115591397849462,0.00806451612903226,0.252688172043011,0.00537634408602151,0,0.147849462365591,0.0241935483870968,0,0.00806451612903226,0.00268817204301075,0,0,0.00268817204301075,0,0.00537634408602151,0,0.00268817204301075,0,0.0134408602150538,0,0.00806451612903226,0,0,0.00268817204301075,0,0,0,0,0,0,0,0
569,8676,0.0467289719626168,0,0,0.00311526479750779,0.00623052959501558,0,0.043613707165109,0.0155763239875389,0,0.0124610591900312,0,0.00311526479750779,0.0155763239875389,0.00934579439252336,0.00311526479750779,0.00934579439252336,0,0.0155763239875389,0.183800623052959,0,0.0654205607476635,0.0809968847352025,0.0124610591900312,0.330218068535826,0.00311526479750779,0.00311526479750779,0.11214953271028,0,0.00311526479750779,0.00934579439252336,0,0,0,0,0,0.00311526479750779,0,0,0,0.00623052959501558,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0
574,9040,0.00958466453674121,0,0.0159744408945687,0.0159744408945687,0.0159744408945687,0.00958466453674121,0.0191693290734824,0.00958466453674121,0.00319488817891374,0.0159744408945687,0,0.00319488817891374,0.012779552715655,0.0191693290734824,0,0.0223642172523962,0.00319488817891374,0.0511182108626198,0.10223642172524,0,0,0.172523961661342,0.00958466453674121,0.348242811501597,0.00319488817891374,0.00319488817891374,0.0926517571884984,0.00638977635782748,0.00638977635782748,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0.012779552715655,0.00319488817891374,0,0,0.00958466453674121,0,0,0,0,0,0,0
579,9403,0.045045045045045,0.006006006006006,0,0.012012012012012,0.015015015015015,0.009009009009009,0.036036036036036,0.003003003003003,0,0.009009009009009,0.003003003003003,0.006006006006006,0.036036036036036,0.018018018018018,0,0.015015015015015,0.006006006006006,0.033033033033033,0.0840840840840841,0,0.051051051051051,0.147147147147147,0,0.282282282282282,0.009009009009009,0,0.114114114114114,0.009009009009009,0.006006006006006,0.027027027027027,0,0,0,0,0,0.012012012012012,0,0,0,0,0,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0
584,9766,0.0303951367781155,0.00303951367781155,0,0,0.0060790273556231,0.00911854103343465,0.0516717325227964,0.0151975683890578,0,0.0060790273556231,0.00303951367781155,0.00303951367781155,0.0243161094224924,0.0060790273556231,0,0.0243161094224924,0.00911854103343465,0.0455927051671733,0.0820668693009119,0,0.139817629179331,0.124620060790274,0.00303951367781155,0.261398176291793,0,0,0.0668693009118541,0,0.0060790273556231,0.00303951367781155,0,0,0,0,0.0060790273556231,0,0,0,0,0.0577507598784195,0,0.00911854103343465,0,0,0,0.00303951367781155,0,0,0,0,0,0,0
589,10129,0.0307692307692308,0,0,0.00923076923076923,0.00307692307692308,0,0.0830769230769231,0.00923076923076923,0,0.00307692307692308,0,0,0.00923076923076923,0.0123076923076923,0,0.0184615384615385,0.00923076923076923,0.0646153846153846,0.12,0,0.0461538461538462,0.169230769230769,0.00615384615384615,0.261538461538462,0.00307692307692308,0.00615384615384615,0.0707692307692308,0.00307692307692308,0.0153846153846154,0.00307692307692308,0,0,0,0.00307692307692308,0.00307692307692308,0.00615384615384615,0.00307692307692308,0,0,0.0153846153846154,0,0.00923076923076923,0,0,0,0.00307692307692308,0,0,0,0,0,0,0
594,10492,0.0193548387096774,0,0.0032258064516129,0.0064516129032258,0.0161290322580645,0.00967741935483871,0.0419354838709677,0.0064516129032258,0,0.00967741935483871,0,0,0.0064516129032258,0.0064516129032258,0,0.0129032258064516,0.00967741935483871,0.0483870967741935,0.0741935483870968,0,0,0.32258064516129,0.0064516129032258,0.274193548387097,0.0064516129032258,0.0032258064516129,0.0806451612903226,0,0.0032258064516129,0.00967741935483871,0,0,0,0.00967741935483871,0,0,0,0.0032258064516129,0,0,0,0.00967741935483871,0,0,0,0,0,0,0,0,0,0,0
599,10856,0.00641025641025641,0,0,0.00641025641025641,0.0128205128205128,0.00961538461538462,0.0608974358974359,0.0128205128205128,0,0.00320512820512821,0,0,0.016025641025641,0.0128205128205128,0,0.00961538461538462,0.00961538461538462,0.032051282051282,0.102564102564103,0.00320512820512821,0.128205128205128,0.205128205128205,0.016025641025641,0.224358974358974,0.00961538461538462,0.00320512820512821,0.0576923076923077,0.00320512820512821,0.00641025641025641,0.00961538461538462,0.00320512820512821,0,0,0,0.00320512820512821,0.00641025641025641,0,0,0.00320512820512821,0.00961538461538462,0,0.00641025641025641,0,0,0,0.00641025641025641,0,0,0,0,0,0,0
604,11028,0.0237388724035608,0,0,0.0118694362017804,0.0118694362017804,0.00593471810089021,0.0890207715133531,0.00593471810089021,0,0.0029673590504451,0.0029673590504451,0.0029673590504451,0.0237388724035608,0.00593471810089021,0,0.0178041543026706,0.0118694362017804,0.0474777448071217,0.0741839762611276,0.00890207715133531,0.106824925816024,0.148367952522255,0.0029673590504451,0.219584569732938,0.0118694362017804,0.0029673590504451,0.0682492581602374,0.00593471810089021,0.0148367952522255,0.00890207715133531,0,0,0,0,0.0029673590504451,0.0118694362017804,0,0,0,0.0356083086053412,0,0.0118694362017804,0,0,0,0,0,0,0,0,0,0,0
609,11200,0.00643086816720257,0,0,0,0.00321543408360129,0.00321543408360129,0.0578778135048231,0.00964630225080386,0,0.00964630225080386,0.00643086816720257,0,0.00321543408360129,0.0160771704180064,0,0.0128617363344051,0.00643086816720257,0.045016077170418,0.0771704180064309,0.00964630225080386,0.0836012861736334,0.266881028938907,0.00964630225080386,0.144694533762058,0,0,0.12540192926045,0.00643086816720257,0.0160771704180064,0.00321543408360129,0.00321543408360129,0,0,0,0,0,0,0,0.00321543408360129,0.0610932475884244,0,0.00643086816720257,0,0,0,0.00321543408360129,0,0,0,0,0,0,0
614,11372,0.0123456790123457,0,0,0.0123456790123457,0.00617283950617284,0.00925925925925926,0.108024691358025,0.00925925925925926,0,0,0.00308641975308642,0,0.00617283950617284,0.00308641975308642,0,0.0154320987654321,0.00308641975308642,0.0246913580246914,0.0216049382716049,0.00925925925925926,0.0617283950617284,0.231481481481481,0,0.151234567901235,0,0,0.148148148148148,0.00308641975308642,0.00308641975308642,0,0.00308641975308642,0,0,0,0.00308641975308642,0,0,0,0,0.141975308641975,0,0,0,0,0,0.00925925925925926,0,0,0,0,0,0,0
623,11730,0.015015015015015,0,0,0,0.018018018018018,0.006006006006006,0.216216216216216,0.015015015015015,0.003003003003003,0.003003003003003,0,0.012012012012012,0.003003003003003,0.012012012012012,0,0.042042042042042,0.006006006006006,0.066066066066066,0.036036036036036,0.03003003003003,0.03003003003003,0.174174174174174,0.003003003003003,0.126126126126126,0.003003003003003,0.003003003003003,0.0990990990990991,0.003003003003003,0.009009009009009,0.006006006006006,0.012012012012012,0,0,0,0,0,0,0,0,0.042042042042042,0,0,0.003003003003003,0,0,0.003003003003003,0,0,0,0,0,0,0
