"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharinum.type","Ambrosia.type","Artemisia","Betula","Carya","Cupressaceae","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus","Amaranthaceae","Poaceae","Corylus","Fraxinus.nigra.type","Populus","Ilex","Apiaceae","Platanus","Juglans.nigra","Campanulaceae","Asteraceae.subf..Asteroideae.undiff.","Juglans.cinerea","Thalictrum","Ericaceae","Myrica","Galium"
190,10500,0,0,0.00728597449908925,0.00182149362477231,0.00728597449908925,0.00728597449908925,0.00364298724954463,0.00728597449908925,0.00910746812386157,0.00182149362477231,0,0,0.00364298724954463,0.00364298724954463,0.0564663023679417,0.0400728597449909,0.797814207650273,0.0236794171220401,0,0,0.00364298724954463,0.0163934426229508,0.00182149362477231,0,0.00364298724954463,0,0,0,0,0,0.00182149362477231,0,0,0,0.00182149362477231,0,0,0,0
195,11094,0.0172413793103448,0,0,0,0.0123152709359606,0,0.00246305418719212,0,0.00246305418719212,0,0.00246305418719212,0.00492610837438424,0.00492610837438424,0.0123152709359606,0.108374384236453,0.00738916256157635,0.761083743842365,0.0270935960591133,0.00492610837438424,0,0,0.0197044334975369,0.00246305418719212,0.00246305418719212,0.00246305418719212,0,0.00246305418719212,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0
200,11324,0.00462962962962963,0,0.00462962962962963,0.0138888888888889,0.00694444444444444,0.0393518518518519,0,0,0.00462962962962963,0,0,0.00462962962962963,0.0115740740740741,0.0462962962962963,0.0578703703703704,0.00231481481481481,0.710648148148148,0.0416666666666667,0,0,0,0.0324074074074074,0.00462962962962963,0.00462962962962963,0.00694444444444444,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0
205,11553,0.0065359477124183,0,0,0.0065359477124183,0.00435729847494553,0.0261437908496732,0,0,0.0065359477124183,0.00217864923747277,0,0,0.0152505446623094,0.0610021786492375,0.0806100217864924,0.00435729847494553,0.729847494553377,0.0348583877995643,0,0,0,0.0130718954248366,0,0,0.00435729847494553,0.00217864923747277,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0
210,11782,0.00952380952380952,0,0,0,0.00952380952380952,0.00952380952380952,0.0019047619047619,0,0.0019047619047619,0,0,0.00761904761904762,0.00571428571428571,0.0914285714285714,0.156190476190476,0.00952380952380952,0.664761904761905,0.020952380952381,0.0019047619047619,0,0,0.00761904761904762,0,0,0,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0
215,12011,0.0139720558882236,0,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.0139720558882236,0,0.00199600798403194,0.00399201596806387,0,0,0.00199600798403194,0.00998003992015968,0.0698602794411178,0.13373253493014,0.00798403193612774,0.666666666666667,0.0259481037924152,0,0.00199600798403194,0,0.00998003992015968,0.00399201596806387,0.00199600798403194,0.00399201596806387,0,0.00399201596806387,0.00199600798403194,0,0,0.00199600798403194,0,0,0.00199600798403194,0,0,0,0,0
220,12240,0.00202839756592292,0,0.00202839756592292,0.0101419878296146,0.0324543610547667,0.00202839756592292,0.00608519269776876,0.0182555780933063,0.0223123732251521,0,0,0.0283975659229209,0.0223123732251521,0.186612576064909,0.158215010141988,0.00405679513184584,0.434077079107505,0.0324543610547667,0.00405679513184584,0.00202839756592292,0,0.0141987829614604,0,0.00405679513184584,0.00811359026369168,0,0.00202839756592292,0.00405679513184584,0,0,0,0,0,0,0,0,0,0,0
225,12470,0.00210526315789474,0,0.00631578947368421,0.00631578947368421,0.0189473684210526,0.0105263157894737,0,0.00631578947368421,0.04,0,0,0.0252631578947368,0.0105263157894737,0.322105263157895,0.109473684210526,0.00421052631578947,0.345263157894737,0.0336842105263158,0.00421052631578947,0,0,0.0210526315789474,0.00210526315789474,0,0.00421052631578947,0,0.0126315789473684,0.00421052631578947,0,0,0,0,0,0.00210526315789474,0.00631578947368421,0,0,0.00210526315789474,0
230,NA,0.00268096514745308,0,0,0.00268096514745308,0.0455764075067024,0.0187667560321716,0,0.00536193029490617,0.0214477211796247,0,0.00268096514745308,0,0.00268096514745308,0.265415549597855,0.131367292225201,0.00268096514745308,0.445040214477212,0.0134048257372654,0.00536193029490617,0,0,0.0268096514745308,0,0,0,0,0,0,0,0,0,0,0,0.00268096514745308,0.00536193029490617,0,0,0,0
235,NA,0.00662251655629139,0,0,0.0132450331125828,0.0176600441501104,0.0132450331125828,0,0.0022075055187638,0,0,0,0.0022075055187638,0.0022075055187638,0.209713024282561,0.169977924944812,0.00662251655629139,0.503311258278146,0.022075055187638,0.0022075055187638,0,0,0.00883002207505519,0,0.0022075055187638,0.00662251655629139,0,0,0.0022075055187638,0,0,0,0,0,0.0022075055187638,0.0022075055187638,0.0022075055187638,0,0,0.0022075055187638
240,NA,0.0098360655737705,0,0,0.019672131147541,0.0327868852459016,0.019672131147541,0,0,0.0459016393442623,0,0,0.00327868852459016,0.00655737704918033,0.186885245901639,0.124590163934426,0.00327868852459016,0.462295081967213,0.0360655737704918,0.0098360655737705,0,0,0.0327868852459016,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0
