"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Acer.spicatum","Ambrosia.type","Artemisia","Betula","Corylus","Cyperaceae","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Juglans.cinerea","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Populus","Poaceae","Plantago","Caryophyllaceae","Castanea","Cupressaceae","Myrica","Carya","Fraxinus.nigra.type","Platanus","Salix","Amaranthaceae","Rosaceae","Pinus.subg..Pinus","Thalictrum","Tilia","Celtis","Ilex","Viburnum","Taxus","Urtica.type","Juglans.nigra","Larix","Rubiaceae","Campanulaceae"
190,3449,0.0308483290488432,0.0205655526992288,0,0,0,0.0102827763496144,0.455012853470437,0.012853470437018,0.0025706940874036,0,0.110539845758355,0.0179948586118252,0.0077120822622108,0.0205655526992288,0.0051413881748072,0.051413881748072,0.0616966580976864,0.089974293059126,0,0.0334190231362468,0.0051413881748072,0.0205655526992288,0.0231362467866324,0,0.0025706940874036,0,0,0,0,0.0051413881748072,0,0.0025706940874036,0.0025706940874036,0.0025706940874036,0,0,0,0,0.0051413881748072,0,0,0,0,0,0,0,0,0
200,4563,0.00934579439252336,0.0218068535825545,0.00934579439252336,0.00311526479750779,0,0,0.510903426791277,0.0186915887850467,0.00311526479750779,0,0.174454828660436,0.00623052959501558,0,0.0218068535825545,0,0.0404984423676012,0.0373831775700935,0.0623052959501558,0,0.0218068535825545,0.00311526479750779,0.0124610591900312,0.00934579439252336,0.00623052959501558,0.00311526479750779,0,0,0.00311526479750779,0,0.00623052959501558,0,0.00623052959501558,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0
210,5008,0.017156862745098,0.00980392156862745,0,0,0,0,0.431372549019608,0.00735294117647059,0.00735294117647059,0,0.100490196078431,0.00735294117647059,0.00735294117647059,0,0.00490196078431373,0.0343137254901961,0.088235294117647,0.0686274509803922,0,0.156862745098039,0.00735294117647059,0.0147058823529412,0.00735294117647059,0.00245098039215686,0.00245098039215686,0,0,0,0,0,0,0.00490196078431373,0.00735294117647059,0.00245098039215686,0,0.00490196078431373,0.00245098039215686,0,0,0,0.00245098039215686,0,0,0,0,0,0,0
225,5674,0.0192307692307692,0.00769230769230769,0,0,0.00576923076923077,0.00769230769230769,0.417307692307692,0.0230769230769231,0.0115384615384615,0,0.0865384615384615,0.00576923076923077,0.00576923076923077,0.0461538461538462,0.00769230769230769,0.0288461538461538,0.0596153846153846,0.0653846153846154,0,0.123076923076923,0.00576923076923077,0.0153846153846154,0.0173076923076923,0.00384615384615385,0.00576923076923077,0,0.00192307692307692,0,0,0.00576923076923077,0.00384615384615385,0.00384615384615385,0,0.00384615384615385,0,0,0,0.00192307692307692,0.00384615384615385,0,0.00192307692307692,0.00384615384615385,0,0,0,0,0,0
240,6341,0.0111731843575419,0.0111731843575419,0.00279329608938547,0,0.00837988826815642,0.00558659217877095,0.424581005586592,0.0111731843575419,0.00558659217877095,0.00558659217877095,0.058659217877095,0.0111731843575419,0.00279329608938547,0.00558659217877095,0.00279329608938547,0.0391061452513966,0.114525139664804,0.0782122905027933,0,0.136871508379888,0.00279329608938547,0.0167597765363128,0.00837988826815642,0,0,0,0,0.00558659217877095,0.00279329608938547,0,0.00279329608938547,0.00279329608938547,0.00279329608938547,0.00558659217877095,0,0.00279329608938547,0,0,0.00558659217877095,0,0,0,0.00558659217877095,0,0,0,0,0
250,6786,0.0213414634146341,0.0304878048780488,0,0,0,0,0.390243902439024,0,0.00304878048780488,0,0.0884146341463415,0.0152439024390244,0,0.0152439024390244,0.00304878048780488,0.0365853658536585,0.0579268292682927,0.11280487804878,0,0.121951219512195,0.0121951219512195,0.0213414634146341,0.00609756097560976,0.00609756097560976,0.00304878048780488,0,0,0.00304878048780488,0,0.0152439024390244,0.00304878048780488,0.00914634146341463,0.00914634146341463,0.00304878048780488,0,0,0,0.00304878048780488,0.00304878048780488,0,0.00609756097560976,0,0,0,0,0,0,0
260,7230,0.0136986301369863,0.0273972602739726,0,0,0,0,0.347945205479452,0.00273972602739726,0.00547945205479452,0,0.0493150684931507,0.0136986301369863,0,0.00273972602739726,0.00273972602739726,0.0986301369863014,0.120547945205479,0.073972602739726,0.00273972602739726,0.131506849315068,0,0.0164383561643836,0.010958904109589,0.00821917808219178,0.0136986301369863,0,0,0.00273972602739726,0,0.00273972602739726,0,0.00821917808219178,0.00547945205479452,0.00273972602739726,0,0.010958904109589,0.00273972602739726,0,0.00547945205479452,0,0.00547945205479452,0,0,0.010958904109589,0,0,0,0
275,7573,0.0106666666666667,0.008,0.00266666666666667,0,0,0.00533333333333333,0.253333333333333,0.0186666666666667,0.00266666666666667,0,0.0186666666666667,0.00266666666666667,0,0.0133333333333333,0,0.0933333333333333,0.245333333333333,0.133333333333333,0,0.114666666666667,0,0.0213333333333333,0.008,0.00266666666666667,0.008,0,0,0.00266666666666667,0,0,0,0.008,0.00533333333333333,0.0133333333333333,0.00266666666666667,0.00266666666666667,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0
300,8037,0.0265486725663717,0.0088495575221239,0.00294985250737463,0,0,0,0.274336283185841,0,0.00294985250737463,0.00294985250737463,0.0147492625368732,0.0206489675516224,0,0.0206489675516224,0.00294985250737463,0.0825958702064897,0.206489675516224,0.165191740412979,0,0.0707964601769911,0.0088495575221239,0.023598820058997,0.0206489675516224,0.00294985250737463,0.00589970501474926,0,0,0.00589970501474926,0,0.00294985250737463,0,0.0088495575221239,0.00294985250737463,0.00589970501474926,0.00294985250737463,0,0,0,0.00589970501474926,0,0,0,0,0,0,0,0,0
325,8501,0.0189189189189189,0.0189189189189189,0.0027027027027027,0,0.00540540540540541,0.0027027027027027,0.264864864864865,0.0324324324324324,0.0216216216216216,0,0.0027027027027027,0.00810810810810811,0,0.0189189189189189,0,0.113513513513514,0.216216216216216,0.135135135135135,0,0.0594594594594595,0.00540540540540541,0.0135135135135135,0.0297297297297297,0.0027027027027027,0.00540540540540541,0,0,0,0,0.00540540540540541,0.0027027027027027,0,0.00540540540540541,0,0.0027027027027027,0.0027027027027027,0,0,0.0027027027027027,0,0,0,0,0,0,0,0,0
350,8965,0.0222222222222222,0.00833333333333333,0.00277777777777778,0,0.00555555555555556,0.00277777777777778,0.188888888888889,0,0,0,0.00277777777777778,0.0111111111111111,0,0.0222222222222222,0.00555555555555556,0.158333333333333,0.247222222222222,0.183333333333333,0,0.0555555555555556,0.00277777777777778,0.00555555555555556,0.0277777777777778,0.00833333333333333,0,0,0,0,0,0.00277777777777778,0,0.0138888888888889,0.00833333333333333,0.00833333333333333,0,0.00277777777777778,0,0.00277777777777778,0,0,0,0,0,0,0,0,0,0
375,9429,0.00302114803625378,0.0151057401812689,0,0,0.00604229607250755,0,0.280966767371601,0.00906344410876133,0,0,0,0.00302114803625378,0,0.0241691842900302,0,0.132930513595166,0.27190332326284,0.193353474320242,0,0.0120845921450151,0.00302114803625378,0.00906344410876133,0.00906344410876133,0,0.00906344410876133,0,0,0.00302114803625378,0,0.00302114803625378,0,0.00302114803625378,0.00302114803625378,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,9737,0.0194174757281553,0.0058252427184466,0,0,0,0.00194174757281553,0.370873786407767,0.00388349514563107,0.0058252427184466,0,0,0,0,0.0116504854368932,0.00776699029126214,0.145631067961165,0.196116504854369,0.153398058252427,0,0.0174757281553398,0,0.0058252427184466,0.0233009708737864,0.00194174757281553,0.0058252427184466,0,0,0,0,0.0058252427184466,0,0.0058252427184466,0,0.00194174757281553,0,0.00194174757281553,0.00776699029126214,0,0,0,0,0,0,0,0,0,0,0
400,10517,0.0186335403726708,0.00532386867790594,0.00177462289263532,0,0,0.000887311446317658,0.328305235137533,0.00177462289263532,0.00177462289263532,0,0,0.00709849157054126,0.000887311446317658,0.0186335403726708,0.0106477373558119,0.137533274179237,0.214729370008873,0.144631765749778,0.000887311446317658,0.0150842945874002,0.00177462289263532,0.0195208518189885,0.031055900621118,0.00443655723158829,0.00266193433895297,0,0,0.000887311446317658,0.00354924578527063,0.00976042590949423,0.000887311446317658,0.00887311446317657,0.000887311446317658,0.00354924578527063,0,0.00177462289263532,0.00177462289263532,0,0,0,0,0,0,0,0,0,0,0
410,11297,0.0186385737439222,0.00405186385737439,0,0,0.000810372771474878,0.000810372771474878,0.436790923824959,0.0194489465153971,0.00972447325769854,0.00324149108589951,0,0.00405186385737439,0.00324149108589951,0.0137763371150729,0.0243111831442464,0.0591572123176661,0.111831442463533,0.10129659643436,0,0.00486223662884927,0.00162074554294976,0.00810372771474878,0.0705024311183144,0.0413290113452188,0.0113452188006483,0,0.00162074554294976,0.000810372771474878,0,0.0105348460291734,0,0.0105348460291734,0.00324149108589951,0.00567260940032415,0.000810372771474878,0,0.00891410048622366,0.000810372771474878,0,0,0,0,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00243111831442464,0.000810372771474878,0
420,12077,0.0188323917137476,0,0,0,0,0.00376647834274953,0.195856873822976,0.0169491525423729,0.0583804143126177,0.00376647834274953,0,0.00376647834274953,0,0.00941619585687382,0.0809792843691149,0.0225988700564972,0.150659133709981,0.0395480225988701,0,0.00376647834274953,0.00564971751412429,0.0169491525423729,0.314500941619586,0.0112994350282486,0.00564971751412429,0,0.00376647834274953,0.00188323917137476,0,0.00564971751412429,0,0.00188323917137476,0.00188323917137476,0.0150659133709981,0,0.00188323917137476,0,0.00188323917137476,0,0,0,0,0,0,0,0.00188323917137476,0.00188323917137476,0
430,12857,0.00343053173241852,0.00171526586620926,0,0,0.00171526586620926,0.039451114922813,0.0926243567753002,0.0188679245283019,0.16295025728988,0,0,0,0,0.00171526586620926,0.23327615780446,0.00171526586620926,0.104631217838765,0.0188679245283019,0.00686106346483705,0.00171526586620926,0.0137221269296741,0.00343053173241852,0.078902229845626,0.00857632933104631,0.0566037735849057,0,0.0240137221269297,0,0.0411663807890223,0.00343053173241852,0,0.00171526586620926,0,0.0411663807890223,0,0.00343053173241852,0.0205831903945112,0.00343053173241852,0,0,0,0,0.00171526586620926,0.00171526586620926,0,0.00343053173241852,0.00343053173241852,0
440,13464,0.00246913580246914,0,0,0,0.00246913580246914,0.054320987654321,0.0790123456790123,0.00493827160493827,0.153086419753086,0,0,0.00740740740740741,0,0.071604938271605,0.222222222222222,0,0.101234567901235,0.0469135802469136,0.00740740740740741,0,0.00987654320987654,0.0271604938271605,0.0123456790123457,0.0123456790123457,0.0172839506172839,0,0.0197530864197531,0,0.0419753086419753,0.0246913580246914,0,0.00246913580246914,0,0.0691358024691358,0.00740740740740741,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0
450,14071,0.00492610837438424,0,0,0,0.00985221674876847,0.0320197044334975,0.100985221674877,0.0517241379310345,0.0640394088669951,0.00246305418719212,0,0.00492610837438424,0,0.00738916256157635,0.152709359605911,0.00246305418719212,0.0935960591133005,0.100985221674877,0.00738916256157635,0,0.00985221674876847,0.0172413793103448,0.00985221674876847,0.041871921182266,0.0492610837438424,0,0.00492610837438424,0,0.0763546798029557,0,0,0.0197044334975369,0.00246305418719212,0.0295566502463054,0,0,0.0960591133004926,0.00492610837438424,0,0,0,0,0,0.00246305418719212,0,0,0,0
460,14679,0.00298507462686567,0,0.00298507462686567,0,0.00597014925373134,0.0208955223880597,0.0746268656716418,0.0447761194029851,0.0388059701492537,0,0,0.00895522388059702,0,0.0477611940298507,0.116417910447761,0.00298507462686567,0.140298507462687,0.113432835820896,0,0,0.00895522388059702,0.0149253731343284,0.017910447761194,0.116417910447761,0.0716417910447761,0,0.00298507462686567,0,0.0298507462686567,0.00298507462686567,0,0.0358208955223881,0.00298507462686567,0.0626865671641791,0,0,0.00895522388059702,0,0,0,0,0,0,0,0,0,0,0.00298507462686567
470,15286,0,0,0,0,0,0.0151515151515152,0,0.0303030303030303,0.0606060606060606,0,0,0,0,0.0303030303030303,0.136363636363636,0,0.151515151515152,0.0757575757575758,0,0,0.0303030303030303,0.0151515151515152,0.0303030303030303,0.0757575757575758,0.0303030303030303,0.0151515151515152,0,0,0.0757575757575758,0,0,0.0303030303030303,0,0.0303030303030303,0,0,0.0757575757575758,0,0,0.0151515151515152,0,0,0,0.0606060606060606,0,0,0,0.0151515151515152
488,NA,0,0.0091743119266055,0,0,0,0.0275229357798165,0.192660550458716,0.018348623853211,0.091743119266055,0,0,0,0,0.0275229357798165,0.110091743119266,0.018348623853211,0.119266055045872,0.055045871559633,0.0091743119266055,0.018348623853211,0.0275229357798165,0.018348623853211,0.0275229357798165,0.0275229357798165,0.055045871559633,0,0.0091743119266055,0,0.0275229357798165,0.0091743119266055,0,0.018348623853211,0,0.0642201834862385,0.0091743119266055,0,0.0091743119266055,0,0,0,0,0,0,0,0,0,0,0
