"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Larix","Asteraceae.subf..Cichorioideae","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Polygonaceae.undiff.","Populus.tremuloides.type","Quercus","Ranunculaceae.undiff.","Taxus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Poaceae","Abies.balsamea","Acer.saccharum","Pinus.banksiana.type","Pinus.strobus","Picea.undiff.","Salix.undiff.","Ericaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Ostrya.Carpinus","Rosaceae.undiff.","Myrica.gale","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Acer.rubrum","Amaranthaceae","Castanea.dentata","Populus.balsamifera.type","Juniperus.type","Carya.ovata","Diervilla.lonicera","Acer.pensylvanicum","Corylus.cornuta","Impatiens","Tilia","Potentilla.palustris.type","Celtis.occidentalis","Arceuthobium.pusillum","Liliaceae","Juglans.nigra","Caryophyllaceae","Glaux.maritima","cf..Sarcobatus.vermiculatus","Morus.rubra.type","Shepherdia.canadensis","Acer.nigrum","Cornus.sericea","Epilobium","Viburnum.edule","Elaeagnus.commutata","Pinus.resinosa.type","Prunus.pensylvanica","Populus.grandidentata.type","cf..Oxyria.digyna","Salix.herbacea.type","Sambucus","Rumex.type","Thalictrum"
476,NA,0,0.00431034482758621,0.127155172413793,0,0.0021551724137931,0.463362068965517,0.0021551724137931,0,0,0,0.0301724137931034,0.0517241379310345,0.021551724137931,0,0,0.0107758620689655,0,0,0.0021551724137931,0.0150862068965517,0.00862068965517241,0.0107758620689655,0.00431034482758621,0.0280172413793103,0.150862068965517,0.0107758620689655,0.00862068965517241,0,0.0021551724137931,0,0,0.00862068965517241,0,0,0.0021551724137931,0,0,0.00431034482758621,0,0,0.0021551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021551724137931,0,0.0021551724137931,0.0237068965517241,0,0,0,0,0,0
485,NA,0,0.00555555555555556,0.255555555555556,0,0.00277777777777778,0.347222222222222,0.00277777777777778,0,0,0,0.025,0.188888888888889,0.0222222222222222,0,0.00277777777777778,0.025,0,0,0,0,0.00277777777777778,0,0.00277777777777778,0.0111111111111111,0.0527777777777778,0.0111111111111111,0.00833333333333333,0,0,0,0,0.00555555555555556,0,0.00277777777777778,0,0,0,0,0,0,0.0194444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0
490,NA,0,0.0105820105820106,0.0793650793650794,0,0.00264550264550265,0.238095238095238,0,0,0,0,0.0238095238095238,0.0529100529100529,0.0343915343915344,0,0.037037037037037,0.208994708994709,0,0.00529100529100529,0.00529100529100529,0.0132275132275132,0.00264550264550265,0.037037037037037,0.00793650793650794,0.0476190476190476,0.132275132275132,0.0132275132275132,0.00264550264550265,0,0.00264550264550265,0.00793650793650794,0.00264550264550265,0.0132275132275132,0,0,0,0.00264550264550265,0,0,0,0,0.00264550264550265,0.00793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264550264550265,0,0,0,0,0,0,0,0,0.00264550264550265,0,0,0,0,0
495,NA,0,0.00543478260869565,0.152173913043478,0.00543478260869565,0.0271739130434783,0.152173913043478,0.0108695652173913,0,0,0,0.016304347826087,0.0978260869565217,0.0108695652173913,0,0.016304347826087,0.0434782608695652,0,0,0,0.0326086956521739,0.00543478260869565,0,0,0.0869565217391304,0.277173913043478,0.00543478260869565,0.0108695652173913,0,0,0,0.00543478260869565,0,0,0.0108695652173913,0,0,0,0,0.00543478260869565,0,0.016304347826087,0,0,0,0,0,0,0,0,0,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,NA,0,0.0185185185185185,0.166666666666667,0,0.0037037037037037,0.166666666666667,0.0222222222222222,0,0,0,0.0777777777777778,0.0814814814814815,0.0333333333333333,0,0.0148148148148148,0.0518518518518519,0,0,0.0037037037037037,0.0333333333333333,0.0037037037037037,0.00740740740740741,0.0037037037037037,0.062962962962963,0.181481481481481,0.0037037037037037,0.00740740740740741,0,0,0.0037037037037037,0,0.0148148148148148,0,0.0111111111111111,0,0,0,0.0037037037037037,0,0.00740740740740741,0.0148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,NA,0,0.0160771704180064,0.0514469453376206,0.00643086816720257,0.00643086816720257,0.282958199356913,0,0,0,0.00321543408360129,0.00643086816720257,0.067524115755627,0.0418006430868167,0,0.00964630225080386,0.0160771704180064,0,0,0.0160771704180064,0.0160771704180064,0.00964630225080386,0.0128617363344051,0.00643086816720257,0.260450160771704,0.128617363344051,0.00321543408360129,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0.0289389067524116,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,NA,0,0,0.0552995391705069,0.00460829493087558,0.00460829493087558,0.152073732718894,0,0,0.00230414746543779,0,0,0.0921658986175115,0.00460829493087558,0,0.00460829493087558,0.0483870967741935,0,0,0,0,0.00230414746543779,0.00230414746543779,0,0.435483870967742,0.154377880184332,0.00460829493087558,0.00460829493087558,0,0,0,0,0,0.00230414746543779,0,0,0.00230414746543779,0,0.00460829493087558,0,0,0.00691244239631336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230414746543779,0,0,0,0,0,0.00230414746543779,0,0,0.00691244239631336,0,0,0,0
515,NA,0,0.0099009900990099,0.0495049504950495,0,0.0099009900990099,0.386138613861386,0.0099009900990099,0,0,0,0,0.0198019801980198,0.0693069306930693,0,0.0198019801980198,0.0396039603960396,0,0,0.0099009900990099,0,0,0,0,0.277227722772277,0.0198019801980198,0.0099009900990099,0.0099009900990099,0,0.0297029702970297,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0.0099009900990099,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,NA,0,0.0269360269360269,0.141414141414141,0.0134680134680135,0.0303030303030303,0.272727272727273,0.00336700336700337,0,0,0,0.0101010101010101,0.0269360269360269,0.0437710437710438,0,0.00336700336700337,0.0740740740740741,0,0.00673400673400673,0.0168350168350168,0.0269360269360269,0.00336700336700337,0.0101010101010101,0,0.037037037037037,0.175084175084175,0.00673400673400673,0.0202020202020202,0,0,0,0,0.00673400673400673,0,0.00336700336700337,0,0,0,0.00336700336700337,0.00336700336700337,0.00673400673400673,0.0101010101010101,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0,0,0.00336700336700337,0,0,0,0,0,0.00336700336700337,0,0,0
535,NA,0,0.0159151193633952,0.0928381962864721,0,0.013262599469496,0.23342175066313,0.00795755968169761,0.0026525198938992,0,0,0,0.145888594164456,0.00795755968169761,0,0.00530503978779841,0.0557029177718833,0,0,0,0.0026525198938992,0.0106100795755968,0.013262599469496,0,0.164456233421751,0.20159151193634,0.00795755968169761,0.0026525198938992,0.0026525198938992,0.0026525198938992,0,0,0.0026525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0.00530503978779841,0
545,NA,0,0.0203619909502262,0.117647058823529,0.00452488687782805,0.00452488687782805,0.199095022624434,0.0294117647058824,0,0,0,0,0.101809954751131,0.0113122171945701,0,0.00904977375565611,0.1289592760181,0,0.00904977375565611,0,0.0226244343891403,0.00678733031674208,0,0.00452488687782805,0.0633484162895928,0.144796380090498,0.00678733031674208,0.0226244343891403,0,0.00452488687782805,0,0,0.0113122171945701,0,0.0113122171945701,0.0135746606334842,0,0,0,0,0,0.0294117647058824,0.0180995475113122,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0
550,NA,0,0.00823045267489712,0.0617283950617284,0.00411522633744856,0.00823045267489712,0.0823045267489712,0.0123456790123457,0,0.00411522633744856,0,0,0.119341563786008,0.0411522633744856,0,0.00411522633744856,0.0823045267489712,0,0.00411522633744856,0,0.0246913580246914,0.00411522633744856,0.00411522633744856,0,0.1440329218107,0.271604938271605,0.00411522633744856,0.0205761316872428,0,0.0164609053497942,0,0.00411522633744856,0.0246913580246914,0,0.0164609053497942,0.00823045267489712,0,0,0.00411522633744856,0,0,0.00823045267489712,0.00411522633744856,0,0,0,0,0.00411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411522633744856
560,NA,0,0,0.0252100840336134,0,0.00840336134453781,0.19327731092437,0.0168067226890756,0,0,0,0,0.134453781512605,0.00840336134453781,0,0,0.092436974789916,0,0,0,0.0168067226890756,0.00840336134453781,0,0,0.117647058823529,0.294117647058824,0.00840336134453781,0,0,0.00840336134453781,0,0,0.00840336134453781,0,0,0,0.0168067226890756,0,0,0,0,0.0168067226890756,0.00840336134453781,0,0,0,0,0.00840336134453781,0,0,0,0,0,0.00840336134453781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,NA,0,0.00833333333333333,0.0583333333333333,0.00833333333333333,0.00833333333333333,0.125,0.0166666666666667,0,0,0,0,0.125,0.00833333333333333,0,0,0.0166666666666667,0,0,0,0.05,0,0,0,0.0916666666666667,0.441666666666667,0,0,0,0.00833333333333333,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
