"sample.depths","sample.ages","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cyperaceae","Ericaceae","Fagus","Poaceae.undiff.","Ostrya.Carpinus","Picea","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Xanthium","Zea.mays","Alnus","Ambrosia","Populus","Brassicaceae","Plantago","Acer.saccharum","Abies","Corylus","Thalictrum","Fraxinus.nigra","Fraxinus.americana","Cupressaceae","Juglans.nigra","Arceuthobium","Juglans.cinerea","Larix","Asteraceae.subf..Cichorioideae","Acer.rubrum","Rosaceae","Sarcobatus.vermiculatus","Iva.annua","Humulus","Pinus.strobus","Pinus.banksiana.P..resinosa","Shepherdia.canadensis"
110,2680,0,0.153846153846154,0.00480769230769231,0,0,0.0288461538461538,0.105769230769231,0,0.0384615384615385,0.0673076923076923,0.158653846153846,0,0.0673076923076923,0,0,0.00961538461538462,0.0480769230769231,0.00480769230769231,0.1875,0,0,0,0.00961538461538462,0.00480769230769231,0,0,0,0.0721153846153846,0.00961538461538462,0.00480769230769231,0,0.00480769230769231,0.00961538461538462,0,0,0,0,0.00480769230769231,0,0,0.00480769230769231,0,0,0,0,0,0
120,2924,0.00483091787439614,0.106280193236715,0.0144927536231884,0,0,0.0338164251207729,0.0966183574879227,0,0.0531400966183575,0.0434782608695652,0.260869565217391,0,0.0531400966183575,0,0,0.0579710144927536,0.0821256038647343,0,0.0869565217391304,0,0,0,0,0.00966183574879227,0,0,0,0.0579710144927536,0.0193236714975845,0,0,0,0.0144927536231884,0,0,0,0,0.00483091787439614,0,0,0,0,0,0,0,0,0
130,3169,0.00970873786407767,0.0922330097087379,0.00485436893203883,0,0.00485436893203883,0.0145631067961165,0.111650485436893,0.00485436893203883,0.029126213592233,0.300970873786408,0.174757281553398,0,0.087378640776699,0,0,0.00970873786407767,0.00970873786407767,0.00485436893203883,0.0825242718446602,0,0,0,0.00970873786407767,0.00485436893203883,0,0,0,0.0388349514563107,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3413,0.0141509433962264,0.0943396226415094,0.00471698113207547,0.00471698113207547,0.0330188679245283,0.0141509433962264,0.113207547169811,0,0.089622641509434,0.0141509433962264,0.183962264150943,0,0.10377358490566,0,0,0,0.0283018867924528,0.00471698113207547,0.14622641509434,0,0,0,0.00943396226415094,0,0,0,0,0.0754716981132075,0.0235849056603774,0,0,0.0235849056603774,0,0,0,0,0.00943396226415094,0.00943396226415094,0,0,0,0,0,0,0,0,0
150,3658,0.00467289719626168,0.163551401869159,0.0233644859813084,0.00934579439252336,0.0327102803738318,0.00934579439252336,0.149532710280374,0,0.0607476635514019,0.0186915887850467,0.205607476635514,0,0.0934579439252336,0,0,0.00467289719626168,0.00934579439252336,0.00467289719626168,0.0934579439252336,0,0,0,0.0186915887850467,0.00934579439252336,0,0,0,0.0514018691588785,0.00467289719626168,0,0,0.014018691588785,0.00934579439252336,0,0,0,0,0.00467289719626168,0,0,0,0.00467289719626168,0,0,0,0,0
165,4024,0.0248756218905473,0.17910447761194,0.0099502487562189,0,0.00497512437810945,0,0.104477611940299,0,0.0298507462686567,0.0199004975124378,0.144278606965174,0.0099502487562189,0.099502487562189,0,0,0,0.0348258706467662,0,0.18407960199005,0,0,0,0.00497512437810945,0,0,0,0,0.0845771144278607,0.00497512437810945,0,0.00497512437810945,0.00497512437810945,0.0199004975124378,0.00497512437810945,0,0,0.0099502487562189,0.0149253731343284,0,0,0,0,0,0,0,0,0
175,4269,0.00970873786407767,0.189320388349515,0.0145631067961165,0,0.00485436893203883,0,0.0970873786407767,0,0.0242718446601942,0.0194174757281553,0.223300970873786,0,0.058252427184466,0,0.00485436893203883,0.0194174757281553,0.0339805825242718,0.00485436893203883,0.116504854368932,0,0,0,0.029126213592233,0.00485436893203883,0,0,0,0.0485436893203883,0,0.00485436893203883,0,0.0242718446601942,0.00970873786407767,0,0,0,0.029126213592233,0.029126213592233,0,0,0,0,0,0,0,0,0
185,4513,0,0.15311004784689,0.0191387559808612,0,0.0239234449760766,0.0143540669856459,0.0861244019138756,0.00478468899521531,0.0382775119617225,0.00956937799043062,0.22488038277512,0.00478468899521531,0.105263157894737,0,0,0.00478468899521531,0.0334928229665072,0,0.100478468899522,0,0,0,0.00478468899521531,0.00956937799043062,0,0,0,0.090909090909091,0.00956937799043062,0.00478468899521531,0.00478468899521531,0.0191387559808612,0.00478468899521531,0,0,0,0.0143540669856459,0.0143540669856459,0,0,0,0,0,0,0,0,0
195,4758,0.004739336492891,0.146919431279621,0.028436018957346,0,0.042654028436019,0.004739336492891,0.0521327014218009,0.004739336492891,0.018957345971564,0,0.246445497630332,0.004739336492891,0.0805687203791469,0,0.009478672985782,0.014218009478673,0.033175355450237,0.009478672985782,0.075829383886256,0,0,0,0.004739336492891,0.004739336492891,0,0,0,0.165876777251185,0,0.004739336492891,0,0.009478672985782,0.009478672985782,0,0,0,0.004739336492891,0.018957345971564,0,0,0,0,0,0,0,0,0
205,5002,0.00961538461538462,0.168269230769231,0.00480769230769231,0,0.0144230769230769,0,0.0240384615384615,0.00961538461538462,0.0192307692307692,0.0144230769230769,0.254807692307692,0.00480769230769231,0.0721153846153846,0,0,0.00480769230769231,0.0913461538461538,0,0.100961538461538,0,0.00480769230769231,0,0.0192307692307692,0.00480769230769231,0,0,0,0.0673076923076923,0,0,0,0.0336538461538462,0,0.0336538461538462,0,0,0,0.0384615384615385,0,0,0.00480769230769231,0,0,0,0,0,0
215,5161,0,0.1256038647343,0.00483091787439614,0.00966183574879227,0.0338164251207729,0,0.0289855072463768,0.00483091787439614,0.0144927536231884,0,0.270531400966184,0.00483091787439614,0.130434782608696,0,0,0,0.135265700483092,0.00966183574879227,0.0821256038647343,0,0,0,0,0,0,0,0,0.0483091787439614,0,0,0,0.00966183574879227,0,0.0144927536231884,0,0,0,0.072463768115942,0,0,0,0,0,0,0,0,0
225,5235,0,0.10952380952381,0,0,0.0285714285714286,0.00476190476190476,0.0238095238095238,0.00476190476190476,0.00476190476190476,0.00952380952380952,0.219047619047619,0,0.119047619047619,0,0,0.00476190476190476,0.180952380952381,0.00476190476190476,0.119047619047619,0,0,0,0.0142857142857143,0.00476190476190476,0,0,0,0.0714285714285714,0,0,0,0.0142857142857143,0.00476190476190476,0.0142857142857143,0,0,0,0.0428571428571429,0,0,0,0,0,0,0,0,0
235,5344,0.00970873786407767,0.0825242718446602,0.0145631067961165,0,0.00485436893203883,0.00970873786407767,0.0388349514563107,0,0.00970873786407767,0,0.179611650485437,0,0.106796116504854,0,0.00485436893203883,0.0145631067961165,0.286407766990291,0,0.0970873786407767,0,0,0,0.0145631067961165,0.00485436893203883,0,0,0,0.0388349514563107,0.00485436893203883,0,0,0.0145631067961165,0.00970873786407767,0.00485436893203883,0.00485436893203883,0,0.00485436893203883,0.0388349514563107,0,0,0,0,0,0,0,0,0
245,5453,0.00490196078431373,0.0637254901960784,0.00980392156862745,0,0.00490196078431373,0,0.0343137254901961,0.00490196078431373,0.00490196078431373,0,0.176470588235294,0.00980392156862745,0.0735294117647059,0,0,0.0147058823529412,0.299019607843137,0,0.0980392156862745,0,0,0,0.0147058823529412,0.00980392156862745,0,0,0,0.107843137254902,0,0,0,0.0196078431372549,0,0.00490196078431373,0,0,0,0.0441176470588235,0,0,0,0,0,0,0,0,0
255,5562,0,0.0780487804878049,0.0048780487804878,0.0048780487804878,0.0195121951219512,0,0.0292682926829268,0.0097560975609756,0.0048780487804878,0,0.15609756097561,0.0048780487804878,0.0682926829268293,0,0,0.0146341463414634,0.375609756097561,0.0146341463414634,0.0829268292682927,0,0,0,0.0048780487804878,0,0,0,0,0.0536585365853659,0,0,0,0.024390243902439,0,0.0097560975609756,0,0,0,0.0390243902439024,0,0,0,0,0,0,0,0,0
265,5671,0.00465116279069767,0.0604651162790698,0.00465116279069767,0.00465116279069767,0.0651162790697674,0.00465116279069767,0.0232558139534884,0.00465116279069767,0.00465116279069767,0,0.162790697674419,0,0.0651162790697674,0,0,0,0.325581395348837,0,0.13953488372093,0,0,0,0,0,0,0,0,0.0558139534883721,0,0,0,0.027906976744186,0,0,0,0,0,0.0465116279069767,0,0,0,0,0,0,0,0,0
275,5780,0,0.0547945205479452,0.0045662100456621,0.0045662100456621,0.0228310502283105,0,0.0091324200913242,0.0045662100456621,0.0091324200913242,0,0.232876712328767,0,0.0776255707762557,0,0,0.0045662100456621,0.301369863013699,0.0091324200913242,0.091324200913242,0,0,0,0,0.0136986301369863,0,0,0,0.0502283105022831,0,0,0,0.0319634703196347,0.0091324200913242,0,0,0,0,0.0684931506849315,0,0,0,0,0,0,0,0,0
285,5889,0.00896860986547085,0.0269058295964126,0.00448430493273543,0,0.0358744394618834,0,0.031390134529148,0,0.00448430493273543,0,0.273542600896861,0,0.0448430493273543,0,0,0.00448430493273543,0.37219730941704,0,0.0448430493273543,0,0,0,0.00896860986547085,0.00896860986547085,0,0,0,0.0538116591928251,0,0,0,0.0224215246636771,0,0,0,0,0,0.0538116591928251,0,0,0,0,0,0,0,0,0
295,5998,0.00458715596330275,0.0275229357798165,0.0137614678899083,0.00458715596330275,0,0.00458715596330275,0.0137614678899083,0.0137614678899083,0.00458715596330275,0.00458715596330275,0.26605504587156,0,0.0688073394495413,0,0,0,0.31651376146789,0,0.0458715596330275,0,0,0,0.00458715596330275,0,0.00458715596330275,0,0,0.110091743119266,0,0,0,0.018348623853211,0,0,0,0,0,0.073394495412844,0,0,0,0,0,0,0,0,0
305,6107,0.00492610837438424,0.0147783251231527,0,0,0.00985221674876847,0,0.0197044334975369,0.00985221674876847,0.00492610837438424,0,0.201970443349754,0.00985221674876847,0.0788177339901478,0,0.00492610837438424,0,0.472906403940887,0,0.0541871921182266,0,0,0,0,0.00492610837438424,0,0,0,0.0492610837438424,0,0,0,0.0246305418719212,0,0.0147783251231527,0,0,0,0.0197044334975369,0,0,0,0,0,0,0,0,0
315,6216,0,0.0138888888888889,0.00462962962962963,0,0.0324074074074074,0,0.0138888888888889,0,0,0,0.300925925925926,0,0.0509259259259259,0,0.00462962962962963,0.0138888888888889,0.384259259259259,0,0.0694444444444444,0,0,0,0.00462962962962963,0.00462962962962963,0,0,0,0.0509259259259259,0,0,0,0.00462962962962963,0,0.0138888888888889,0,0,0,0.0324074074074074,0,0,0,0,0,0,0,0,0
325,6325,0,0.00823045267489712,0,0.00823045267489712,0.0288065843621399,0,0.00411522633744856,0,0,0,0.292181069958848,0.00411522633744856,0.0205761316872428,0,0.00411522633744856,0.00411522633744856,0.366255144032922,0,0.0246913580246914,0,0,0,0.00411522633744856,0,0.00411522633744856,0,0,0.0493827160493827,0,0,0,0.0164609053497942,0.00411522633744856,0.00411522633744856,0,0,0,0.152263374485597,0,0,0,0,0,0,0,0,0
335,6434,0,0.00847457627118644,0,0,0.0338983050847458,0,0.00847457627118644,0.00847457627118644,0.00423728813559322,0,0.220338983050847,0.00423728813559322,0.0169491525423729,0,0,0.00423728813559322,0.449152542372881,0,0.0423728813559322,0,0,0,0,0.00847457627118644,0,0,0,0.0593220338983051,0,0,0,0,0.00423728813559322,0.00847457627118644,0,0,0,0.11864406779661,0,0,0,0,0,0,0,0,0
345,6543,0.00387596899224806,0.0116279069767442,0.0193798449612403,0,0.062015503875969,0,0.0658914728682171,0.00387596899224806,0.00775193798449612,0,0.201550387596899,0.00387596899224806,0.0930232558139535,0,0.00387596899224806,0.00775193798449612,0.131782945736434,0.00387596899224806,0.0852713178294574,0,0,0,0,0.00775193798449612,0,0,0,0.0968992248062016,0.00387596899224806,0,0,0.0193798449612403,0,0.00387596899224806,0,0,0,0.158914728682171,0,0,0,0,0.00387596899224806,0,0,0,0
355,6652,0,0.0131578947368421,0.0087719298245614,0,0.0657894736842105,0,0.0307017543859649,0.0043859649122807,0.0131578947368421,0,0.245614035087719,0,0.0789473684210526,0,0,0.0131578947368421,0.285087719298246,0.0087719298245614,0.0526315789473684,0,0,0,0,0.0087719298245614,0,0,0,0.0614035087719298,0,0,0,0.0263157894736842,0.0175438596491228,0.0087719298245614,0,0,0,0.0570175438596491,0,0,0,0,0,0,0,0,0
365,6761,0,0.0045662100456621,0,0.0091324200913242,0.0273972602739726,0,0,0,0,0,0.214611872146119,0,0.0319634703196347,0,0,0.0091324200913242,0.502283105022831,0.0045662100456621,0.0273972602739726,0,0,0,0,0.0091324200913242,0.0045662100456621,0,0,0.0776255707762557,0,0,0,0.0136986301369863,0,0.0045662100456621,0,0,0,0.0593607305936073,0,0,0,0,0,0,0,0,0
375,6869,0.00416666666666667,0,0.0291666666666667,0.00416666666666667,0.0916666666666667,0.00416666666666667,0.0291666666666667,0.00833333333333333,0,0.00416666666666667,0.191666666666667,0,0.108333333333333,0,0,0.00416666666666667,0.279166666666667,0,0.0625,0,0,0,0.00416666666666667,0.0166666666666667,0,0,0,0.0708333333333333,0,0,0,0.0166666666666667,0,0.00416666666666667,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0
385,6978,0.00427350427350427,0.00854700854700855,0.0128205128205128,0,0.094017094017094,0,0.0512820512820513,0,0.0128205128205128,0.00427350427350427,0.209401709401709,0,0.0384615384615385,0,0,0,0.38034188034188,0,0.0555555555555556,0,0,0,0,0.00854700854700855,0,0,0,0.0427350427350427,0.00427350427350427,0,0,0.0170940170940171,0.00427350427350427,0,0,0,0,0.0512820512820513,0,0,0,0,0,0,0,0,0
395,7087,0,0.0135135135135135,0.0045045045045045,0,0.0990990990990991,0,0.0855855855855856,0,0.0405405405405405,0,0.225225225225225,0.0045045045045045,0.0945945945945946,0,0,0,0.279279279279279,0,0.0675675675675676,0,0,0,0,0,0,0,0,0.036036036036036,0.0045045045045045,0,0,0.0045045045045045,0.009009009009009,0.0045045045045045,0,0,0.0045045045045045,0.009009009009009,0,0,0,0,0.0045045045045045,0.009009009009009,0,0,0
405,7196,0.00952380952380952,0.019047619047619,0.00476190476190476,0,0.0476190476190476,0,0.00476190476190476,0,0.0238095238095238,0.00476190476190476,0.30952380952381,0.00476190476190476,0.0523809523809524,0,0,0.019047619047619,0.323809523809524,0.00476190476190476,0.0714285714285714,0,0,0,0,0.0142857142857143,0,0,0,0.0142857142857143,0.00476190476190476,0,0,0.0142857142857143,0.00476190476190476,0.00952380952380952,0,0,0,0.0380952380952381,0,0,0,0,0,0,0,0,0
415,7305,0,0.0233644859813084,0.0186915887850467,0.00467289719626168,0.0560747663551402,0,0.0467289719626168,0,0.0373831775700935,0.00467289719626168,0.299065420560748,0,0.0794392523364486,0,0,0,0.257009345794392,0.00467289719626168,0.0794392523364486,0,0,0,0,0.00467289719626168,0,0,0,0.0280373831775701,0.00467289719626168,0,0,0.0186915887850467,0.00467289719626168,0,0,0,0.0186915887850467,0.00934579439252336,0,0,0,0,0,0,0,0,0
425,7414,0,0.009478672985782,0.009478672985782,0.004739336492891,0.023696682464455,0,0.033175355450237,0,0.014218009478673,0.004739336492891,0.345971563981043,0,0.109004739336493,0,0.004739336492891,0.018957345971564,0.194312796208531,0,0.127962085308057,0,0,0,0.004739336492891,0,0,0,0,0.023696682464455,0.009478672985782,0,0,0.014218009478673,0.014218009478673,0.009478672985782,0,0,0,0.023696682464455,0,0,0,0,0,0,0,0,0
435,7523,0.0048780487804878,0.0195121951219512,0,0,0.0048780487804878,0.0048780487804878,0.0146341463414634,0,0.097560975609756,0.0048780487804878,0.365853658536585,0,0.141463414634146,0,0.0048780487804878,0,0.195121951219512,0.0048780487804878,0.048780487804878,0,0,0,0,0.0048780487804878,0,0,0,0.0390243902439024,0.0048780487804878,0,0,0.0097560975609756,0.0048780487804878,0.0146341463414634,0,0,0,0.0097560975609756,0,0,0,0,0,0,0,0,0
445,7632,0.00495049504950495,0.0643564356435644,0.00495049504950495,0,0.0099009900990099,0,0,0,0.0198019801980198,0,0.54950495049505,0.00495049504950495,0.108910891089109,0,0,0.00495049504950495,0.103960396039604,0,0.0495049504950495,0,0,0,0,0.0148514851485149,0,0,0,0.0297029702970297,0.0099009900990099,0,0,0.0099009900990099,0.00495049504950495,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0
455,7741,0,0.0738916256157636,0,0,0.00985221674876847,0,0.0147783251231527,0,0.0246305418719212,0,0,0,0.133004926108374,0,0,0,0.0788177339901478,0,0.113300492610837,0,0,0,0.00492610837438424,0.0147783251231527,0,0,0,0.0246305418719212,0.00985221674876847,0,0,0,0,0.0788177339901478,0,0,0,0.00985221674876847,0,0,0,0,0,0,0.369458128078818,0.0394088669950739,0
465,7850,0,0.0097560975609756,0.0048780487804878,0.0048780487804878,0.0195121951219512,0,0.0146341463414634,0,0.0097560975609756,0.0097560975609756,0.6,0,0.141463414634146,0,0,0,0.048780487804878,0.0048780487804878,0.0292682926829268,0,0,0,0,0.0097560975609756,0,0,0,0.0292682926829268,0.0390243902439024,0,0,0,0,0.0097560975609756,0,0,0.0097560975609756,0.0048780487804878,0,0,0,0,0,0,0,0,0
475,7959,0,0.0689655172413793,0.00985221674876847,0,0.0147783251231527,0,0,0,0.0197044334975369,0.00492610837438424,0,0,0.0492610837438424,0,0,0.0147783251231527,0.0295566502463054,0,0.0640394088669951,0,0,0,0,0,0,0,0,0.0492610837438424,0.00492610837438424,0,0,0.00492610837438424,0,0.0197044334975369,0.00492610837438424,0,0,0.00492610837438424,0,0,0.00492610837438424,0,0,0,0.536945812807882,0.0935960591133005,0
485,8068,0.00478468899521531,0.0430622009569378,0.00478468899521531,0,0.0382775119617225,0,0.00478468899521531,0.00478468899521531,0.0382775119617225,0,0.727272727272727,0,0.0334928229665072,0,0,0.00478468899521531,0.00956937799043062,0,0.0382775119617225,0,0,0,0.00478468899521531,0,0,0,0,0.0143540669856459,0.00956937799043062,0,0,0.00478468899521531,0.00478468899521531,0.00478468899521531,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0
495,8177,0.00784313725490196,0.0549019607843137,0,0.00392156862745098,0.215686274509804,0,0,0,0.0352941176470588,0.00784313725490196,0,0,0.0470588235294118,0,0,0.00392156862745098,0,0,0.0274509803921569,0,0,0,0,0.00392156862745098,0,0,0,0.0196078431372549,0.00784313725490196,0,0,0.00392156862745098,0,0.00392156862745098,0,0,0.00392156862745098,0.0196078431372549,0,0,0,0.00392156862745098,0,0,0.486274509803922,0.0431372549019608,0
505,8850,0,0.0247524752475248,0,0,0.0099009900990099,0,0,0.0099009900990099,0.0247524752475248,0.0148514851485149,0,0,0.0693069306930693,0,0,0,0,0,0.0148514851485149,0,0,0,0,0.00495049504950495,0,0,0,0.00495049504950495,0.0148514851485149,0,0.00495049504950495,0.0148514851485149,0.00495049504950495,0.00495049504950495,0,0,0,0.0148514851485149,0,0,0,0,0,0,0.381188118811881,0.381188118811881,0
515,9711,0,0.053921568627451,0,0,0.0147058823529412,0,0,0,0.0196078431372549,0.00490196078431373,0.759803921568627,0,0.0833333333333333,0,0,0,0.00490196078431373,0,0.0343137254901961,0,0,0,0.00490196078431373,0,0,0,0,0.00980392156862745,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,10571,0,0.125,0.005,0,0.005,0,0,0.005,0.015,0.035,0,0,0.095,0,0,0,0.02,0,0.035,0,0,0,0,0,0,0,0,0.005,0.07,0,0,0.03,0,0.005,0,0,0.01,0.005,0,0,0,0,0,0,0.165,0.37,0
535,11432,0,0.153846153846154,0.00480769230769231,0,0.0288461538461538,0,0,0.00961538461538462,0.0432692307692308,0.0336538461538462,0.408653846153846,0,0.0961538461538462,0,0.00480769230769231,0,0,0,0.0384615384615385,0,0,0,0.00480769230769231,0.00480769230769231,0.00480769230769231,0,0,0.0144230769230769,0.125,0,0,0.0144230769230769,0,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0,0.00480769230769231
545,11448,0,0.167487684729064,0.00492610837438424,0,0.0147783251231527,0,0,0,0.0147783251231527,0.113300492610837,0.541871921182266,0,0.0295566502463054,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0.00492610837438424,0.0935960591133005,0,0,0,0,0,0,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0
550,11455,0,0.200980392156863,0.00490196078431373,0,0.0147058823529412,0,0,0,0.0294117647058824,0.0833333333333333,0,0,0.0392156862745098,0,0,0,0,0,0.0245098039215686,0,0,0,0.00490196078431373,0,0,0,0,0.00490196078431373,0.112745098039216,0,0,0,0,0.00490196078431373,0,0,0,0.0196078431372549,0,0,0,0,0,0,0.0392156862745098,0.416666666666667,0
555,11463,0,0.119402985074627,0,0,0.00497512437810945,0,0,0,0.0099502487562189,0.159203980099502,0.492537313432836,0,0.0895522388059701,0,0,0,0,0.0099502487562189,0.0099502487562189,0,0,0,0,0.00497512437810945,0,0,0,0.0149253731343284,0.0646766169154229,0,0,0,0,0,0,0,0.0099502487562189,0.0099502487562189,0,0,0,0,0,0,0,0,0
560,11471,0.005,0.09,0,0,0.015,0,0,0.005,0.02,0.315,0.375,0,0.065,0,0,0,0,0,0.03,0,0,0,0.005,0.01,0.01,0,0,0.005,0.045,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
565,11478,0.01,0.045,0,0,0.035,0,0,0,0.01,0.34,0.42,0,0.08,0,0,0,0,0.005,0.005,0,0,0,0,0.01,0.005,0,0,0,0.005,0,0,0.01,0,0.005,0,0,0.01,0.005,0,0,0,0,0,0,0,0,0
570,11486,0.015,0.04,0,0,0.035,0,0,0.005,0.02,0.53,0.31,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0
