"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Carya","Castanea","Fagus","Ostrya.Carpinus","Picea","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ambrosia","Betulaceae.undiff.","Fraxinus","Myrica","Pinus","Poaceae","Humulus","Alnus..tetraporate.","Alnus..pentaporate.","Alnus..triporate.","Acer.spicatum","Acer.undiff.","Artemisia","Pinaceae.undiff.","Ilex","Morus","Platanus","Ulmus","Rosaceae","Acer.saccharum","Cyperaceae","Salix","Juglans","Populus","Nyssa","Rubiaceae","Corylus","Alnus.undiff.","Larix","Tilia","Viburnum","Ranunculaceae.undiff.","Taxus","Plantago","Thalictrum","Chenopodium.type","Asteraceae.subf..Cichorioideae","Liquidambar","Sarcobatus.vermiculatus","Rhus","Alnus..hexaporate.","Cornus","Vitis","Juniperus.Thuja","Ericaceae","Onagraceae.undiff.","Campanulaceae","Alnus.incana.type","Alnus.viridis.type","Urtica","Shepherdia","Caryophyllaceae","Epilobium","Saxifragaceae"
210,4780,0.00571428571428571,0,0.457142857142857,0.00285714285714286,0,0.114285714285714,0.00857142857142857,0,0.0571428571428571,0,0.122857142857143,0,0,0.00571428571428571,0.02,0.00285714285714286,0.105714285714286,0,0,0.0257142857142857,0.02,0,0.00285714285714286,0,0.00285714285714286,0.00285714285714286,0.00285714285714286,0,0,0.00857142857142857,0.00285714285714286,0.0171428571428571,0.00285714285714286,0,0,0.00285714285714286,0,0,0,0,0,0.00285714285714286,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,4928,0.00347222222222222,0.00231481481481481,0.453703703703704,0,0,0.0740740740740741,0.0162037037037037,0.00115740740740741,0.087962962962963,0,0.127314814814815,0,0.00231481481481481,0.00231481481481481,0.0208333333333333,0.00462962962962963,0.107638888888889,0,0,0.0300925925925926,0.0138888888888889,0.00231481481481481,0.00462962962962963,0.00231481481481481,0,0.00115740740740741,0,0,0.00462962962962963,0.0185185185185185,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5075,0.004149377593361,0,0.495159059474412,0,0,0.0968188105117566,0.0138312586445367,0.00276625172890733,0.033195020746888,0,0.110650069156293,0.00276625172890733,0,0.00276625172890733,0.0193637621023513,0,0.120331950207469,0,0,0.0221300138312586,0.00829875518672199,0,0,0,0,0.004149377593361,0.00829875518672199,0,0.00276625172890733,0.0138312586445367,0,0.024896265560166,0,0,0.00276625172890733,0.00553250345781466,0,0,0,0,0,0,0,0,0,0,0.00276625172890733,0.00276625172890733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,5223,0.00242718446601942,0.00242718446601942,0.480582524271845,0,0.00242718446601942,0.0655339805825243,0.00970873786407767,0.00364077669902913,0.0631067961165049,0,0.121359223300971,0.00485436893203883,0,0.0121359223300971,0.0145631067961165,0.00242718446601942,0.138349514563107,0.00242718446601942,0,0.0169902912621359,0.00728155339805825,0.00242718446601942,0.00242718446601942,0,0,0.00121359223300971,0.00242718446601942,0,0.00242718446601942,0.00728155339805825,0,0.0218446601941748,0,0,0.00242718446601942,0,0,0,0,0,0.00242718446601942,0,0,0,0,0,0,0,0.00242718446601942,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,5961,0.006765899864682,0.0027063599458728,0.335588633288227,0,0,0.0162381596752368,0.013531799729364,0.0027063599458728,0.15426251691475,0,0.119079837618403,0,0,0,0.0243572395128552,0.0108254397834912,0.23680649526387,0,0,0.0081190798376184,0.0081190798376184,0,0,0,0,0.0013531799729364,0.0108254397834912,0,0.0054127198917456,0.0081190798376184,0.0054127198917456,0.0162381596752368,0.0027063599458728,0,0,0,0,0,0.0027063599458728,0,0,0,0,0,0.0027063599458728,0,0.0027063599458728,0,0,0,0.0027063599458728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,6699,0.0128700128700129,0.00514800514800515,0.319176319176319,0,0,0.00514800514800515,0.0257400257400257,0.00386100386100386,0.151866151866152,0,0.0386100386100386,0,0.00257400257400257,0.0128700128700129,0.00514800514800515,0.036036036036036,0.315315315315315,0,0.00257400257400257,0.00514800514800515,0.00514800514800515,0,0.00257400257400257,0,0,0.00128700128700129,0,0,0.00257400257400257,0.0102960102960103,0.00257400257400257,0.00772200772200772,0.00514800514800515,0,0,0.00514800514800515,0,0,0,0.00257400257400257,0,0,0,0,0.0102960102960103,0,0.00257400257400257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,7437,0.00452488687782805,0,0.285067873303167,0,0,0.00226244343891403,0.0203619909502262,0.00565610859728507,0.194570135746606,0,0.0226244343891403,0,0.00452488687782805,0.00678733031674208,0.0180995475113122,0.0248868778280543,0.308823529411765,0.00452488687782805,0,0.0135746606334842,0.00904977375565611,0,0.00226244343891403,0,0.00226244343891403,0.00452488687782805,0.00452488687782805,0,0,0.00678733031674208,0.00452488687782805,0.0135746606334842,0.00678733031674208,0.00226244343891403,0,0.0113122171945701,0,0,0.00452488687782805,0,0,0,0.00452488687782805,0,0.00226244343891403,0,0.00226244343891403,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,8618,0.0187319884726225,0.0115273775216138,0.230547550432277,0.00288184438040346,0,0,0.0230547550432277,0.00720461095100865,0.210374639769452,0,0.0201729106628242,0,0.00288184438040346,0,0.00576368876080692,0.0345821325648415,0.327089337175793,0.00576368876080692,0,0.0115273775216138,0.0259365994236311,0,0,0,0.00288184438040346,0.00144092219020173,0.00288184438040346,0,0,0,0.00576368876080692,0.0144092219020173,0,0.00288184438040346,0,0.0115273775216138,0,0,0.00576368876080692,0,0,0,0.00288184438040346,0,0.00864553314121038,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,9208,0.0119047619047619,0,0.345238095238095,0,0,0,0.00892857142857143,0.00297619047619048,0.199404761904762,0,0.0119047619047619,0.00595238095238095,0,0.00892857142857143,0.0148809523809524,0.0208333333333333,0.282738095238095,0.00595238095238095,0,0.0119047619047619,0.0208333333333333,0,0.00297619047619048,0,0,0.00595238095238095,0,0,0.00297619047619048,0.0208333333333333,0,0.00595238095238095,0.00297619047619048,0,0,0,0,0,0.00297619047619048,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,9612,0.0160213618157543,0.00267022696929239,0.363150867823765,0,0,0,0.0133511348464619,0.0106809078771696,0.0934579439252336,0,0.00267022696929239,0,0.00267022696929239,0.0106809078771696,0.00801068090787717,0.0186915887850467,0.325767690253672,0.00267022696929239,0,0.0240320427236315,0.0400534045393858,0,0.00267022696929239,0,0.00534045393858478,0.00667556742323097,0,0.00267022696929239,0,0.00267022696929239,0.00267022696929239,0.00801068090787717,0.00267022696929239,0.00267022696929239,0,0.0106809078771696,0,0,0.00267022696929239,0.00267022696929239,0,0,0.00267022696929239,0,0.00534045393858478,0,0,0,0,0,0,0.00267022696929239,0.00267022696929239,0,0,0,0,0,0,0,0,0,0,0,0,0
390,9801,0.01620029455081,0.00883652430044183,0.471281296023564,0,0,0,0.0147275405007364,0.0103092783505155,0.0736377025036819,0,0.00294550810014728,0.00294550810014728,0.00294550810014728,0.0117820324005891,0.0117820324005891,0.00883652430044183,0.269513991163476,0,0,0.0117820324005891,0.0353460972017673,0,0,0,0,0.00294550810014728,0,0,0.00294550810014728,0.00589101620029455,0.00294550810014728,0,0,0,0,0.0117820324005891,0,0,0.00589101620029455,0,0.00294550810014728,0,0.00589101620029455,0,0.00294550810014728,0,0,0,0,0,0,0,0.00294550810014728,0,0,0,0,0,0,0,0,0,0,0,0,0
400,9990,0.0189349112426036,0.00473372781065089,0.388165680473373,0,0.00473372781065089,0,0.0236686390532544,0.0130177514792899,0.0544378698224852,0,0.0118343195266272,0.00236686390532544,0,0.0142011834319527,0.0307692307692308,0.00473372781065089,0.272189349112426,0.00473372781065089,0,0.0284023668639053,0.0662721893491124,0,0.00236686390532544,0,0,0.00473372781065089,0,0,0,0.00473372781065089,0.00236686390532544,0.00710059171597633,0,0,0.00236686390532544,0.0142011834319527,0,0,0.0118343195266272,0,0.00236686390532544,0,0,0,0,0,0,0,0,0,0,0,0.00236686390532544,0.00236686390532544,0,0,0,0,0,0,0,0,0,0,0,0
420,10719,0.0244845360824742,0.00257731958762887,0.322164948453608,0,0,0,0.0128865979381443,0.0180412371134021,0.0592783505154639,0,0.0077319587628866,0.0103092783505155,0,0.0154639175257732,0.0103092783505155,0.0180412371134021,0.207474226804124,0.0103092783505155,0,0.056701030927835,0.128865979381443,0,0.0103092783505155,0,0.00257731958762887,0.00257731958762887,0,0,0.00257731958762887,0.00257731958762887,0.00257731958762887,0.00257731958762887,0,0.0077319587628866,0,0.0283505154639175,0,0,0.00515463917525773,0.0128865979381443,0.00257731958762887,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0.00257731958762887,0.00257731958762887,0.00515463917525773,0,0,0,0,0,0,0,0,0,0
440,11448,0.0460893854748603,0,0.410614525139665,0,0,0.00558659217877095,0.00837988826815642,0.0349162011173184,0.0418994413407821,0,0.00558659217877095,0,0,0.00558659217877095,0.0111731843575419,0.00837988826815642,0.111731843575419,0,0,0.0558659217877095,0.153631284916201,0,0.00837988826815642,0,0,0.00558659217877095,0,0,0,0.00279329608938547,0.00279329608938547,0.00558659217877095,0,0.00837988826815642,0,0.053072625698324,0,0,0,0.00837988826815642,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0
450,11812,0.0334224598930481,0,0.366310160427808,0,0,0,0.018716577540107,0.0454545454545455,0.0427807486631016,0,0,0.00802139037433155,0,0.00802139037433155,0.0053475935828877,0.0160427807486631,0.0922459893048128,0.0106951871657754,0,0.0748663101604278,0.152406417112299,0,0.0106951871657754,0,0,0.0053475935828877,0,0,0.00267379679144385,0.0053475935828877,0,0.00267379679144385,0,0.00802139037433155,0.00267379679144385,0.0427807486631016,0,0,0.0053475935828877,0.0133689839572193,0.0053475935828877,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0.0106951871657754,0,0,0.00267379679144385,0,0.00267379679144385,0.00267379679144385,0,0,0,0,0,0,0
458,12256,0.00374531835205993,0,0.340823970037453,0,0,0,0.0187265917602996,0.198501872659176,0.0337078651685393,0,0.00749063670411985,0.0149812734082397,0.00374531835205993,0.0337078651685393,0,0.00374531835205993,0.099250936329588,0.0262172284644195,0,0.048689138576779,0.0599250936329588,0,0,0,0.00374531835205993,0.00561797752808989,0,0,0,0.00374531835205993,0.00749063670411985,0,0.0561797752808989,0.0112359550561798,0,0,0,0,0,0.00749063670411985,0,0,0,0,0,0,0.00374531835205993,0,0,0,0,0,0.00374531835205993,0,0,0.00374531835205993,0,0,0,0,0,0,0,0,0,0
465,12816,0.00312174817898023,0,0.172736732570239,0,0,0,0.00832466181061394,0.36732570239334,0.0416233090530697,0.00208116545265349,0,0.00832466181061394,0.00832466181061394,0.00624349635796046,0.00416233090530697,0.00208116545265349,0.157127991675338,0.0270551508844953,0,0.0104058272632674,0.0228928199791883,0,0,0,0.0249739854318418,0,0,0,0,0.00208116545265349,0,0,0.0457856399583767,0.0104058272632674,0,0.0104058272632674,0,0,0,0,0,0,0,0.00208116545265349,0,0,0,0.00416233090530697,0,0,0,0,0,0,0,0.00416233090530697,0.0187304890738814,0,0,0.00416233090530697,0.0291363163371488,0.00208116545265349,0,0,0,0
470,13216,0.0141129032258065,0,0.161290322580645,0.00403225806451613,0,0,0.0201612903225806,0.366935483870968,0.0120967741935484,0.00403225806451613,0,0.0201612903225806,0,0.00806451612903226,0.0161290322580645,0,0.122983870967742,0.032258064516129,0.00403225806451613,0.00806451612903226,0.00806451612903226,0,0,0,0.0201612903225806,0.0201612903225806,0,0,0.00403225806451613,0.00806451612903226,0,0,0.064516129032258,0.032258064516129,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282258064516129,0.00403225806451613,0,0,0,0,0,0,0,0,0
475,13615,0,0,0.0876494023904383,0,0,0,0.00796812749003984,0.326693227091633,0.0398406374501992,0.00398406374501992,0,0.0159362549800797,0,0.00398406374501992,0,0,0.103585657370518,0.0199203187250996,0,0.00398406374501992,0.0438247011952191,0,0,0,0.0199203187250996,0,0,0,0,0,0,0,0.207171314741036,0,0,0.0398406374501992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637450199203187,0,0,0,0,0,0,0.0119521912350598,0,0,0
480,14015,0,0,0.0890688259109312,0,0,0,0.00809716599190283,0.331983805668016,0.0404858299595142,0.00404858299595142,0,0.0161943319838057,0.00404858299595142,0.00404858299595142,0,0,0.105263157894737,0.210526315789474,0,0.00404858299595142,0.0445344129554656,0,0,0,0.0202429149797571,0,0,0,0,0,0,0,0,0,0,0.0404858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647773279352227,0,0,0,0,0,0,0.0121457489878543,0,0,0
484,14335,0,0,0.0723860589812333,0,0,0,0.0455764075067024,0.194369973190349,0.0428954423592493,0,0,0.0214477211796247,0.00268096514745308,0.0214477211796247,0.00268096514745308,0,0.175603217158177,0.0187667560321716,0,0,0.00536193029490617,0,0,0,0.0536193029490617,0,0,0,0,0.00268096514745308,0,0,0.246648793565684,0.0402144772117962,0,0.0160857908847185,0,0,0,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0.0134048257372654,0.00268096514745308,0,0,0,0.00536193029490617,0.00536193029490617,0.00268096514745308,0.00268096514745308,0.00268096514745308,0
488,14655,0.00453720508166969,0,0.029038112522686,0,0,0,0.029038112522686,0.273139745916515,0.0344827586206897,0.00362976406533575,0,0.00907441016333938,0.00907441016333938,0.00544464609800363,0.00362976406533575,0.00181488203266788,0.225045372050817,0.014519056261343,0,0.014519056261343,0.00362976406533575,0,0,0,0.0308529945553539,0,0,0,0,0.00362976406533575,0,0,0.228675136116152,0.0254083484573503,0.00181488203266788,0.0108892921960073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014519056261343,0,0,0.00544464609800363,0.00544464609800363,0.00181488203266788,0.00544464609800363,0.00544464609800363,0,0
498,15455,0.00341296928327645,0,0.0477815699658703,0,0,0,0.0409556313993174,0.116040955631399,0.0341296928327645,0.0136518771331058,0,0.0136518771331058,0,0.0204778156996587,0.0273037542662116,0,0.218430034129693,0.0273037542662116,0,0.0136518771331058,0,0,0,0,0.0546075085324232,0,0,0,0,0,0.0204778156996587,0,0.204778156996587,0.0955631399317406,0,0.0273037542662116,0,0,0.0068259385665529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068259385665529,0,0.0068259385665529
508,NA,0.00453172205438067,0,0.093655589123867,0,0,0,0.0151057401812689,0.193353474320242,0.0453172205438066,0,0,0.0151057401812689,0.00906344410876133,0.00302114803625378,0.0151057401812689,0.00302114803625378,0.330815709969789,0.027190332326284,0,0.0151057401812689,0.00302114803625378,0,0,0,0.0211480362537764,0,0,0,0,0.00302114803625378,0,0.00302114803625378,0.093655589123867,0.0725075528700906,0.00302114803625378,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0,0.00302114803625378,0,0.00302114803625378,0,0.0151057401812689,0,0
