"sample.depths","sample.ages","Abies","Acer.negundo","Acer.saccharum","Alnus","Betula","Cupressaceae","Ephedra.torreyana.type","Ericaceae","Fagus","Larix","Ostrya","Picea","Pinus","Populus","Quercus","Salix","Sarcobatus.vermiculatus","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiineae.undiff.","Cyperaceae","Poaceae","Rosaceae","Urtica"
265,3814,0.0304347826086957,0,0,0.0304347826086957,0.0826086956521739,0,0,0,0,0,0,0.51304347826087,0.234782608695652,0,0,0,0,0.00434782608695652,0.1,0,0,0.00434782608695652,0,0,0,0,0,0
285,4104,0.00460829493087558,0,0,0.0460829493087558,0.101382488479263,0,0,0,0,0.00921658986175115,0,0.47926267281106,0.32258064516129,0.00921658986175115,0,0,0,0,0.00460829493087558,0.00921658986175115,0,0.00921658986175115,0,0.00460829493087558,0,0,0,0
295,4249,0.0283018867924528,0,0,0.0424528301886792,0.099056603773585,0,0,0,0,0.00471698113207547,0,0.466981132075472,0.339622641509434,0,0.00471698113207547,0,0,0,0,0,0,0.00471698113207547,0,0.00471698113207547,0.00471698113207547,0,0,0
305,4394,0.0235849056603774,0,0,0.0235849056603774,0.0943396226415094,0,0,0,0,0,0,0.490566037735849,0.330188679245283,0.00471698113207547,0.00471698113207547,0,0,0,0,0.00943396226415094,0,0.00943396226415094,0,0.00943396226415094,0,0,0,0
315,4539,0.0287081339712919,0,0,0.0287081339712919,0.110047846889952,0,0,0,0,0.0143540669856459,0,0.421052631578947,0.37799043062201,0,0.00478468899521531,0,0,0,0,0,0,0,0.00478468899521531,0,0.00956937799043062,0,0,0
320,4612,0.028436018957346,0,0,0.042654028436019,0.18957345971564,0,0,0,0,0.004739336492891,0,0.412322274881517,0.298578199052133,0.004739336492891,0.009478672985782,0,0,0,0,0.004739336492891,0,0.004739336492891,0,0,0,0,0,0
335,4829,0.042654028436019,0,0,0.018957345971564,0.132701421800948,0.004739336492891,0,0,0,0,0,0.398104265402844,0.393364928909953,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0.004739336492891,0,0,0
345,4972,0.0216450216450216,0,0,0.112554112554113,0.207792207792208,0,0,0,0,0.0173160173160173,0,0.25974025974026,0.363636363636364,0,0.00432900432900433,0,0,0,0,0,0,0.00865800865800866,0,0.00432900432900433,0,0,0,0
355,5076,0.0180995475113122,0,0,0.0678733031674208,0.14027149321267,0,0,0,0,0.0135746606334842,0,0.339366515837104,0.384615384615385,0,0.00904977375565611,0,0,0,0,0.00904977375565611,0,0.0135746606334842,0,0.00452488687782805,0,0,0,0
365,5180,0.0210970464135021,0,0,0.126582278481013,0.227848101265823,0,0,0,0,0.0253164556962025,0,0.20253164556962,0.358649789029536,0,0.0126582278481013,0,0,0,0,0.00843881856540084,0.00421940928270042,0.00843881856540084,0,0.00421940928270042,0,0,0,0
375,5284,0.0421940928270042,0,0,0.0886075949367089,0.147679324894515,0,0,0.00421940928270042,0,0.00843881856540084,0,0.232067510548523,0.409282700421941,0,0.00421940928270042,0.00421940928270042,0,0,0,0.00843881856540084,0,0.0421940928270042,0,0.00421940928270042,0.00421940928270042,0,0,0
385,5388,0.0365296803652968,0,0,0.0593607305936073,0.191780821917808,0,0,0.0045662100456621,0,0.0273972602739726,0,0.228310502283105,0.406392694063927,0,0.0136986301369863,0,0,0,0,0.0045662100456621,0,0.0182648401826484,0.0045662100456621,0,0.0045662100456621,0,0,0
395,5492,0.0130434782608696,0,0,0.0782608695652174,0.252173913043478,0,0,0.00434782608695652,0,0.00434782608695652,0.0130434782608696,0.143478260869565,0.430434782608696,0.00434782608695652,0.00434782608695652,0.00434782608695652,0,0,0,0.00434782608695652,0,0.0260869565217391,0,0,0.00869565217391304,0.00869565217391304,0,0
405,5596,0,0,0.0043859649122807,0.100877192982456,0.228070175438596,0,0,0,0,0.0043859649122807,0,0.171052631578947,0.456140350877193,0,0.0043859649122807,0.0131578947368421,0,0,0,0.0043859649122807,0,0.0087719298245614,0,0,0.0043859649122807,0,0,0
415,5700,0.0178571428571429,0,0,0.0625,0.200892857142857,0,0,0,0,0.00446428571428571,0.00446428571428571,0.214285714285714,0.446428571428571,0,0.00446428571428571,0,0,0,0.00446428571428571,0.00446428571428571,0,0.0223214285714286,0.00446428571428571,0.00446428571428571,0.00446428571428571,0,0,0
425,5803,0,0.0045662100456621,0,0.0684931506849315,0.214611872146119,0,0,0,0,0.0136986301369863,0,0.232876712328767,0.420091324200913,0,0.0091324200913242,0,0,0,0,0.0091324200913242,0,0.0182648401826484,0,0.0045662100456621,0,0.0045662100456621,0,0
475,6323,0.0287081339712919,0,0,0.0287081339712919,0.110047846889952,0,0,0,0,0.0143540669856459,0,0.277511961722488,0.516746411483254,0,0.00478468899521531,0,0,0,0.00478468899521531,0,0,0.00956937799043062,0,0,0.00478468899521531,0,0,0
485,6427,0.036697247706422,0,0,0.0596330275229358,0.100917431192661,0,0,0,0,0,0,0.31651376146789,0.444954128440367,0.0091743119266055,0.0091743119266055,0,0,0,0,0.00458715596330275,0,0.0091743119266055,0,0,0.0091743119266055,0,0,0
495,6531,0.0225225225225225,0,0,0.072072072072072,0.265765765765766,0,0,0,0,0.018018018018018,0,0.265765765765766,0.31981981981982,0.009009009009009,0,0,0,0,0,0,0,0.0135135135135135,0,0.0045045045045045,0.009009009009009,0,0,0
505,6635,0.0365296803652968,0,0,0.0684931506849315,0.141552511415525,0,0,0,0,0.0091324200913242,0,0.333333333333333,0.383561643835616,0,0.0045662100456621,0,0.0045662100456621,0,0,0,0,0.0136986301369863,0,0,0,0.0045662100456621,0,0
515,6739,0.0225225225225225,0,0,0.072072072072072,0.225225225225225,0,0,0,0,0.0045045045045045,0,0.27027027027027,0.382882882882883,0,0,0,0,0,0,0,0,0.0135135135135135,0,0,0,0.009009009009009,0,0
525,6843,0.0563380281690141,0,0,0.0563380281690141,0.131455399061033,0,0,0,0,0.00469483568075117,0,0.230046948356808,0.488262910798122,0,0.0187793427230047,0,0,0,0.00469483568075117,0.00469483568075117,0,0,0,0.00469483568075117,0,0,0,0
535,6947,0.0373831775700935,0,0,0.0514018691588785,0.11214953271028,0,0,0,0,0.00467289719626168,0,0.289719626168224,0.485981308411215,0,0.00467289719626168,0,0.00467289719626168,0,0.00467289719626168,0.00467289719626168,0,0,0,0,0,0,0,0
545,7051,0.0210970464135021,0,0,0.113924050632911,0.210970464135021,0,0,0,0,0.00843881856540084,0,0.160337552742616,0.434599156118143,0,0,0.00843881856540084,0.00421940928270042,0,0.00421940928270042,0.0126582278481013,0,0.0168776371308017,0,0.00421940928270042,0,0,0,0
555,7155,0.0429184549356223,0,0,0.0858369098712446,0.171673819742489,0,0,0,0,0.0171673819742489,0,0.120171673819742,0.493562231759657,0,0.0128755364806867,0.0128755364806867,0,0,0,0.00858369098712446,0,0.0214592274678112,0.00858369098712446,0.00429184549356223,0,0,0,0
565,7259,0.00873362445414847,0,0,0.0829694323144105,0.152838427947598,0,0,0,0,0.0131004366812227,0.00436681222707424,0.187772925764192,0.497816593886463,0,0.00436681222707424,0.00436681222707424,0,0,0,0,0,0.0174672489082969,0.00436681222707424,0.00436681222707424,0.0174672489082969,0,0,0
575,7363,0.00446428571428571,0,0,0.0535714285714286,0.419642857142857,0,0,0,0,0.0267857142857143,0.00446428571428571,0.142857142857143,0.267857142857143,0,0.0133928571428571,0.00446428571428571,0,0,0.00446428571428571,0.0178571428571429,0,0.0133928571428571,0,0.00446428571428571,0.0178571428571429,0.00446428571428571,0,0
585,7467,0,0.0045045045045045,0,0.0540540540540541,0.369369369369369,0,0,0,0,0.0225225225225225,0,0.18018018018018,0.297297297297297,0,0.009009009009009,0.0045045045045045,0,0,0.009009009009009,0.0045045045045045,0,0.0135135135135135,0,0,0.027027027027027,0,0.0045045045045045,0
595,7571,0,0,0,0.0852017937219731,0.520179372197309,0.00448430493273543,0,0,0,0.00448430493273543,0.0134529147982063,0.121076233183857,0.219730941704036,0,0.00448430493273543,0,0,0,0,0.0134529147982063,0,0,0,0.00448430493273543,0.00448430493273543,0.00448430493273543,0,0
605,7675,0.00434782608695652,0,0,0.0869565217391304,0.443478260869565,0,0,0,0,0,0,0.139130434782609,0.260869565217391,0,0.0130434782608696,0.00434782608695652,0,0,0,0.0130434782608696,0,0.00869565217391304,0,0,0.0217391304347826,0.00434782608695652,0,0
615,7778,0,0,0,0.108786610878661,0.334728033472803,0,0,0,0,0.00836820083682008,0,0.171548117154812,0.288702928870293,0,0.00836820083682008,0.00418410041841004,0,0,0.0125523012552301,0.00418410041841004,0.00418410041841004,0.0334728033472803,0,0,0.0167364016736402,0.00418410041841004,0,0
625,7882,0,0,0,0.0573770491803279,0.122950819672131,0,0,0,0,0.0327868852459016,0.00409836065573771,0.213114754098361,0.438524590163934,0,0.00819672131147541,0.0163934426229508,0,0,0,0.00819672131147541,0.00409836065573771,0.0204918032786885,0.0122950819672131,0.0204918032786885,0.0327868852459016,0.00819672131147541,0,0
635,NA,0,0,0,0.0091324200913242,0.0319634703196347,0,0,0,0,0,0,0.54337899543379,0.328767123287671,0,0.0091324200913242,0,0,0,0,0.0182648401826484,0,0.0136986301369863,0.0045662100456621,0.0045662100456621,0.0365296803652968,0,0,0
640,NA,0,0,0,0.0127118644067797,0.038135593220339,0,0,0,0,0.0127118644067797,0,0.567796610169492,0.228813559322034,0,0,0.00423728813559322,0,0,0,0,0.0127118644067797,0.0169491525423729,0.00423728813559322,0,0.0932203389830508,0.00847457627118644,0,0
