"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Fagus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Juniperus.type","Abies.balsamea","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Tsuga.canadensis","Picea.undiff.","Acer.rubrum","Ostrya.Carpinus","Taxus","Poaceae","Acer.saccharum","Carya.ovata","Pinus.strobus","Ericaceae.undiff.","Cyperaceae","Fraxinus.nigra.type","Juglans.cinerea","Ulmus","Juniperus.communis.Thuja.occidentalis.type","Acer.pensylvanicum","Ambrosia.type","Populus.tremuloides.type","Amaranthaceae","Fraxinus.pennsylvanica.type","Castanea.dentata","Larix","Plantaginaceae","Thalictrum","Salix.undiff.","Caryophyllaceae","Saxifraga.oppositifolia.type","Asteraceae.subf..Asteroideae.undiff.","Vaccinium","Acer.spicatum","Rosaceae.undiff.","Ilex.Nemopanthus","Celtis.occidentalis","Acer.nigrum","Prunus","Fabaceae","Populus.balsamifera.type","Tilia","Viburnum.undiff.","Cornus","Shepherdia.canadensis","Salix.herbacea.type","cf..Oxyria.digyna","Koenigia.islandica","Asteraceae.subf..Cichorioideae","Brassicaceae","Viburnum.nudum","Polygonum.viviparum","Ranunculaceae.undiff."
120,4451,0.0141025641025641,0.00769230769230769,0,0.748717948717949,0,0.00256410256410256,0.00256410256410256,0.0705128205128205,0.0397435897435897,0,0.00384615384615385,0.00897435897435897,0.00512820512820513,0.00256410256410256,0.00256410256410256,0.0397435897435897,0.00256410256410256,0,0,0,0.00769230769230769,0,0.0243589743589744,0,0.00128205128205128,0.00512820512820513,0,0.00128205128205128,0,0.00512820512820513,0,0,0,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0.00128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,5061,0.0261136712749616,0.00921658986175115,0,0.734254992319508,0,0,0.0153609831029186,0.0353302611367127,0.0752688172043011,0,0.00307219662058372,0.00307219662058372,0.00307219662058372,0.00307219662058372,0,0.0122887864823349,0.00307219662058372,0,0.00153609831029186,0.00153609831029186,0.0076804915514593,0.00307219662058372,0.0476190476190476,0,0.00460829493087558,0.0076804915514593,0,0.00153609831029186,0,0.00153609831029186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,5659,0.0281995661605206,0.00650759219088937,0,0.735357917570499,0.00650759219088937,0,0.00650759219088937,0.03470715835141,0.0911062906724512,0,0.00650759219088937,0,0.00216919739696312,0.00216919739696312,0.00216919739696312,0.0238611713665944,0,0,0,0,0.00433839479392625,0,0.0216919739696312,0,0.00216919739696312,0.00216919739696312,0,0.0108459869848156,0.00216919739696312,0.00433839479392625,0.00216919739696312,0,0.00216919739696312,0.00216919739696312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5959,0.0145278450363196,0.0242130750605327,0,0.641646489104116,0,0,0.0145278450363196,0.0799031476997579,0.113801452784504,0,0.00242130750605327,0,0,0.00242130750605327,0.00968523002421308,0.0338983050847458,0.00242130750605327,0.00242130750605327,0.00484261501210654,0,0.00726392251815981,0,0.0338983050847458,0,0,0.00242130750605327,0,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0.00484261501210654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,6258,0.0253411306042885,0.00974658869395711,0,0.693957115009747,0.00194931773879142,0,0.0175438596491228,0.0682261208576998,0.0194931773879142,0.00584795321637427,0.00584795321637427,0.00194931773879142,0.00389863547758285,0.00779727095516569,0.00974658869395711,0.0545808966861598,0,0.00194931773879142,0.00194931773879142,0,0.00974658869395711,0.00194931773879142,0.0428849902534113,0.00194931773879142,0,0,0,0.00389863547758285,0.00389863547758285,0,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389863547758285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,6557,0.00797872340425532,0.0106382978723404,0,0.64095744680851,0.00265957446808511,0,0.0186170212765957,0.0797872340425532,0.0106382978723404,0.00265957446808511,0.0132978723404255,0,0.00265957446808511,0.00265957446808511,0.0132978723404255,0.0771276595744681,0.00265957446808511,0,0.00531914893617021,0,0.0106382978723404,0,0.0718085106382979,0,0,0.00531914893617021,0,0.0132978723404255,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,6857,0.0141643059490085,0.0084985835694051,0,0.555240793201133,0.0056657223796034,0.0028328611898017,0.0169971671388102,0.1671388101983,0.0113314447592068,0,0.0113314447592068,0,0,0.0084985835694051,0.0084985835694051,0.0141643059490085,0.0113314447592068,0.0028328611898017,0.0028328611898017,0,0.0084985835694051,0,0.138810198300283,0,0,0.0028328611898017,0,0.0028328611898017,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,7185,0.00491400491400491,0.00737100737100737,0,0.712530712530713,0,0,0.00737100737100737,0.0810810810810811,0.00491400491400491,0.00491400491400491,0.00245700245700246,0,0.00982800982800983,0.0122850122850123,0.00245700245700246,0.0122850122850123,0.0122850122850123,0,0.0122850122850123,0,0,0,0.0614250614250614,0.00245700245700246,0,0.0147420147420147,0,0.0221130221130221,0.00245700245700246,0,0.00245700245700246,0,0.00245700245700246,0.00245700245700246,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,7534,0.00393700787401575,0.0551181102362205,0,0.68503937007874,0,0,0.0216535433070866,0.0688976377952756,0.0078740157480315,0.00196850393700787,0.0137795275590551,0.00196850393700787,0.00393700787401575,0.00590551181102362,0.00590551181102362,0.0413385826771654,0.00196850393700787,0,0.00590551181102362,0,0,0,0.0492125984251969,0,0.00196850393700787,0.0078740157480315,0,0.00590551181102362,0,0,0.00196850393700787,0,0,0,0,0.00393700787401575,0,0,0,0,0,0,0,0.00196850393700787,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,7883,0.00165016501650165,0.0726072607260726,0,0.694719471947195,0.00165016501650165,0.0033003300330033,0.0099009900990099,0.037953795379538,0.0198019801980198,0,0.0132013201320132,0.0033003300330033,0,0.00165016501650165,0.0033003300330033,0.0478547854785479,0.0033003300330033,0,0.0132013201320132,0.00165016501650165,0.0033003300330033,0,0.0231023102310231,0,0.0033003300330033,0.0066006600660066,0,0.0033003300330033,0,0.0033003300330033,0,0.0099009900990099,0.00165016501650165,0.0066006600660066,0.00165016501650165,0.0033003300330033,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8232,0.0084985835694051,0.0963172804532578,0.0028328611898017,0.69971671388102,0,0,0.0254957507082153,0.0212464589235127,0.0141643059490085,0.00141643059490085,0.0155807365439093,0.00424929178470255,0.0056657223796034,0.0056657223796034,0,0.0240793201133144,0.0028328611898017,0,0.0084985835694051,0.00991501416430595,0.00141643059490085,0.00141643059490085,0.0226628895184136,0,0.00141643059490085,0.00708215297450425,0,0.00424929178470255,0,0,0,0.0028328611898017,0,0,0,0.00141643059490085,0,0,0.0028328611898017,0,0,0.00141643059490085,0,0,0,0,0,0,0,0,0.0056657223796034,0.00141643059490085,0,0,0,0,0,0,0,0,0,0,0
250,8580,0.00125470514429109,0.129234629861982,0.00125470514429109,0.760351317440402,0,0,0.013801756587202,0.0213299874529486,0.00752823086574655,0,0.00627352572145546,0,0,0.0150564617314931,0.00125470514429109,0.013801756587202,0.00125470514429109,0,0,0.00125470514429109,0,0,0.00878293601003764,0,0.00501882057716437,0,0,0,0,0,0.00125470514429109,0.00125470514429109,0,0,0,0,0,0.00125470514429109,0.00250941028858218,0,0,0.00125470514429109,0,0.00250941028858218,0.00250941028858218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,8929,0.00440528634361234,0.0631424375917768,0,0.794419970631424,0.00146842878120411,0,0.0190895741556534,0.026431718061674,0.00587371512481645,0,0.00881057268722467,0.00146842878120411,0,0.00440528634361234,0,0.0337738619676946,0,0,0,0.00146842878120411,0.00146842878120411,0,0.00734214390602056,0,0.00293685756240822,0,0,0.00440528634361234,0.00146842878120411,0,0,0.0102790014684288,0,0,0,0,0,0,0.00146842878120411,0,0,0.00440528634361234,0,0,0,0,0,0,0,0,0.00146842878120411,0,0,0,0,0,0,0,0,0,0,0,0
270,9256,0,0.2178517397882,0,0.677760968229955,0.00302571860816944,0,0.00907715582450832,0.00605143721633888,0.0181543116490166,0,0.00907715582450832,0,0.00151285930408472,0.00605143721633888,0,0.00907715582450832,0,0,0,0.00453857791225416,0,0.00151285930408472,0.00453857791225416,0,0.00302571860816944,0.00151285930408472,0,0.00151285930408472,0.00151285930408472,0,0,0.010590015128593,0,0.00302571860816944,0,0,0,0,0.00907715582450832,0,0,0,0,0,0,0,0,0,0,0,0.00151285930408472,0,0,0,0,0,0,0,0,0,0,0,0
280,9458,0.00332778702163062,0.183028286189684,0.00499168053244592,0.668885191347754,0,0.00166389351081531,0.0133111480865225,0.0232945091514143,0.0149750415973378,0,0.00499168053244592,0,0,0.00499168053244592,0.00166389351081531,0.043261231281198,0,0.00166389351081531,0,0,0,0,0.00665557404326123,0,0.00499168053244592,0.00166389351081531,0,0,0.00166389351081531,0,0,0.00831946755407654,0,0.00166389351081531,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0.00166389351081531,0,0,0,0,0,0,0,0,0
290,9660,0.0138150903294368,0.40913921360255,0.00212539851222104,0.26567481402763,0,0.00318809776833156,0.0722635494155154,0.0127523910733262,0.00637619553666312,0.0053134962805526,0.00637619553666312,0.00318809776833156,0,0.0180658873538789,0,0.0573857598299681,0,0,0,0.00106269925611052,0,0,0.0127523910733262,0,0.0053134962805526,0.00212539851222104,0,0.00106269925611052,0,0,0,0.0743889479277365,0,0,0.00106269925611052,0.00637619553666312,0,0,0.0106269925611052,0,0,0.00212539851222104,0,0,0,0,0,0,0,0,0.00318809776833156,0,0,0,0.00318809776833156,0.00106269925611052,0,0,0,0,0,0,0
300,9862,0.00396039603960396,0.223762376237624,0.00198019801980198,0.269306930693069,0,0.0495049504950495,0.0415841584158416,0.0415841584158416,0.0217821782178218,0.00198019801980198,0,0,0.00792079207920792,0.00594059405940594,0.00198019801980198,0.255445544554455,0,0,0,0.00198019801980198,0,0,0.0138613861386139,0,0.0099009900990099,0,0,0.00198019801980198,0,0,0,0.0178217821782178,0.00198019801980198,0.00198019801980198,0.00198019801980198,0,0,0,0.0138613861386139,0,0,0.00396039603960396,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0
310,10494,0,0.069620253164557,0.0126582278481013,0.344936708860759,0.00632911392405063,0,0.155063291139241,0.0443037974683544,0.0316455696202532,0,0.00316455696202532,0.00316455696202532,0.0126582278481013,0.00949367088607595,0.00316455696202532,0.183544303797468,0,0,0,0.00632911392405063,0,0,0.0158227848101266,0.00316455696202532,0.0189873417721519,0,0,0.00316455696202532,0,0,0,0.0126582278481013,0,0,0,0.00316455696202532,0,0.00316455696202532,0.0411392405063291,0,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0,0,0,0.00632911392405063,0,0.00316455696202532,0,0,0,0,0,0
315,11025,0,0.0070754716981132,0.0070754716981132,0.120283018867925,0.00235849056603774,0.0141509433962264,0.431603773584906,0.0070754716981132,0.0070754716981132,0.0165094339622642,0.00235849056603774,0,0.00471698113207547,0.0212264150943396,0.00235849056603774,0.268867924528302,0,0,0,0.00471698113207547,0.00235849056603774,0,0.0235849056603774,0.00235849056603774,0.0165094339622642,0,0,0,0,0,0.00235849056603774,0.0165094339622642,0,0,0,0.00235849056603774,0,0,0.00471698113207547,0,0,0.00471698113207547,0,0.00235849056603774,0,0,0,0,0,0,0.00235849056603774,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0
325,NA,0,0.0338164251207729,0.0241545893719807,0.618357487922705,0,0,0.0120772946859903,0.0217391304347826,0.0072463768115942,0,0,0,0,0.0072463768115942,0.00241545893719807,0.0241545893719807,0,0,0,0.0144927536231884,0,0,0.00483091787439614,0,0.0386473429951691,0,0,0.00483091787439614,0,0,0.00241545893719807,0.00483091787439614,0,0,0,0,0,0,0.103864734299517,0.00241545893719807,0,0.00483091787439614,0,0,0.00966183574879227,0,0,0,0,0.00241545893719807,0.00241545893719807,0,0,0,0.0531400966183575,0,0,0,0,0,0,0,0
330,NA,0,0.0412844036697248,0.0871559633027523,0.192660550458716,0,0.00458715596330275,0,0.091743119266055,0.0137614678899083,0,0,0,0,0.0275229357798165,0.00458715596330275,0.0275229357798165,0,0,0,0.0458715596330275,0,0,0.018348623853211,0,0.344036697247706,0,0,0.0091743119266055,0,0,0.0091743119266055,0,0,0,0,0,0,0.0091743119266055,0.018348623853211,0.0091743119266055,0.0091743119266055,0.0091743119266055,0,0.0091743119266055,0.0091743119266055,0,0,0,0,0.00458715596330275,0,0,0,0,0,0,0.00458715596330275,0,0,0,0,0,0
335,NA,0.00199600798403194,0.0518962075848303,0.215568862275449,0.125748502994012,0,0,0.0359281437125748,0.0459081836327345,0.00399201596806387,0,0,0.00199600798403194,0,0.107784431137725,0.00199600798403194,0.0179640718562874,0,0,0,0.0598802395209581,0,0,0.0119760479041916,0.00199600798403194,0.173652694610778,0,0,0.00199600798403194,0,0,0.00798403193612774,0,0.00399201596806387,0,0,0,0,0.00798403193612774,0.0259481037924152,0.0119760479041916,0.00598802395209581,0.00598802395209581,0,0,0.00399201596806387,0,0,0,0,0.00399201596806387,0,0,0,0,0,0,0.0538922155688623,0.00199600798403194,0.00199600798403194,0.00199600798403194,0.00199600798403194,0,0
340,NA,0,0.0097560975609756,0.0682926829268293,0.0390243902439024,0,0,0.073170731707317,0.107317073170732,0.0146341463414634,0,0,0,0,0.11219512195122,0,0.0439024390243902,0,0.0048780487804878,0,0.0829268292682927,0,0,0.0292682926829268,0,0.331707317073171,0,0,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0.024390243902439,0.0195121951219512,0.0048780487804878,0.0048780487804878,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0.0195121951219512,0,0,0,0,0,0
350,NA,0.0121065375302663,0.0460048426150121,0.12590799031477,0.0750605326876513,0,0,0.0435835351089588,0.0411622276029056,0.00484261501210654,0,0,0,0,0.099273607748184,0.00242130750605327,0.0169491525423729,0,0,0,0.0774818401937046,0,0,0.00242130750605327,0,0.217917675544794,0,0,0.00484261501210654,0,0,0.0217917675544794,0,0,0,0,0,0,0.00484261501210654,0.0242130750605327,0.0169491525423729,0,0.00726392251815981,0,0,0.0169491525423729,0,0,0,0,0.00484261501210654,0,0,0,0,0,0,0.121065375302663,0,0,0.00968523002421308,0,0.00242130750605327,0
360,NA,0,0.00177304964539007,0.0390070921985816,0.101063829787234,0.00177304964539007,0.00177304964539007,0.0265957446808511,0.124113475177305,0.00531914893617021,0.00177304964539007,0,0,0.00709219858156028,0.156028368794326,0,0.0301418439716312,0.00177304964539007,0.00531914893617021,0,0.0673758865248227,0,0,0.00354609929078014,0.00354609929078014,0.24113475177305,0,0.00177304964539007,0.00354609929078014,0,0,0.00886524822695036,0.0124113475177305,0,0,0,0,0,0,0.0159574468085106,0.0195035460992908,0,0.0425531914893617,0,0,0.0425531914893617,0,0,0,0,0.00886524822695036,0,0,0,0,0,0,0.0141843971631206,0,0.00177304964539007,0.00354609929078014,0.00177304964539007,0,0.00354609929078014
370,NA,0,0,0.0426829268292683,0.0670731707317073,0,0,0.0792682926829268,0.164634146341463,0,0,0.00609756097560976,0,0,0.304878048780488,0,0.0670731707317073,0,0.00609756097560976,0,0.073170731707317,0,0,0,0,0.0792682926829268,0,0,0,0,0,0.0182926829268293,0.00609756097560976,0,0,0,0,0,0,0.0304878048780488,0.00609756097560976,0,0.024390243902439,0,0,0.0121951219512195,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0
380,NA,0,0,0.090909090909091,0.212121212121212,0,0,0.0303030303030303,0.121212121212121,0.0303030303030303,0,0,0,0,0.272727272727273,0,0.0303030303030303,0,0,0,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0,0,0,0,0,0.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,NA,0,0.0384615384615385,0,0.0384615384615385,0,0,0,0.192307692307692,0,0,0,0,0,0.153846153846154,0,0.0384615384615385,0,0,0,0.192307692307692,0,0,0,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
