"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Acer.undiff.","Adiantum","Alnus","Amaranthaceae.undiff.","Ambrosia.type","Anacardiaceae.undiff.","Apiaceae.undiff.","Araliaceae","Arecaceae.undiff.","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Azolla","Betula","Betulaceae.undiff.","Botrychium","Brasenia.schreberi","Brassicaceae","Cabomba","Callitriche","Campanulaceae","Carya","Caryophyllaceae","Castanea","Ceanothus","Celtis","Cephalanthus","Ceratiola.ericoides.type","Chamaecrista.type","Clethra","Combretaceae.Melastomataceae","Cornus.sericea.type","Corylus","Cupressaceae.undiff.","Cyperaceae.undiff.","Cyrilla.racemiflora","Dalea","Dodonaea","Drosera","Dryopteris.type","Equisetum","Ericaceae","Eriocaulon","Eriogonum","Eugenia","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.undiff.","Galium","Gomphrena.type","Gordonia","Hydrocotyle","Hypericum","Ilex","Indeterminable","Isoëtes","Itea","Iva.frutescens.type","Iva.xanthifolia.type","Juglans.nigra","Lamiaceae","Lechea","Lemna","Liliaceae","Liquidambar","Liriodendron","Lycopodiaceae.undiff.","Magnolia","Malvaceae","Mimosaceae","Moraceae","Myrica","Myriophyllum","Myrsine","Myrtaceae.undiff.","Nuphar","Nymphaea","Nyssa","Onagraceae","Osmanthus","Osmunda.cinnamomea","Ostrya.Carpinus","Parthenocissus","Phoradendron","Picea","Pinaceae.undiff.","Pinus.clausa.type","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus","Pinus.undiff.","Pistacia","Planera.aquatica","Plantago","Platanus","Poaceae","Polygonella.fimbriata.type","Polygonella.polygama.type","Polygonum.amphibium","Polypodium.type","Populus","Potamogetonaceae","Primula","Pseudolycopodiella.carolinianum","Pteridium.type","Quercus","Ranunculaceae.undiff.","Rhamnaceae.undiff.","Rhus","Rhynchospora","Rosaceae","Rubiaceae.undiff.","Rumex","Rutaceae","Sagittaria","Salix","Sambucus","Sapindus","Selaginella","Serenoa","Sisyrinchium","Solanaceae","Sparganium.type","Sphagnum","Styloceras","Symplocos","Taxodium","Thalictrum","Tilia","Tsuga","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Urtica.type","Urticaceae","Urticales.undiff.","Utricularia","Viburnum","Viscaceae.undiff.","Vitis","Xanthium"
458,4641,0,0,0,0,0,0,1,0,3,0,0,0,0,1,7,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,3,0,0,0,0,0,1,0,5,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,22,3,0,0,0,1,7,0,0,0,6,0,0,0,0,0,361,0,0,0,5,0,1,34,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,5,3,0,0,0,0,0,1,0,0,2,0
462,5728,0,0,0,0,0,0,4,0,6,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,12,3,0,0,0,2,3,0,0,0,7,0,0,0,0,0,290,0,0,0,0,0,0,40,0,0,0,1,1,0,0,0,0,73,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
464,6271,0,0,0,0,0,0,5,0,3,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,11,0,0,0,0,1,0,9,1,0,0,1,2,2,0,0,0,7,0,0,0,0,0,300,0,0,0,1,0,1,39,0,0,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,22,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
466,6815,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,7,3,0,0,0,2,4,0,0,0,8,0,0,0,0,0,438,0,0,0,6,0,1,40,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,41,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0
468,7358,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,6,1,0,0,0,1,3,0,0,0,5,0,0,0,0,0,403,0,0,0,4,0,1,39,0,0,0,0,0,0,0,0,0,71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
469,7630,0,0,0,0,0,0,2,2,1,0,1,0,0,0,6,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,0,7,0,1,0,0,0,378,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,7,2,0,0,0,0,0,0,0,0,2,0
470,7901,0,0,0,0,0,0,1,1,2,0,0,0,1,0,18,0,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,4,13,0,0,0,2,4,0,0,0,6,0,0,0,0,0,366,0,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
472,8445,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,11,0,0,6,3,1,0,0,0,5,0,0,0,0,0,358,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
474,8852,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,5,0,0,1,2,1,0,0,0,3,0,0,0,0,0,343,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
475,9124,0,2,0,0,0,0,2,2,2,0,0,0,2,0,9,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,3,0,8,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,11,0,0,1,2,6,0,0,0,5,0,0,0,0,1,70,0,340,0,1,0,0,28,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0
476,11527,0,0,0,0,0,0,0,0,4,0,0,0,0,3,26,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,33,0,1,2,14,2,0,0,0,31,0,0,0,0,0,110,0,0,0,1,0,1,3,0,0,0,1,2,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0
478,11598,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,3,13,4,0,0,0,13,0,0,0,0,0,135,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,2,0,0,1,0,0,0,0,0,1,0
480,11692,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,76,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,4,5,1,0,0,0,20,0,0,0,0,0,147,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0
482,11786,0,0,0,0,0,0,1,1,4,0,0,0,0,0,3,0,0,0,0,0,10,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,4,5,4,0,2,0,6,0,0,0,0,0,149,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
484,11881,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,1,0,0,8,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,14,16,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,3,1,0,0,0,16,0,0,0,0,0,114,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0
486,11975,0,0,0,0,0,0,0,0,3,1,0,0,0,1,12,0,0,0,0,0,5,0,0,0,0,18,0,7,0,1,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,7,0,0,10,8,1,0,0,0,31,0,0,0,0,0,151,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0
488,12069,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,1,12,0,0,5,3,3,0,0,0,20,0,1,0,0,0,188,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,5,0,0,0,0,0,0,0,0,1,0
491,12210,0,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,16,0,1,0,1,0,0,0,0,1,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,3,4,0,0,0,0,22,0,0,0,0,0,157,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0
494,12352,0,1,0,0,0,0,0,0,6,0,0,0,1,0,5,0,0,0,0,0,4,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,3,9,0,0,0,0,27,0,0,0,0,0,102,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0
495,12399,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,1,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,5,1,3,0,0,0,12,0,0,0,0,0,28,0,79,0,0,0,0,22,0,1,0,0,0,0,0,0,1,91,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0
496,12446,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,13,4,3,0,0,0,1,0,0,0,0,1,0,0,8,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,3,3,2,0,0,0,16,0,0,0,0,0,146,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,4,0
498,12540,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,1,0,0,6,0,0,0,0,13,0,0,0,2,0,0,0,0,1,0,3,7,7,0,0,0,0,1,0,0,0,0,0,0,0,7,0,3,0,0,0,8,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,2,0,0,2,2,0,0,0,0,8,0,0,0,0,0,122,0,0,0,1,0,0,26,0,0,0,0,1,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
500,12634,0,0,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,2,9,0,0,0,0,17,0,0,0,0,0,105,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0
502,12728,0,0,0,0,0,0,1,2,2,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,19,6,0,0,0,0,17,0,0,0,0,0,134,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
504,12823,0,0,0,0,0,0,1,0,6,0,0,0,0,0,6,0,0,1,0,0,4,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,15,0,0,0,0,0,101,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0
506,12887,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,6,2,0,0,0,17,0,0,0,0,0,105,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,2,0,0,0,0,0,0,0,0,3,0
508,12922,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,0,27,0,0,0,0,0,89,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
510,12957,0,0,0,0,0,0,3,2,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,108,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0
