"sample.depths","sample.ages","Abies","Alnus.viridis.type","Ambrosia.type","Betula","Cannabaceae","Caryophyllaceae","Pinaceae.undiff.","Cyperaceae","Ericaceae","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Fraxinus","Poaceae","Iva","Alnus.incana.type","Artemisia","Quercus","Ranunculaceae.undiff.","Trees.undiff.","Fabaceae","Rosaceae","Ostrya.Carpinus","Rumex","Myrica","Epilobium","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Acer","Amaranthaceae","Fagus","Corylus","Ulmus","Rhamnaceae.Vitaceae","Salix","Cupressaceae","Juglans","Populus","Taxus","Urticaceae","Sambucus","Cornus","Hypericum","Shepherdia.canadensis","Moraceae","Carya","Asteraceae.undiff.","Malvaceae","Thalictrum","Plantago","Polygonum"
42,2388,0.0395348837209302,0.00930232558139535,0,0.0674418604651163,0,0,0.072093023255814,0.00232558139534884,0,0.00465116279069767,0.786046511627907,0.00232558139534884,0.00697674418604651,0.00697674418604651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2563,0.0430769230769231,0.0215384615384615,0.00153846153846154,0.0707692307692308,0,0,0.063076923076923,0.00153846153846154,0,0.0107692307692308,0.763076923076923,0.00461538461538462,0.00615384615384615,0.00307692307692308,0,0,0,0.00153846153846154,0,0,0,0.00153846153846154,0,0,0,0.00153846153846154,0,0,0.00153846153846154,0,0.00153846153846154,0,0,0.00153846153846154,0.00153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2779,0.038560411311054,0.0102827763496144,0,0.0719794344473008,0,0,0.051413881748072,0,0,0.0089974293059126,0.794344473007712,0.0012853470437018,0.0038560411311054,0.0115681233933162,0,0.0012853470437018,0,0,0,0,0,0.0012853470437018,0,0,0.0012853470437018,0,0,0,0,0,0.0012853470437018,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3018,0.0638297872340425,0.0177304964539007,0,0.0797872340425532,0,0,0.0833333333333333,0.00177304964539007,0.00177304964539007,0.00531914893617021,0.714539007092199,0.00354609929078014,0.00177304964539007,0.0159574468085106,0,0,0,0,0.00177304964539007,0,0,0,0,0.00177304964539007,0.00177304964539007,0.00354609929078014,0,0,0,0,0,0,0,0,0,0.00177304964539007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3257,0.0306122448979592,0.0142857142857143,0,0.102040816326531,0,0,0.128571428571429,0.00408163265306122,0,0.00204081632653061,0.677551020408163,0,0.00612244897959184,0.0224489795918367,0,0.00204081632653061,0,0,0.00204081632653061,0.00204081632653061,0,0,0,0,0,0.00204081632653061,0,0,0,0,0.00204081632653061,0,0,0,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3497,0.0588235294117647,0.0294117647058824,0.00147058823529412,0.075,0,0,0.0323529411764706,0,0,0.00147058823529412,0.773529411764706,0,0.00588235294117647,0.0132352941176471,0,0,0,0,0.00147058823529412,0,0,0.00147058823529412,0,0,0.00147058823529412,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0.00147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3736,0.034965034965035,0.0314685314685315,0,0.145104895104895,0,0,0.0402097902097902,0.00174825174825175,0,0.006993006993007,0.70979020979021,0,0.00174825174825175,0.013986013986014,0,0.00174825174825175,0,0,0.0034965034965035,0.00524475524475524,0,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3975,0.0381165919282511,0.031390134529148,0,0.0986547085201794,0,0,0.0493273542600897,0,0,0.00448430493273543,0.726457399103139,0,0,0.015695067264574,0,0.00672645739910314,0.00224215246636771,0.00224215246636771,0.00224215246636771,0,0,0.0134529147982063,0,0,0,0,0,0,0.00224215246636771,0,0,0,0,0,0.00224215246636771,0,0.00448430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,4214,0.0254237288135593,0.0254237288135593,0.00169491525423729,0.154237288135593,0,0,0.0288135593220339,0.0135593220338983,0,0.00338983050847458,0.723728813559322,0,0,0.0101694915254237,0.00169491525423729,0.00338983050847458,0,0,0,0,0,0.00677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,4416,0.0539956803455724,0.00431965442764579,0,0.060475161987041,0,0,0.140388768898488,0.00323974082073434,0,0.00431965442764579,0.697624190064795,0.00107991360691145,0.00755939524838013,0.0183585313174946,0,0.00107991360691145,0,0.00215982721382289,0.00215982721382289,0.00107991360691145,0,0,0,0,0,0.00107991360691145,0,0,0.00107991360691145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4613,0.0429292929292929,0.023989898989899,0,0.090909090909091,0,0,0.0416666666666667,0.00252525252525253,0,0.00252525252525253,0.753787878787879,0,0.00126262626262626,0.0151515151515152,0,0.00378787878787879,0,0.00126262626262626,0,0.00126262626262626,0,0.0113636363636364,0,0,0.00252525252525253,0,0,0,0.00126262626262626,0,0.00252525252525253,0,0,0,0.00126262626262626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4809,0.0748752079866889,0.0116472545757072,0,0.0965058236272879,0,0,0.0349417637271215,0.00332778702163062,0,0.00665557404326123,0.737104825291181,0.00332778702163062,0.00332778702163062,0.0133111480865225,0,0.00332778702163062,0,0,0,0,0,0.00831946755407654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5006,0.0503833515881709,0.0262869660460022,0,0.143483023001095,0,0,0.0547645125958379,0.00547645125958379,0.00109529025191676,0.00219058050383352,0.662650602409639,0,0.00328587075575027,0.0240963855421687,0.00109529025191676,0.00219058050383352,0,0.00219058050383352,0.00109529025191676,0.00219058050383352,0,0.0076670317634173,0,0,0.00219058050383352,0,0.00438116100766703,0,0,0,0,0,0,0.00109529025191676,0.00219058050383352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,5203,0.0390243902439024,0.0158536585365854,0,0.163414634146341,0,0,0.0280487804878049,0.00731707317073171,0,0,0.70609756097561,0.00121951219512195,0,0.0146341463414634,0,0,0,0,0.00121951219512195,0.00121951219512195,0,0.0146341463414634,0,0.00121951219512195,0.00121951219512195,0.0024390243902439,0.00121951219512195,0,0,0,0,0,0,0.00121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,5399,0.0492424242424242,0.0227272727272727,0,0.134469696969697,0,0,0.0416666666666667,0.00189393939393939,0.00189393939393939,0.00189393939393939,0.710227272727273,0,0.00189393939393939,0.0170454545454545,0,0,0,0.00189393939393939,0,0,0,0.00946969696969697,0,0,0.00189393939393939,0,0,0,0.00189393939393939,0,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,5596,0.028328611898017,0.0325779036827195,0,0.164305949008499,0,0,0.0368271954674221,0.00141643059490085,0,0.0028328611898017,0.691218130311615,0.00141643059490085,0,0.0127478753541076,0.00141643059490085,0,0,0,0.00141643059490085,0.00141643059490085,0,0.0113314447592068,0,0,0.00424929178470255,0,0.00141643059490085,0,0.00141643059490085,0,0.00141643059490085,0,0,0,0.00141643059490085,0,0.00141643059490085,0.00141643059490085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,5792,0.00705467372134039,0.00352733686067019,0,0.118165784832451,0,0,0.08994708994709,0.0017636684303351,0,0.0017636684303351,0.746031746031746,0.0017636684303351,0.00352733686067019,0.0123456790123457,0,0,0,0,0,0.0017636684303351,0,0.00529100529100529,0,0,0,0.0017636684303351,0,0,0,0,0,0,0,0.00352733686067019,0,0,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0
110,6009,0.0334029227557411,0.00208768267223382,0,0.117954070981211,0,0,0.0459290187891441,0.00104384133611691,0,0.00208768267223382,0.77035490605428,0,0.00313152400835073,0.0167014613778706,0,0,0,0,0,0.00313152400835073,0,0.00313152400835073,0,0,0,0,0,0,0.00104384133611691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6237,0.0544720914593141,0.00806993947545393,0.000672494956287828,0.0981842636180229,0,0,0.0450571620712845,0,0,0.00201748486886348,0.76462676529926,0.00201748486886348,0.00537995965030262,0.0121049092131809,0,0,0,0,0.000672494956287828,0.00268997982515131,0,0,0,0,0,0,0.000672494956287828,0,0.00268997982515131,0,0,0,0.000672494956287828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,6465,0.0390286209887251,0.00433651344319167,0,0.102341717259324,0,0,0.11968777103209,0.000867302688638335,0,0.00520381613183001,0.694709453599306,0,0.0121422376409367,0.0138768430182134,0,0,0.000867302688638335,0,0.000867302688638335,0,0,0.00346921075455334,0,0,0.000867302688638335,0,0.000867302688638335,0,0,0,0,0,0,0,0.000867302688638335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,6694,0.0601503759398496,0.0300751879699248,0,0.203007518796992,0,0,0.0730397422126745,0.00214822771213749,0.00107411385606874,0,0.580021482277121,0.00107411385606874,0.00322234156820623,0.0247046186895811,0,0,0,0.00107411385606874,0,0.00107411385606874,0,0.00859291084854995,0,0,0.00107411385606874,0.00214822771213749,0,0,0.00322234156820623,0,0.00107411385606874,0.00107411385606874,0,0.00107411385606874,0,0,0.00107411385606874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,6922,0.114691943127962,0.0227488151658768,0,0.166824644549763,0,0,0.113744075829384,0.00568720379146919,0,0,0.518483412322275,0.0037914691943128,0.0113744075829384,0.0303317535545024,0,0.0018957345971564,0.0009478672985782,0,0.0009478672985782,0,0,0.0009478672985782,0,0,0,0.0009478672985782,0.0018957345971564,0,0.0018957345971564,0,0.0009478672985782,0,0,0.0009478672985782,0,0,0,0.0009478672985782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,7151,0.130026809651475,0.0871313672922252,0,0.276139410187668,0,0,0.100536193029491,0.0134048257372654,0,0.00134048257372654,0.298927613941019,0.00134048257372654,0.00536193029490617,0.0388739946380697,0,0.00268096514745308,0,0.00134048257372654,0,0.00536193029490617,0,0.0241286863270777,0,0,0.00134048257372654,0.00134048257372654,0.00536193029490617,0,0.00402144772117962,0,0,0,0,0,0,0,0,0,0,0,0,0.00134048257372654,0,0,0,0,0,0,0,0,0,0,0
134,7379,0.232401157184185,0.0896817743490839,0,0.217936354869817,0,0,0.138862102217936,0.0106075216972035,0.000964320154291225,0,0.218900675024108,0.0038572806171649,0.00675024108003857,0.04725168756027,0,0.000964320154291225,0,0.000964320154291225,0.000964320154291225,0.00675024108003857,0,0.0144648023143684,0,0,0,0,0.000964320154291225,0,0,0,0,0.000964320154291225,0,0.0038572806171649,0,0,0.000964320154291225,0,0,0,0.000964320154291225,0,0.000964320154291225,0,0,0,0,0,0,0,0,0,0
138,7607,0.178506375227687,0.0546448087431694,0,0.0746812386156648,0,0,0.233151183970856,0.00546448087431694,0,0,0.349726775956284,0.00728597449908925,0.0163934426229508,0.0327868852459016,0,0,0,0.00364298724954463,0.00182149362477231,0.00182149362477231,0,0,0,0,0.0182149362477231,0,0.00182149362477231,0,0.00182149362477231,0,0,0.00182149362477231,0,0.0145719489981785,0,0,0,0,0,0,0,0,0,0.00182149362477231,0,0,0,0,0,0,0,0,0
142,7922,0.221105527638191,0.0944723618090452,0,0.155778894472362,0,0,0.141708542713568,0.0100502512562814,0.00100502512562814,0.00100502512562814,0.294472361809045,0.00301507537688442,0.0110552763819095,0.0351758793969849,0,0.00301507537688442,0,0.00301507537688442,0.00100502512562814,0.00201005025125628,0,0.00804020100502513,0,0,0.00100502512562814,0.00100502512562814,0.00100502512562814,0,0.00100502512562814,0.00201005025125628,0,0,0,0.00703517587939699,0.00100502512562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,8323,0.0307262569832402,0.287709497206704,0,0.167597765363128,0,0,0.0642458100558659,0.0139664804469274,0.00279329608938547,0,0.340782122905028,0.00279329608938547,0.00837988826815642,0.0139664804469274,0.00279329608938547,0.0195530726256983,0,0.0139664804469274,0,0.00279329608938547,0,0,0,0,0.00279329608938547,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0.00837988826815642,0.0111731843575419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,8724,0.0778443113772455,0.125748502994012,0,0.134131736526946,0,0,0.102994011976048,0.0347305389221557,0.00718562874251497,0,0.319760479041916,0.00838323353293413,0.0179640718562874,0.0562874251497006,0,0.0239520958083832,0,0.0203592814371257,0.00359281437125748,0.00598802395209581,0,0.029940119760479,0,0.00119760479041916,0.00359281437125748,0,0.00119760479041916,0.00119760479041916,0.00119760479041916,0.00239520958083832,0,0,0,0.00598802395209581,0.00119760479041916,0,0.00239520958083832,0.0095808383233533,0,0,0.00119760479041916,0,0,0,0,0,0,0,0,0,0,0,0
154,9124,0.0078740157480315,0.303937007874016,0.0031496062992126,0.215748031496063,0,0,0.0283464566929134,0.0503937007874016,0.0078740157480315,0,0.148031496062992,0.0062992125984252,0,0.0377952755905512,0,0.0645669291338583,0,0.0062992125984252,0.0015748031496063,0.0015748031496063,0,0.0488188976377953,0,0,0.0078740157480315,0,0.0078740157480315,0,0,0.0015748031496063,0.0015748031496063,0,0,0.0267716535433071,0,0,0.0125984251968504,0.0094488188976378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,9525,0.00154559505409583,0.219474497681607,0.00154559505409583,0.267387944358578,0,0.00154559505409583,0.0170015455950541,0.080370942812983,0.00618238021638331,0,0.173106646058733,0.00309119010819165,0.0108191653786708,0.0417310664605873,0,0.0340030911901082,0,0.00309119010819165,0.00309119010819165,0.00927357032457496,0.00154559505409583,0.044822256568779,0.00154559505409583,0,0.00772797527047913,0,0.00772797527047913,0.00154559505409583,0,0.00154559505409583,0.00309119010819165,0,0,0.00772797527047913,0,0,0.0370942812982998,0.00927357032457496,0,0,0,0,0,0,0.00154559505409583,0.00154559505409583,0,0,0,0,0,0,0
162,9926,0.00428571428571429,0.165714285714286,0,0.294285714285714,0,0.00285714285714286,0.01,0.112857142857143,0.01,0,0.0785714285714286,0.0171428571428571,0.00714285714285714,0.0471428571428571,0,0.0385714285714286,0,0.01,0.00285714285714286,0.00571428571428571,0,0.04,0,0,0.0371428571428571,0.00142857142857143,0.01,0.00142857142857143,0,0.00285714285714286,0,0,0,0.0371428571428571,0.00142857142857143,0,0.0471428571428571,0.01,0,0,0,0.00142857142857143,0,0,0,0,0.00285714285714286,0,0,0,0,0,0
166,10327,0,0.0663176265270506,0,0.471204188481675,0,0.00349040139616056,0.0139616055846422,0.130890052356021,0.00349040139616056,0.00349040139616056,0.0575916230366492,0.0087260034904014,0.00349040139616056,0.0366492146596859,0,0.0383944153577661,0,0.00523560209424084,0.00523560209424084,0.012216404886562,0.00349040139616056,0.0244328097731239,0.00523560209424084,0.00523560209424084,0.00174520069808028,0,0.00698080279232112,0,0,0.00174520069808028,0,0,0,0.00523560209424084,0,0,0.0785340314136126,0.00349040139616056,0,0,0,0.00174520069808028,0,0,0,0,0,0.00174520069808028,0,0,0,0,0
170,10728,0.0036101083032491,0.0288808664259928,0,0.314079422382672,0,0.0108303249097473,0.0216606498194946,0.122743682310469,0.0324909747292419,0,0.0830324909747292,0.0144404332129964,0.0108303249097473,0.0938628158844765,0,0.072202166064982,0,0.0180505415162455,0.0144404332129964,0.0072202166064982,0,0.0397111913357401,0,0.0036101083032491,0.0072202166064982,0,0.0216606498194946,0,0,0,0,0,0,0.0072202166064982,0,0,0.0613718411552347,0.0072202166064982,0,0,0,0,0,0,0,0.0036101083032491,0,0,0,0,0,0,0
174,NA,0,0.0422222222222222,0.00888888888888889,0.264444444444444,0,0.0177777777777778,0.00888888888888889,0.173333333333333,0.00222222222222222,0,0.0244444444444444,0.00222222222222222,0.00222222222222222,0.0355555555555556,0,0.104444444444444,0,0.0288888888888889,0.04,0.0133333333333333,0,0.0333333333333333,0.00444444444444444,0.0155555555555556,0.0111111111111111,0.00222222222222222,0.0111111111111111,0.00222222222222222,0,0,0,0.00222222222222222,0,0.00222222222222222,0,0,0.135555555555556,0.00222222222222222,0.00222222222222222,0.00444444444444444,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0
178,NA,0,0.0186915887850467,0.00934579439252336,0.102803738317757,0,0.00934579439252336,0.014018691588785,0.149532710280374,0.00934579439252336,0,0.014018691588785,0,0.00467289719626168,0.0233644859813084,0.00467289719626168,0.313084112149533,0,0.107476635514019,0.0280373831775701,0,0.00934579439252336,0.0327102803738318,0.00934579439252336,0.00934579439252336,0,0.00467289719626168,0,0,0,0.0233644859813084,0,0,0,0,0,0,0.0747663551401869,0.00934579439252336,0.00467289719626168,0,0,0,0,0,0,0,0,0,0.00467289719626168,0.00467289719626168,0.00467289719626168,0,0
182,NA,0,0.0410958904109589,0.00342465753424658,0.126712328767123,0,0.0205479452054795,0.0342465753424658,0.113013698630137,0.00342465753424658,0,0.0410958904109589,0,0,0.0273972602739726,0,0.284246575342466,0.00342465753424658,0.0787671232876712,0.00684931506849315,0.00684931506849315,0,0.047945205479452,0.0171232876712329,0.0136986301369863,0,0,0.00342465753424658,0,0,0.0102739726027397,0,0,0,0.00342465753424658,0,0,0.0993150684931507,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0.00684931506849315,0.00342465753424658
186,NA,0,0.00613496932515337,0,0.049079754601227,0,0.0122699386503067,0.0429447852760736,0.147239263803681,0.00613496932515337,0,0.0245398773006135,0,0,0.0184049079754601,0.00613496932515337,0.325153374233129,0.0122699386503067,0.177914110429448,0,0,0.00613496932515337,0.0736196319018405,0.0122699386503067,0.00613496932515337,0,0.00613496932515337,0,0.0122699386503067,0,0.0184049079754601,0,0,0,0,0,0,0.0368098159509202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
