"sample.depths","sample.ages","Abies","Artemisia","Betula","Corylus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Tsuga","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Fraxinus","Ostrya.type","Populus","Poaceae","Plantago","Ericaceae","Larix","Ranunculaceae","Cyperaceae","Fagus","Castanea","Carya","Rhamnaceae","Acer","Cupressaceae","Amaranthaceae","Asteraceae.subf..Asteroideae.undiff.","Cornus","Myrica","Brassicaceae","Shepherdia.canadensis","Rosaceae","Polygonum","Urticaceae","Rubiaceae","Vitaceae","Juglans","Elaeagnaceae.undiff.","Fabaceae","Lamiaceae","Oxyria.digyna","Tilia"
300,4810,0,0.00195503421309873,0.56891495601173,0,0.324535679374389,0.00977517106549365,0.00195503421309873,0.0439882697947214,0.00195503421309873,0,0,0,0,0.0312805474095797,0,0.00782013685239492,0,0,0,0,0,0.00391006842619746,0,0,0,0,0,0,0,0,0,0,0,0.00195503421309873,0.00195503421309873,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4856,0.00411522633744856,0,0.516460905349794,0,0.345679012345679,0.00617283950617284,0.00205761316872428,0.0452674897119342,0.00205761316872428,0,0,0,0.00205761316872428,0.0185185185185185,0.00411522633744856,0.0205761316872428,0.00411522633744856,0,0.00617283950617284,0.00205761316872428,0,0,0.00205761316872428,0,0.00617283950617284,0.00205761316872428,0,0,0,0,0.00617283950617284,0,0,0,0.00205761316872428,0,0,0.00205761316872428,0,0,0,0,0,0,0,0,0,0
310,4903,0.002,0.002,0.488,0,0.35,0.006,0.004,0.072,0.004,0,0.002,0,0.002,0.044,0,0.006,0.002,0,0.004,0,0,0.002,0.004,0,0.002,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,4949,0,0.00440528634361234,0.491189427312775,0,0.426211453744493,0.00440528634361234,0.00440528634361234,0.0165198237885463,0.00440528634361234,0,0,0,0.00440528634361234,0.0176211453744493,0.00440528634361234,0.0154185022026432,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0.00220264317180617,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,4996,0.00213903743315508,0.00213903743315508,0.494117647058824,0.00213903743315508,0.236363636363636,0.027807486631016,0.0192513368983957,0.147593582887701,0.00213903743315508,0,0.00213903743315508,0,0.00213903743315508,0.0363636363636364,0,0.00855614973262032,0.00213903743315508,0,0.00641711229946524,0.00213903743315508,0,0,0.00427807486631016,0,0.00213903743315508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5042,0,0.00210526315789474,0.442105263157895,0,0.429473684210526,0.00421052631578947,0.0105263157894737,0.0357894736842105,0.00210526315789474,0,0,0,0,0.0378947368421053,0,0.0189473684210526,0.00210526315789474,0,0.00421052631578947,0,0,0.00210526315789474,0,0,0,0.00210526315789474,0,0,0,0.00210526315789474,0.00210526315789474,0,0,0,0,0,0,0.00210526315789474,0,0,0,0,0,0,0,0,0,0
330,5089,0.00177462289263532,0.00354924578527063,0.53416149068323,0,0.317657497781721,0.028393966282165,0.00709849157054126,0.0381543921916593,0.00177462289263532,0,0.00354924578527063,0,0,0.0301685891748004,0.00177462289263532,0.0106477373558119,0.00887311446317657,0,0.00177462289263532,0.00177462289263532,0,0,0.00709849157054126,0,0,0,0,0,0,0.00177462289263532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,5135,0.00418410041841004,0.00209205020920502,0.50418410041841,0,0.326359832635983,0.0104602510460251,0.00836820083682008,0.0376569037656904,0.00627615062761506,0,0,0,0.00209205020920502,0.0585774058577406,0,0.0230125523012552,0,0,0,0.00209205020920502,0,0.00418410041841004,0,0,0.00627615062761506,0.00209205020920502,0,0,0,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,5181,0.00672268907563025,0.00168067226890756,0.526050420168067,0,0.36218487394958,0.0117647058823529,0,0.019327731092437,0.00504201680672269,0,0.00168067226890756,0.00168067226890756,0.00168067226890756,0.0168067226890756,0,0.0117647058823529,0.00336134453781513,0,0.00672268907563025,0,0,0,0.00840336134453781,0,0.00336134453781513,0.00336134453781513,0.00168067226890756,0.00336134453781513,0,0.00168067226890756,0.00168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,5228,0.0021978021978022,0.0021978021978022,0.523076923076923,0,0.356043956043956,0.00659340659340659,0.010989010989011,0.0307692307692308,0.010989010989011,0,0,0,0,0.0175824175824176,0,0.0175824175824176,0,0,0.0021978021978022,0,0.0021978021978022,0,0.0021978021978022,0,0.010989010989011,0.0021978021978022,0,0,0,0.0021978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,5274,0,0.00547445255474453,0.518248175182482,0,0.336678832116788,0.0291970802919708,0.0072992700729927,0.0282846715328467,0.00547445255474453,0,0.00182481751824818,0,0.00364963503649635,0.031021897810219,0.00364963503649635,0.0145985401459854,0.00182481751824818,0,0.00182481751824818,0,0.00182481751824818,0,0.00182481751824818,0,0.00547445255474453,0.00182481751824818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,5321,0.00211416490486258,0.00422832980972516,0.507399577167019,0,0.373150105708245,0.00845665961945032,0.00422832980972516,0.0306553911205074,0,0.00211416490486258,0,0,0.00634249471458774,0.0380549682875264,0.00422832980972516,0.00845665961945032,0,0,0,0.00211416490486258,0,0,0.00422832980972516,0,0,0.00422832980972516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,5367,0,0.00664451827242525,0.460686600221484,0,0.438538205980066,0,0.00221483942414175,0.0276854928017719,0.008859357696567,0,0,0,0,0.0310077519379845,0,0.0110741971207087,0.00221483942414175,0,0,0.00221483942414175,0,0,0,0,0.0044296788482835,0,0.00221483942414175,0,0,0,0,0,0,0,0.00221483942414175,0,0,0,0,0,0,0,0,0,0,0,0,0
365,5541,0.0055045871559633,0.0018348623853211,0.500917431192661,0,0.289908256880734,0.0165137614678899,0.0091743119266055,0.0752293577981651,0.0073394495412844,0,0,0.0018348623853211,0,0.0330275229357798,0.0018348623853211,0.0256880733944954,0,0,0,0.0036697247706422,0,0,0.0036697247706422,0.0018348623853211,0.0055045871559633,0,0,0,0,0.0018348623853211,0.0018348623853211,0.0018348623853211,0,0,0.0055045871559633,0,0,0.0018348623853211,0,0,0,0,0.0036697247706422,0,0,0,0,0
370,5716,0,0,0.572605561277034,0,0.298661174047374,0.00617919670442842,0.00411946446961895,0.0422245108135942,0.0082389289392379,0,0.00411946446961895,0,0.00205973223480947,0.0267765190525232,0.00205973223480947,0.0164778578784758,0.00617919670442842,0,0,0.00411946446961895,0,0.00205973223480947,0.00205973223480947,0,0.00205973223480947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,5890,0,0.00194174757281553,0.462135922330097,0,0.352427184466019,0.0174757281553398,0.0058252427184466,0.070873786407767,0,0.00194174757281553,0.00194174757281553,0,0,0.0368932038834951,0.00194174757281553,0.0233009708737864,0.00388349514563107,0,0.00194174757281553,0,0,0,0.00388349514563107,0,0,0.00388349514563107,0,0,0,0.00388349514563107,0,0,0,0,0,0,0,0.00388349514563107,0,0,0,0,0.00194174757281553,0,0,0,0,0
380,6064,0.00441014332965821,0.00441014332965821,0.383682469680265,0,0.467475192943771,0.00882028665931643,0,0.0319735391400221,0.00441014332965821,0,0.00220507166482911,0.00441014332965821,0.00220507166482911,0.019845644983462,0.00220507166482911,0.0308710033076075,0.00661521499448732,0,0.00220507166482911,0.00220507166482911,0,0,0.00220507166482911,0,0.00882028665931643,0.00220507166482911,0,0,0,0,0,0,0,0,0.00882028665931643,0,0,0,0,0,0,0,0,0,0,0,0,0
385,6239,0.00833333333333333,0.00208333333333333,0.416666666666667,0,0.4125,0.00625,0.0145833333333333,0.0479166666666667,0,0,0.00625,0.00208333333333333,0,0.01875,0.00208333333333333,0.0375,0,0,0.00416666666666667,0.00208333333333333,0,0,0.00208333333333333,0,0.00833333333333333,0,0,0,0,0,0,0.00416666666666667,0,0,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
390,6413,0,0.00426439232409382,0.439232409381663,0.00213219616204691,0.389125799573561,0.00852878464818763,0.00639658848614072,0.0565031982942431,0.00426439232409382,0,0.00426439232409382,0.00213219616204691,0.00426439232409382,0.0106609808102345,0,0.0298507462686567,0.00426439232409382,0,0.00426439232409382,0.00213219616204691,0,0,0.00426439232409382,0.00213219616204691,0.0149253731343284,0,0,0.00213219616204691,0,0,0.00213219616204691,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,0,0,0,0,0,0
395,6587,0.00431499460625674,0.00215749730312837,0.394822006472492,0,0.398058252427184,0.017259978425027,0.00647249190938511,0.09277238403452,0.00862998921251348,0,0,0,0,0.0129449838187702,0.00647249190938511,0.0345199568500539,0.00215749730312837,0,0.00647249190938511,0,0.00215749730312837,0.00215749730312837,0.00215749730312837,0,0,0,0,0,0,0,0.00215749730312837,0.00215749730312837,0.00215749730312837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6761,0.00217155266015201,0.00217155266015201,0.37785016286645,0,0.365906623235613,0.0238870792616721,0.0325732899022801,0.130293159609121,0.00868621064060804,0,0.00217155266015201,0.00217155266015201,0.01085776330076,0.0152008686210641,0.00434310532030402,0.00868621064060804,0,0,0,0.00434310532030402,0.00217155266015201,0,0.00217155266015201,0,0.00217155266015201,0,0,0,0,0,0,0,0,0,0.00217155266015201,0,0,0,0,0,0,0,0,0,0,0,0,0
405,6936,0.00416666666666667,0.00416666666666667,0.433333333333333,0,0.390625,0.00833333333333333,0.0145833333333333,0.059375,0.0104166666666667,0,0,0.00208333333333333,0.0104166666666667,0.0104166666666667,0.00625,0.0291666666666667,0.00208333333333333,0,0.00208333333333333,0.00208333333333333,0,0,0,0,0.00833333333333333,0,0,0,0,0,0,0.00208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,7110,0,0.00860215053763441,0.260215053763441,0,0.524731182795699,0.010752688172043,0.0043010752688172,0.10752688172043,0.0043010752688172,0,0.0021505376344086,0,0.0043010752688172,0.010752688172043,0.0043010752688172,0.0129032258064516,0.0064516129032258,0,0.0064516129032258,0,0,0,0.0021505376344086,0,0.0129032258064516,0.0043010752688172,0,0,0,0.0021505376344086,0.0043010752688172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021505376344086,0.0043010752688172,0,0
415,7284,0,0.00425079702444208,0.410201912858661,0,0.451647183846971,0.0127523910733262,0.00850159404888417,0.0340063761955367,0.00637619553666312,0,0.00212539851222104,0,0.00425079702444208,0.0127523910733262,0.00425079702444208,0.0170031880977683,0.00850159404888417,0,0.00637619553666312,0,0,0,0.00425079702444208,0,0.00425079702444208,0,0,0,0,0.00212539851222104,0.00212539851222104,0,0,0,0.00425079702444208,0,0,0,0,0,0,0,0,0,0,0,0,0
420,7459,0,0.00415368639667705,0.332294911734164,0,0.460020768431983,0.00623052959501558,0,0.0996884735202492,0.0103842159916926,0,0.00207684319833853,0,0.0083073727933541,0.0186915887850467,0.00207684319833853,0.0124610591900312,0,0,0.0124610591900312,0.00415368639667705,0,0,0.00415368639667705,0,0.0124610591900312,0,0,0,0,0,0.00415368639667705,0.00207684319833853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207684319833853,0.00207684319833853,0
425,7633,0.00593471810089021,0.0039564787339268,0.365974282888229,0,0.457962413452028,0.0158259149357072,0.019782393669634,0.0573689416419387,0.0079129574678536,0,0.0019782393669634,0,0.00593471810089021,0.00593471810089021,0,0.0118694362017804,0.00593471810089021,0,0,0,0,0,0.0019782393669634,0,0.019782393669634,0,0,0,0,0,0.0039564787339268,0.00593471810089021,0.0019782393669634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,7808,0,0.011352885525071,0.287606433301798,0,0.454115421002838,0.0245979186376537,0.011352885525071,0.101229895931883,0.00946073793755913,0,0.0075685903500473,0,0.00567644276253548,0.0208136234626301,0.00378429517502365,0.0227057710501419,0.0075685903500473,0.00189214758751183,0.00378429517502365,0.00189214758751183,0,0,0.00189214758751183,0,0.0132450331125828,0.00378429517502365,0.00189214758751183,0.00189214758751183,0,0,0,0,0,0,0,0,0,0.00189214758751183,0,0,0,0,0,0,0,0,0,0
435,7983,0,0.00212314225053079,0.384288747346072,0,0.438428874734607,0.00212314225053079,0.0169851380042463,0.0562632696390658,0.00849256900212314,0,0.00424628450106157,0,0.00424628450106157,0,0.00424628450106157,0.0254777070063694,0.0106157112526539,0,0.00849256900212314,0,0,0,0.00849256900212314,0,0.0169851380042463,0,0,0,0,0,0,0.00424628450106157,0.00212314225053079,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0
440,8158,0,0.00557620817843866,0.533457249070632,0,0.286245353159851,0.0148698884758364,0.00371747211895911,0.0464684014869888,0.00929368029739777,0,0.00743494423791822,0,0.00743494423791822,0.00371747211895911,0.0111524163568773,0.00743494423791822,0.00929368029739777,0,0.00743494423791822,0,0,0.00185873605947955,0.00743494423791822,0,0.0278810408921933,0.00371747211895911,0,0,0,0,0.00185873605947955,0,0,0.00185873605947955,0.00185873605947955,0,0,0,0,0,0,0,0,0,0,0,0,0
445,8332,0.00621761658031088,0.00414507772020725,0.49740932642487,0,0.319170984455959,0,0.00414507772020725,0.0424870466321244,0.0124352331606218,0,0.00207253886010363,0.00207253886010363,0.00621761658031088,0.00414507772020725,0.0103626943005181,0.0310880829015544,0.00414507772020725,0,0.00414507772020725,0.00414507772020725,0,0,0.0103626943005181,0,0.0145077720207254,0.00414507772020725,0,0,0,0.00207253886010363,0.00414507772020725,0,0.00414507772020725,0,0.00621761658031088,0,0,0,0,0,0,0,0,0,0,0,0,0
450,NA,0,0.00782778864970646,0.547945205479452,0,0.235812133072407,0.0234833659491194,0.00391389432485323,0.0577299412915851,0.0136986301369863,0,0.00391389432485323,0,0.00782778864970646,0.0117416829745597,0.00195694716242661,0.0156555772994129,0.00391389432485323,0,0.0195694716242661,0,0,0,0.025440313111546,0,0,0,0,0,0,0.00195694716242661,0.0136986301369863,0.00391389432485323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,NA,0.0050547598989048,0.0151642796967144,0.272957034540859,0,0.379949452401011,0.008424599831508,0.0151642796967144,0.0235888795282224,0.033698399326032,0,0.0101095197978096,0.0016849199663016,0.0033698399326032,0.0033698399326032,0.0151642796967144,0.0572872788542544,0.0101095197978096,0,0.0067396798652064,0.0067396798652064,0,0.0016849199663016,0.0522325189553496,0.0016849199663016,0.050547598989048,0,0,0,0,0.0067396798652064,0.0101095197978096,0.0050547598989048,0,0,0,0,0,0.0016849199663016,0,0,0,0,0.0016849199663016,0,0,0,0,0
455,NA,0.00165837479270315,0.00497512437810945,0.290215588723051,0,0.355721393034826,0.00829187396351575,0.0281923714759536,0.027363184079602,0.0116086235489221,0,0.0165837479270315,0.00165837479270315,0.00165837479270315,0.0099502487562189,0.0066334991708126,0.0696517412935323,0.0066334991708126,0,0.0066334991708126,0.0066334991708126,0,0,0.0563847429519071,0.0066334991708126,0.0613598673300166,0,0,0,0,0.0033167495854063,0,0.0099502487562189,0.0033167495854063,0,0.0033167495854063,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0
457,NA,0.00182982616651418,0.0219579139981702,0.199451052150046,0,0.420860018298262,0.0109789569990851,0.0146386093321134,0.0283623055809698,0.0164684354986276,0,0.0329368709972553,0.00182982616651418,0.00365965233302836,0.00731930466605672,0.0109789569990851,0.0658737419945105,0.00182982616651418,0,0.00731930466605672,0.00365965233302836,0,0,0.0768526989935956,0,0.0457456541628545,0.00182982616651418,0,0.00365965233302836,0,0.00182982616651418,0.0109789569990851,0.00365965233302836,0,0,0,0,0.00365965233302836,0,0,0,0,0,0,0,0,0.00182982616651418,0,0
460,NA,0,0.0193470374848851,0.222490931076179,0,0.293833131801693,0.0628778718258767,0.0386940749697703,0.0435308343409915,0.0193470374848851,0,0.0193470374848851,0,0.00967351874244256,0.0145102781136638,0.00725513905683192,0.0725513905683192,0.0145102781136638,0,0.00483675937122128,0.0193470374848851,0,0.00241837968561064,0.0145102781136638,0.00241837968561064,0.094316807738815,0.00241837968561064,0,0,0,0.00241837968561064,0.00483675937122128,0.00483675937122128,0.00241837968561064,0,0,0,0.00241837968561064,0,0,0,0,0,0,0,0,0,0.00241837968561064,0.00241837968561064
463,NA,0.00180505415162455,0.0162454873646209,0.124548736462094,0,0.474729241877256,0.0216606498194946,0.0740072202166065,0.0252707581227437,0.0108303249097473,0,0.01985559566787,0,0.0108303249097473,0,0.0144404332129964,0.0469314079422383,0.0108303249097473,0.00180505415162455,0.00541516245487365,0.0036101083032491,0,0.0036101083032491,0.0072202166064982,0,0.104693140794224,0,0,0,0,0.00180505415162455,0.00902527075812274,0.0072202166064982,0,0,0,0.00180505415162455,0.00180505415162455,0,0,0,0,0,0,0,0,0,0,0
465,NA,0.00272479564032698,0.00544959128065395,0.226158038147139,0,0.332425068119891,0.0790190735694823,0.0381471389645777,0.0899182561307902,0.0272479564032698,0,0.0190735694822888,0,0.00544959128065395,0.0136239782016349,0.0108991825613079,0.0463215258855586,0.0217983651226158,0.00272479564032698,0.00272479564032698,0.00544959128065395,0,0,0.00817438692098093,0,0.0463215258855586,0,0,0,0,0,0.0136239782016349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272479564032698,0,0
