"sample.depths","sample.ages","Acer.negundo","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Fraxinus.pennsylvanica.type","Iva.xanthifolia.type","Ostrya.Carpinus","Picea","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Pinus","Poaceae","Brassicaceae","Dalea","Lamiaceae","Abies","Amorpha.type","Corylus","Asteraceae.subf..Cichorioideae","Thalictrum","Populus","Rumex","Apiaceae","Cupressaceae","Plantago","Fraxinus.nigra.type","Ephedra","Carya","Rosaceae","Fagus","Acer.saccharum.type","Iva.annua.type","Celtis","Juglans.nigra","Shepherdia","Platanus"
165,1941,0,0.0394366197183099,0.180281690140845,0.047887323943662,0.0563380281690141,0.0676056338028169,0.0253521126760563,0,0.0028169014084507,0.0112676056338028,0.11830985915493,0.00845070422535211,0,0,0.047887323943662,0.00845070422535211,0.0253521126760563,0.138028169014085,0.205633802816901,0,0,0,0,0.0028169014084507,0.00563380281690141,0,0,0,0,0,0,0,0.0028169014084507,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0
190,2232,0,0.0282485875706215,0.177966101694915,0.0338983050847458,0.0536723163841808,0.0508474576271186,0.00847457627118644,0.00282485875706215,0,0,0.18361581920904,0.00847457627118644,0,0,0.0367231638418079,0.00847457627118644,0.0141242937853107,0.177966101694915,0.203389830508475,0,0,0,0.00282485875706215,0.00282485875706215,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0
210,2465,0,0.0737463126843658,0.185840707964602,0.0294985250737463,0.0707964601769911,0.0471976401179941,0.0117994100294985,0.00589970501474926,0.00294985250737463,0.0117994100294985,0.135693215339233,0.00294985250737463,0.00294985250737463,0,0.0471976401179941,0.00294985250737463,0.0206489675516224,0.144542772861357,0.1976401179941,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0
235,2756,0.00244498777506112,0.0366748166259169,0.168704156479218,0.039119804400978,0.146699266503667,0.0953545232273839,0.00733496332518337,0,0.00244498777506112,0.00244498777506112,0.0513447432762836,0.00733496332518337,0,0,0.0366748166259169,0.00488997555012225,0.0171149144254279,0.144254278728606,0.232273838630807,0,0,0,0,0,0,0,0,0,0,0,0.00244498777506112,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0
255,2989,0,0.0283018867924528,0.125,0.00943396226415094,0.134433962264151,0.117924528301887,0.00235849056603774,0.00235849056603774,0.00235849056603774,0.00943396226415094,0.0495283018867925,0.00943396226415094,0.0070754716981132,0.00235849056603774,0.035377358490566,0.0070754716981132,0.0141509433962264,0.132075471698113,0.299528301886792,0,0.00235849056603774,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0.00235849056603774,0,0,0,0
280,3280,0.00220264317180617,0.0572687224669604,0.209251101321586,0.0198237885462555,0.066079295154185,0.0572687224669604,0.0066079295154185,0.0066079295154185,0.00881057268722467,0.00881057268722467,0.0682819383259912,0.0066079295154185,0,0,0.0506607929515418,0.00440528634361234,0.013215859030837,0.143171806167401,0.253303964757709,0,0.00440528634361234,0,0.00220264317180617,0,0.00440528634361234,0,0,0,0,0,0,0,0.00220264317180617,0,0,0.00220264317180617,0,0,0,0.00220264317180617,0,0,0
305,3571,0.00301204819277108,0.0783132530120482,0.219879518072289,0.0210843373493976,0.0602409638554217,0.0331325301204819,0.00903614457831325,0,0.00602409638554217,0.00903614457831325,0.0933734939759036,0.00602409638554217,0,0,0.0481927710843374,0.0150602409638554,0.0210843373493976,0.123493975903614,0.22289156626506,0,0.00602409638554217,0,0.00301204819277108,0,0,0.00301204819277108,0.00602409638554217,0,0,0.00301204819277108,0.00602409638554217,0,0,0,0,0,0,0,0,0,0.00301204819277108,0,0
330,3862,0,0.0267379679144385,0.189839572192513,0.0989304812834225,0.0374331550802139,0.0508021390374332,0.0053475935828877,0.00267379679144385,0.00267379679144385,0,0.0989304812834225,0.0133689839572193,0.00802139037433155,0,0.0561497326203209,0.00267379679144385,0.0320855614973262,0.10427807486631,0.259358288770053,0,0,0,0.00267379679144385,0,0.00267379679144385,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0
345,4036,0.00540540540540541,0.0648648648648649,0.17027027027027,0.0135135135135135,0.0675675675675676,0.0891891891891892,0.0189189189189189,0,0,0.0027027027027027,0.0756756756756757,0.0135135135135135,0.00540540540540541,0,0.0243243243243243,0.00810810810810811,0.0243243243243243,0.124324324324324,0.283783783783784,0,0,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0,0,0,0,0.0027027027027027,0,0,0,0
375,4385,0,0.0546875,0.203125,0.0182291666666667,0.104166666666667,0.0833333333333333,0.0104166666666667,0,0.00520833333333333,0.00260416666666667,0.0651041666666667,0.0078125,0.00260416666666667,0,0.0494791666666667,0.0078125,0.0234375,0.143229166666667,0.2109375,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0,0.00260416666666667,0,0.00260416666666667,0,0,0,0,0,0,0,0
400,4676,0,0.0378151260504202,0.228991596638655,0.0336134453781513,0.0651260504201681,0.0504201680672269,0.00420168067226891,0.00420168067226891,0,0.00630252100840336,0.0987394957983193,0.00840336134453781,0.00630252100840336,0,0.0315126050420168,0.00630252100840336,0.0252100840336134,0.117647058823529,0.260504201680672,0,0.00210084033613445,0,0.00210084033613445,0,0.00630252100840336,0.00210084033613445,0.00210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,4968,0,0.0625,0.2125,0.02,0.0825,0.0825,0.005,0,0.0025,0.005,0.1125,0.005,0.005,0,0.0325,0.01,0.0175,0.08,0.25,0,0.0025,0,0,0,0,0,0.005,0,0,0,0.0025,0,0.0025,0,0,0,0,0,0,0,0,0.0025,0
450,5259,0,0.0593471810089021,0.261127596439169,0.029673590504451,0.0652818991097923,0.056379821958457,0.00593471810089021,0.0029673590504451,0.00593471810089021,0.00593471810089021,0.0445103857566766,0.00593471810089021,0,0,0.0504451038575668,0.00593471810089021,0.0237388724035608,0.115727002967359,0.240356083086053,0,0.00890207715133531,0,0.0029673590504451,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593471810089021,0,0,0,0
475,5550,0,0.0961538461538462,0.153846153846154,0.0137362637362637,0.0741758241758242,0.0934065934065934,0,0.00274725274725275,0.00274725274725275,0.00549450549450549,0.0879120879120879,0.00549450549450549,0.00824175824175824,0,0.0549450549450549,0.00824175824175824,0.0164835164835165,0.120879120879121,0.241758241758242,0,0,0,0.00274725274725275,0,0,0,0,0,0,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.00274725274725275,0,0,0,0,0,0,0,0,0,0
490,5724,0.00609756097560976,0.0609756097560976,0.219512195121951,0.0182926829268293,0.0579268292682927,0.076219512195122,0.0152439024390244,0.00609756097560976,0,0.0121951219512195,0.11280487804878,0.00609756097560976,0.00304878048780488,0,0.0457317073170732,0.00914634146341463,0.0213414634146341,0.097560975609756,0.213414634146341,0,0.00914634146341463,0,0,0.00304878048780488,0,0.00304878048780488,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0
515,6015,0,0.0646766169154229,0.228855721393035,0.0099502487562189,0.0646766169154229,0.072139303482587,0.00746268656716418,0.00248756218905473,0,0,0.0970149253731343,0.00248756218905473,0,0,0.0447761194029851,0.00497512437810945,0.027363184079602,0.106965174129353,0.246268656716418,0,0.00497512437810945,0,0,0.00248756218905473,0,0.00248756218905473,0,0.00248756218905473,0.00248756218905473,0,0.00248756218905473,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0
535,6248,0,0.0475059382422803,0.237529691211401,0.0142517814726841,0.0807600950118765,0.0736342042755344,0.00950118764845606,0.00475059382422803,0,0.00475059382422803,0.0570071258907363,0.0118764845605701,0.0142517814726841,0,0.0380047505938242,0.00475059382422803,0.0213776722090261,0.128266033254157,0.242280285035629,0,0.00712589073634204,0,0,0,0,0,0,0,0,0,0.00237529691211401,0,0,0,0,0,0,0,0,0,0,0,0
555,6481,0,0.0156739811912226,0.244514106583072,0.00940438871473354,0.0532915360501567,0.090909090909091,0.0125391849529781,0,0,0.00313479623824451,0.0752351097178683,0,0.00626959247648903,0,0.0344827586206897,0.00313479623824451,0.0282131661442006,0.125391849529781,0.275862068965517,0,0.00313479623824451,0,0,0,0.00313479623824451,0.00313479623824451,0.00313479623824451,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0.00313479623824451,0,0,0,0.00313479623824451
565,6597,0,0.0276073619631902,0.205521472392638,0.0214723926380368,0.113496932515337,0.0705521472392638,0.00306748466257669,0,0,0.00306748466257669,0.0552147239263804,0.0153374233128834,0,0,0.0398773006134969,0.00920245398773006,0.0245398773006135,0.107361963190184,0.276073619631902,0,0.0122699386503067,0,0,0.00306748466257669,0.00306748466257669,0,0,0,0,0,0.00306748466257669,0,0.00306748466257669,0,0,0,0,0,0,0,0,0.00306748466257669,0
580,6772,0,0.04,0.261538461538462,0.0276923076923077,0.123076923076923,0.0461538461538462,0.00615384615384615,0.00307692307692308,0.00307692307692308,0,0.0553846153846154,0.0184615384615385,0.00307692307692308,0,0.0276923076923077,0.00615384615384615,0.00923076923076923,0.138461538461538,0.221538461538462,0,0.00307692307692308,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0
585,6830,0,0.03003003003003,0.204204204204204,0.012012012012012,0.18018018018018,0.045045045045045,0,0,0,0.006006006006006,0.066066066066066,0.006006006006006,0.006006006006006,0,0.036036036036036,0.006006006006006,0.003003003003003,0.168168168168168,0.213213213213213,0,0.006006006006006,0,0,0,0,0.006006006006006,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0
600,7005,0,0.0173410404624277,0.124277456647399,0.00867052023121387,0.456647398843931,0.0375722543352601,0,0,0,0.00289017341040462,0.0260115606936416,0,0.00289017341040462,0,0.0433526011560694,0.00289017341040462,0.0260115606936416,0.130057803468208,0.11271676300578,0,0.00867052023121387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,NA,0,0.0376344086021505,0.0994623655913978,0.00268817204301075,0.475806451612903,0.0806451612903226,0,0,0,0.00537634408602151,0.010752688172043,0,0,0,0.0161290322580645,0,0.010752688172043,0.134408602150538,0.123655913978495,0,0,0,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,NA,0,0.0723514211886305,0.121447028423773,0.00258397932816537,0.377260981912145,0.0775193798449612,0.00258397932816537,0.00516795865633075,0,0.00258397932816537,0.0129198966408269,0,0,0,0.0361757105943152,0.00258397932816537,0.00775193798449612,0.183462532299742,0.0878552971576227,0,0.00258397932816537,0,0.00258397932816537,0,0,0.00258397932816537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,NA,0,0.0163934426229508,0.0725995316159251,0,0.665105386416862,0.114754098360656,0,0,0.00234192037470726,0,0.00234192037470726,0,0,0,0.0234192037470726,0,0,0.0515222482435597,0.0515222482435597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,NA,0,0.108108108108108,0.0810810810810811,0,0.567567567567568,0.0135135135135135,0,0,0,0,0,0,0,0,0.027027027027027,0,0.0135135135135135,0.0945945945945946,0.0945945945945946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
