"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Carya","Asteraceae.undiff.","Corylus","Cyperaceae","Larix","Ostrya.Carpinus","Quercus","Salix","Tilia","Ulmus","Alnus","Acer","Fraxinus","Juglans","Pinus","Amaranthaceae","Poaceae","Picea","Cupressaceae"
72,1003,0.00395256916996047,0.0118577075098814,0,0.00395256916996047,0.00790513833992095,0.00790513833992095,0,0.197628458498024,0.130434782608696,0,0.0988142292490119,0,0,0.00395256916996047,0,0.00395256916996047,0,0.00395256916996047,0.466403162055336,0.00790513833992095,0.0316205533596838,0.0197628458498024,0
79,1103,0.00253807106598985,0.0228426395939086,0.0050761421319797,0.0126903553299492,0.00253807106598985,0.00761421319796954,0,0.406091370558376,0.0101522842639594,0.00253807106598985,0.121827411167513,0.00253807106598985,0.0050761421319797,0.00253807106598985,0.00761421319796954,0.0050761421319797,0,0.00253807106598985,0.347715736040609,0.0050761421319797,0.0228426395939086,0.0050761421319797,0
88,1289,0.00315457413249211,0.0126182965299685,0.00315457413249211,0.0157728706624606,0.00315457413249211,0.0126182965299685,0,0.362776025236593,0.00315457413249211,0,0.141955835962145,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.0157728706624606,0.0189274447949527,0,0.00315457413249211,0.359621451104101,0.00315457413249211,0.0220820189274448,0.00946372239747634,0
98,1502,0.00198019801980198,0.0099009900990099,0.00198019801980198,0.00594059405940594,0.00396039603960396,0,0.00198019801980198,0.455445544554455,0.00594059405940594,0,0.095049504950495,0.00396039603960396,0,0,0,0.00198019801980198,0.00198019801980198,0,0.368316831683168,0.0099009900990099,0.0257425742574257,0.00594059405940594,0
105,1652,0,0.00448430493273543,0.00224215246636771,0.00896860986547085,0.00224215246636771,0.00448430493273543,0,0.452914798206278,0,0.00224215246636771,0.0852017937219731,0.00672645739910314,0.00224215246636771,0,0.00224215246636771,0.00448430493273543,0,0.00448430493273543,0.374439461883408,0.00448430493273543,0.0224215246636771,0.015695067264574,0
111,1780,0.00409836065573771,0.0204918032786885,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.0163934426229508,0,0.491803278688525,0,0,0.0901639344262295,0,0,0.00409836065573771,0.00409836065573771,0.00409836065573771,0,0,0.286885245901639,0.0122950819672131,0.0368852459016393,0.00409836065573771,0
116,1887,0,0.0072463768115942,0.00543478260869565,0.0036231884057971,0,0.00181159420289855,0,0.572463768115942,0.00181159420289855,0,0.0942028985507246,0.00543478260869565,0,0.00905797101449275,0,0.00543478260869565,0,0.00181159420289855,0.26268115942029,0.00181159420289855,0.016304347826087,0.0108695652173913,0
121,1994,0.00266666666666667,0.008,0.00266666666666667,0.00533333333333333,0,0.00533333333333333,0,0.48,0.00533333333333333,0,0.114666666666667,0,0.00266666666666667,0.00266666666666667,0.00266666666666667,0.008,0,0.00266666666666667,0.317333333333333,0.008,0.0186666666666667,0.0133333333333333,0
126,2101,0,0.0148936170212766,0.00212765957446809,0.00212765957446809,0,0.00212765957446809,0.00212765957446809,0.531914893617021,0.00638297872340425,0,0.131914893617021,0.00851063829787234,0.00425531914893617,0.00212765957446809,0.00212765957446809,0.00425531914893617,0,0.00212765957446809,0.251063829787234,0.00425531914893617,0.0170212765957447,0.0106382978723404,0
131,2207,0,0.0166112956810631,0.00332225913621262,0.00996677740863787,0.00332225913621262,0.00332225913621262,0,0.53156146179402,0.00996677740863787,0.00332225913621262,0.12624584717608,0,0,0.00664451827242525,0.00332225913621262,0.00332225913621262,0,0,0.242524916943522,0.00332225913621262,0.026578073089701,0.00664451827242525,0
136,2314,0.0029673590504451,0.0148367952522255,0,0.00593471810089021,0,0.0029673590504451,0.0029673590504451,0.445103857566766,0.00593471810089021,0.0029673590504451,0.163204747774481,0.0029673590504451,0.0029673590504451,0.0029673590504451,0.00593471810089021,0.00593471810089021,0.00593471810089021,0.0029673590504451,0.264094955489614,0.0118694362017804,0.0385756676557863,0.00593471810089021,0.0029673590504451
144,2485,0,0.0140350877192982,0.00350877192982456,0.00175438596491228,0,0.0087719298245614,0,0.543859649122807,0.00526315789473684,0.00175438596491228,0.107017543859649,0.00175438596491228,0,0.00175438596491228,0.00175438596491228,0,0.00175438596491228,0.00175438596491228,0.250877192982456,0.012280701754386,0.0385964912280702,0.00350877192982456,0
154,2699,0,0.00591715976331361,0,0.0177514792899408,0.0029585798816568,0.00887573964497041,0,0.446745562130178,0,0.0029585798816568,0.174556213017751,0.00591715976331361,0,0.00887573964497041,0.0029585798816568,0.00591715976331361,0,0.0029585798816568,0.269230769230769,0.00887573964497041,0.0266272189349112,0.00887573964497041,0
161,2851,0.00851063829787234,0.00851063829787234,0,0,0.00425531914893617,0.00638297872340425,0.00212765957446809,0.538297872340426,0.00425531914893617,0,0.114893617021277,0.00425531914893617,0,0.00212765957446809,0.00425531914893617,0.00212765957446809,0.00425531914893617,0.00212765957446809,0.25531914893617,0.0127659574468085,0.0170212765957447,0.00851063829787234,0
171,3091,0,0.0102564102564103,0,0.00256410256410256,0.00256410256410256,0.00512820512820513,0,0.497435897435897,0,0,0.130769230769231,0.00512820512820513,0,0.00769230769230769,0,0.00256410256410256,0,0.00256410256410256,0.28974358974359,0.0102564102564103,0.0282051282051282,0.00512820512820513,0
181,3330,0.00540540540540541,0.00810810810810811,0.00405405405405405,0.00675675675675676,0.00540540540540541,0.0108108108108108,0.00135135135135135,0.527027027027027,0.00135135135135135,0.00810810810810811,0.140540540540541,0.0027027027027027,0.00135135135135135,0.00945945945945946,0.00405405405405405,0.0027027027027027,0.00405405405405405,0.00405405405405405,0.221621621621622,0.00405405405405405,0.0202702702702703,0.00675675675675676,0
191,3570,0.0029585798816568,0.0029585798816568,0,0.0103550295857988,0.0029585798816568,0,0,0.581360946745562,0.0014792899408284,0.0029585798816568,0.217455621301775,0.0014792899408284,0,0.0162721893491124,0.0029585798816568,0.00591715976331361,0.0014792899408284,0.0029585798816568,0.122781065088757,0.00887573964497041,0.014792899408284,0,0
197,3673,0.00540540540540541,0.00810810810810811,0.00540540540540541,0.00810810810810811,0.00540540540540541,0.0027027027027027,0.0027027027027027,0.516216216216216,0.00810810810810811,0.0027027027027027,0.243243243243243,0.00540540540540541,0,0.0162162162162162,0.00540540540540541,0.00810810810810811,0.0027027027027027,0,0.116216216216216,0.0027027027027027,0.027027027027027,0.00810810810810811,0
202,3751,0.00477326968973747,0.0071599045346062,0.0071599045346062,0.0071599045346062,0.0071599045346062,0.0119331742243437,0.00238663484486874,0.517899761336515,0.00477326968973747,0.00238663484486874,0.162291169451074,0.0071599045346062,0.00238663484486874,0.0119331742243437,0.00238663484486874,0.00477326968973747,0.00238663484486874,0,0.183770883054893,0.00477326968973747,0.035799522673031,0.00954653937947494,0
230,4192,0.00483091787439614,0.0120772946859903,0,0.0072463768115942,0.0120772946859903,0.0265700483091787,0,0.528985507246377,0.00966183574879227,0,0.103864734299517,0.00483091787439614,0,0.00483091787439614,0.0072463768115942,0.0072463768115942,0.0072463768115942,0.00241545893719807,0.181159420289855,0.0217391304347826,0.0458937198067633,0.0120772946859903,0
246,4444,0.0055452865064695,0.0277264325323475,0,0.0055452865064695,0,0.0277264325323475,0.00184842883548983,0.585951940850277,0.0055452865064695,0,0.0683918669131238,0.00369685767097967,0,0,0.0055452865064695,0.00369685767097967,0.00739371534195933,0.0055452865064695,0.199630314232902,0.011090573012939,0.0295748613678373,0.0055452865064695,0
260,4665,0.00806451612903226,0.032258064516129,0.00604838709677419,0.00403225806451613,0.00806451612903226,0.0221774193548387,0.00201612903225806,0.55241935483871,0.00806451612903226,0.00201612903225806,0.100806451612903,0.00806451612903226,0.00201612903225806,0.00403225806451613,0.00806451612903226,0.00604838709677419,0.00201612903225806,0.00604838709677419,0.153225806451613,0.0221774193548387,0.0342741935483871,0.00806451612903226,0
268,4791,0.0089086859688196,0.0289532293986637,0.0044543429844098,0.0044543429844098,0.0066815144766147,0.0089086859688196,0,0.536748329621381,0.0044543429844098,0,0.0489977728285078,0.0066815144766147,0.0022271714922049,0.0044543429844098,0.0022271714922049,0.0022271714922049,0,0,0.253897550111359,0.0178173719376392,0.0467706013363029,0.0111358574610245,0
276,4917,0.00415800415800416,0.0291060291060291,0.00831600831600832,0.00623700623700624,0.00623700623700624,0.0436590436590437,0.00207900207900208,0.521829521829522,0,0,0.101871101871102,0.0124740124740125,0,0.00415800415800416,0.00415800415800416,0,0.0103950103950104,0.00415800415800416,0.162162162162162,0.0145530145530146,0.0582120582120582,0.00623700623700624,0
286,NA,0.0062111801242236,0.0434782608695652,0.0144927536231884,0.0062111801242236,0.0020703933747412,0.0351966873706004,0.0041407867494824,0.432712215320911,0,0,0.082815734989648,0.0124223602484472,0,0.0082815734989648,0.010351966873706,0.0020703933747412,0.0041407867494824,0.0020703933747412,0.254658385093168,0.0186335403726708,0.0559006211180124,0.0041407867494824,0
