"sample.depths","sample.ages","Acer.saccharum.type","Alnus.incana.type","Ambrosia.type","Betula","Carya","Celtis","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Populus","Poaceae","Rosaceae","Rhamnaceae.Vitaceae","Acer.rubrum","Artemisia","Herbs.undiff.","Asteraceae.subf..Cichorioideae","Morus","Tilia","Tsuga","Alnus.viridis.type","Polygonaceae.undiff.","Fraxinus.undiff.","Liquidambar","Picea","Abies","Iva.annua.type","Rumex","Sarcobatus.vermiculatus","Thalictrum","Acer.undiff.","Ericaceae","Myrica","Juglans.undiff.","Larix","Cannabaceae","Acer.spicatum"
175.5,7629,0.0187667560321716,0.00536193029490617,0.0160857908847185,0.0160857908847185,0.0241286863270777,0,0.0214477211796247,0.00268096514745308,0.00804289544235925,0.0268096514745308,0,0.0107238605898123,0.0107238605898123,0.0214477211796247,0.00268096514745308,0,0.0402144772117962,0.0348525469168901,0.0589812332439678,0.254691689008043,0.00804289544235925,0.184986595174263,0.00536193029490617,0.0214477211796247,0.0723860589812333,0,0,0.0697050938337802,0,0,0.00268096514745308,0.0214477211796247,0.00268096514745308,0,0,0.00268096514745308,0,0,0,0,0,0.0241286863270777,0.00804289544235925,0.00268096514745308,0,0,0,0,0,0,0,0,0,0
215.5,8905,0.0227272727272727,0.00568181818181818,0.0255681818181818,0.0170454545454545,0.0255681818181818,0,0.0170454545454545,0.00568181818181818,0.00284090909090909,0.0113636363636364,0.00284090909090909,0.0142045454545455,0.00568181818181818,0.0113636363636364,0,0,0.0426136363636364,0.0369318181818182,0.0227272727272727,0.147727272727273,0.00568181818181818,0.318181818181818,0.00284090909090909,0.00852272727272727,0.125,0,0,0.0511363636363636,0,0,0.00568181818181818,0.00284090909090909,0.00284090909090909,0,0,0.0113636363636364,0,0,0,0,0,0.0255681818181818,0.0113636363636364,0.00284090909090909,0,0,0.00284090909090909,0,0,0,0,0.00568181818181818,0,0
235.5,9543,0.0120481927710843,0.00301204819277108,0.0120481927710843,0.0602409638554217,0.0150602409638554,0,0.0150602409638554,0.00301204819277108,0.00602409638554217,0.0120481927710843,0.00301204819277108,0.0481927710843374,0.0120481927710843,0.00903614457831325,0.00301204819277108,0,0.0210843373493976,0.0843373493975904,0.0331325301204819,0.186746987951807,0.00602409638554217,0.144578313253012,0.00301204819277108,0.00903614457831325,0.141566265060241,0.00301204819277108,0,0.0391566265060241,0,0,0,0.00903614457831325,0,0,0,0.0120481927710843,0,0,0,0,0,0.0542168674698795,0.036144578313253,0,0,0,0,0,0,0,0,0.00301204819277108,0,0
255.5,10181,0.00536193029490617,0.00804289544235925,0.0107238605898123,0.120643431635389,0.0107238605898123,0,0,0.00804289544235925,0,0,0,0.0670241286863271,0.00268096514745308,0,0,0.00268096514745308,0.00268096514745308,0.107238605898123,0,0.233243967828418,0.00268096514745308,0.0857908847184987,0,0,0.198391420911528,0,0,0.0160857908847185,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0.0697050938337802,0.0375335120643432,0,0,0,0,0,0,0,0,0.00804289544235925,0,0
265.5,10511,0.00613496932515337,0.0184049079754601,0,0.107361963190184,0.00306748466257669,0.00306748466257669,0,0,0.0122699386503067,0.0184049079754601,0.00306748466257669,0.0705521472392638,0.00920245398773006,0,0,0,0.0276073619631902,0.0950920245398773,0.00306748466257669,0.180981595092025,0,0.0950920245398773,0.00306748466257669,0.00306748466257669,0.147239263803681,0,0,0.0122699386503067,0,0.00306748466257669,0,0.0153374233128834,0.00306748466257669,0,0,0,0,0,0,0,0,0.0920245398773006,0.058282208588957,0,0,0,0,0,0,0,0,0.00920245398773006,0,0
275.5,NA,0.00655021834061135,0.00436681222707424,0.0152838427947598,0.0109170305676856,0.00655021834061135,0,0.0109170305676856,0.00436681222707424,0.0109170305676856,0.0152838427947598,0,0.135371179039301,0.0131004366812227,0.0152838427947598,0,0,0.0982532751091703,0,0,0.00436681222707424,0,0.0414847161572052,0.00655021834061135,0.00873362445414847,0.0327510917030568,0,0.0152838427947598,0.0262008733624454,0.00218340611353712,0,0,0.0240174672489083,0,0,0,0,0,0,0,0,0,0.377729257641921,0.0676855895196507,0.00436681222707424,0,0,0.00873362445414847,0,0,0,0,0.00436681222707424,0.0283842794759825,0
285.5,NA,0.0025062656641604,0.0050125313283208,0.0075187969924812,0.0025062656641604,0.0050125313283208,0,0.0025062656641604,0.0150375939849624,0.0050125313283208,0.0175438596491228,0,0.167919799498747,0.0050125313283208,0.0075187969924812,0,0,0.06265664160401,0,0,0.0100250626566416,0.0025062656641604,0.0726817042606516,0.0075187969924812,0.0100250626566416,0.025062656641604,0,0,0.0075187969924812,0,0,0,0.0150375939849624,0.0100250626566416,0,0,0,0,0,0,0,0,0.461152882205514,0.0451127819548872,0.0075187969924812,0,0,0.0025062656641604,0,0,0,0,0.0050125313283208,0.012531328320802,0
305.5,NA,0.0066006600660066,0,0.0066006600660066,0.0132013201320132,0,0.0066006600660066,0.0099009900990099,0.0198019801980198,0.0066006600660066,0.0363036303630363,0,0.148514851485149,0,0,0,0,0.0759075907590759,0.0033003300330033,0.0033003300330033,0.0066006600660066,0,0.0792079207920792,0.033003300330033,0.0033003300330033,0.0693069306930693,0,0.0132013201320132,0.0033003300330033,0,0,0,0.0264026402640264,0,0,0,0,0,0.0099009900990099,0,0,0,0.323432343234323,0.0396039603960396,0,0,0,0.0132013201320132,0,0,0.0033003300330033,0,0.0099009900990099,0.0297029702970297,0
335.5,NA,0.00508905852417303,0.00254452926208651,0.0152671755725191,0.0152671755725191,0.00508905852417303,0,0.00763358778625954,0.0178117048346056,0,0.0203562340966921,0,0.0661577608142494,0.00508905852417303,0,0,0,0.0330788804071247,0,0.00254452926208651,0.00508905852417303,0,0.0458015267175573,0.00508905852417303,0.00508905852417303,0.0381679389312977,0,0.00508905852417303,0.00763358778625954,0.00508905852417303,0,0,0.0152671755725191,0.00508905852417303,0,0,0,0,0,0,0,0.00763358778625954,0.608142493638677,0.0381679389312977,0,0,0,0.00254452926208651,0,0,0,0,0.0101781170483461,0,0
375.5,NA,0.00328947368421053,0.00328947368421053,0.00986842105263158,0.0131578947368421,0.00328947368421053,0,0.00657894736842105,0.0460526315789474,0.00328947368421053,0.0164473684210526,0,0.0953947368421053,0,0.00328947368421053,0,0,0.0789473684210526,0.00328947368421053,0,0.00328947368421053,0,0.0625,0.0164473684210526,0.0131578947368421,0.0296052631578947,0,0.00328947368421053,0.0263157894736842,0.00657894736842105,0,0,0.055921052631579,0,0,0.00328947368421053,0,0,0,0,0,0.00986842105263158,0.398026315789474,0.0657894736842105,0,0,0,0,0,0,0,0,0.0197368421052632,0,0
415.5,NA,0.00625,0.0125,0.01875,0.00625,0.00625,0,0.00625,0.025,0,0.04375,0,0.0625,0,0,0,0,0.05625,0,0,0.0125,0,0.03125,0,0,0.0375,0,0.00625,0.01875,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0.50625,0.0625,0,0,0,0.00625,0,0,0,0,0,0,0
455.5,NA,0,0,0.013953488372093,0.00930232558139535,0.00232558139534884,0,0.00232558139534884,0.00232558139534884,0,0.0162790697674419,0,0.0651162790697674,0.0116279069767442,0.00465116279069767,0,0,0.0325581395348837,0.00465116279069767,0,0.00697674418604651,0,0.0604651162790698,0.00697674418604651,0.0209302325581395,0.0348837209302326,0.00232558139534884,0.00465116279069767,0.0162790697674419,0,0,0,0.0116279069767442,0,0,0,0,0,0,0,0,0,0.63953488372093,0.0162790697674419,0,0,0,0.00465116279069767,0,0,0,0,0.00930232558139535,0,0
475.5,NA,0,0,0.0179640718562874,0.0029940119760479,0,0,0.00598802395209581,0.00598802395209581,0.00898203592814371,0.0449101796407186,0,0.167664670658683,0.00598802395209581,0.0119760479041916,0.0029940119760479,0,0.0329341317365269,0.0029940119760479,0,0.00598802395209581,0,0.0778443113772455,0.0029940119760479,0.0179640718562874,0.0239520958083832,0.0029940119760479,0,0.0359281437125748,0.0029940119760479,0,0,0.0389221556886228,0,0,0,0,0,0.00898203592814371,0,0,0,0.413173652694611,0.0179640718562874,0.0029940119760479,0,0,0,0,0,0,0,0.0119760479041916,0.0209580838323353,0.0029940119760479
495.5,NA,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0.0714285714285714,0,0.0714285714285714,0,0,0,0.107142857142857,0.0357142857142857,0,0,0.142857142857143,0.0357142857142857,0,0,0,0,0,0,0,0,0.285714285714286,0.0357142857142857,0,0,0,0,0,0.0357142857142857,0,0,0,0,0
