"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Asteraceae.undiff.","Fagus","Morus","Nyssa","Ostrya.Carpinus","Platanus","Quercus","Ulmus","Acer","Pinus","Populus","Amaranthaceae","Poaceae","Tilia","Alnus","Juglans","Artemisia","Fraxinus"
14,1145,0.0550847457627119,0.0211864406779661,0.0127118644067797,0.0550847457627119,0,0,0,0,0,0.135593220338983,0.0127118644067797,0.0127118644067797,0.538135593220339,0.0211864406779661,0.00847457627118644,0.0805084745762712,0.00847457627118644,0.0127118644067797,0.0211864406779661,0,0.00423728813559322
16,1514,0.0661764705882353,0,0.0441176470588235,0.0147058823529412,0,0,0,0,0,0.264705882352941,0.00735294117647059,0,0.470588235294118,0.0147058823529412,0.00735294117647059,0.088235294117647,0.0147058823529412,0,0,0.00735294117647059,0
18,1883,0.0050251256281407,0.0050251256281407,0.0100502512562814,0.0150753768844221,0,0,0,0,0,0.0452261306532663,0.0050251256281407,0.0050251256281407,0.85929648241206,0.0301507537688442,0,0.0150753768844221,0.0050251256281407,0,0,0,0
20,2252,0.0522875816993464,0,0.0261437908496732,0.0130718954248366,0.0065359477124183,0,0,0,0,0.0457516339869281,0.0065359477124183,0,0.77124183006536,0,0,0.0718954248366013,0,0.0065359477124183,0,0,0
22,NA,0.00471698113207547,0,0.00943396226415094,0,0,0,0,0,0,0.0235849056603774,0,0.00471698113207547,0.858490566037736,0.0424528301886792,0,0.0141509433962264,0,0,0,0,0.0424528301886792
24,NA,0.0128205128205128,0.0128205128205128,0.032051282051282,0.0256410256410256,0,0,0,0,0,0.0641025641025641,0,0,0.743589743589744,0.0192307692307692,0.00641025641025641,0.0512820512820513,0.0128205128205128,0,0.00641025641025641,0.0128205128205128,0
26,NA,0.0296610169491525,0.0127118644067797,0.0169491525423729,0.00423728813559322,0,0,0,0,0,0.0296610169491525,0,0.0254237288135593,0.84322033898305,0.0127118644067797,0.00423728813559322,0.0169491525423729,0,0,0,0,0.00423728813559322
28,NA,0.0137931034482759,0,0.00689655172413793,0.00689655172413793,0,0,0,0,0,0.131034482758621,0,0,0.786206896551724,0,0,0.0482758620689655,0,0,0,0.00689655172413793,0
30,NA,0,0,0,0.0099009900990099,0,0,0,0,0,0.0594059405940594,0,0.0099009900990099,0.891089108910891,0,0.0099009900990099,0,0,0,0.0198019801980198,0,0
32,NA,0,0,0.0138888888888889,0,0,0,0,0,0,0.0694444444444444,0.0138888888888889,0.0277777777777778,0.819444444444444,0.0277777777777778,0,0.0277777777777778,0,0,0,0,0
