"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Cyperaceae","Fraxinus.nigra.type","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Xanthium","Alnus","Juniperus.Thuja","Amorpha","Poaceae","Brassicaceae","Tidestromia.type","Acer.saccharum","Juglans.cinerea.type","Acer.negundo.type","Chenopodium.type","Celtis","Iva.annua.type","Corylus","Fraxinus.pennsylvanica.type","Ilex","Laportea.type","Fabaceae.undiff.","Lycopus.type","Pinus.subg..Pinus","Platanus","Juglans.nigra.type","Dracocephalum.type","Acer.rubrum","Melilotus.type","Pinus.subg..Strobus","Humulus.Cannabis.sativa","Vicia.type","Morus","Rumex","Zanthoxylum","Abies","Iva.xanthifolia.type","Salsola","Rosaceae.undiff.","Medicago","Polygonum.convolvulus","Ephedra.trifurca.type","Polygonum.lapathifolium.type","Tsuga","Stachys.type","Galium","Rhus","Cornus","Dalea","Castanea","Sarcobatus.vermiculatus","Apiaceae","Myrica","Potentilla.type","Campanula","Populus.undiff.","Phlox","Fraxinus.undiff.","Plantago","Ericaceae","Populus.balsamifera.type","Euphorbia.subg..Chamaesyce","Rhamnus","Acer.saccharinum.type","Ranunculus.type","Shepherdia.canadensis"
1165,3172,0.0314547837483617,0.055045871559633,0.0157273918741809,0.0131061598951507,0.0209698558322412,0,0,0,0.0576671035386632,0.00131061598951507,0.0314547837483617,0.00262123197903014,0.254259501965924,0,0,0.018348623853211,0.0131061598951507,0.0340760157273919,0.00262123197903014,0.00262123197903014,0,0.0131061598951507,0.00262123197903014,0.0104849279161206,0.3564875491481,0,0,0.0104849279161206,0,0,0.0104849279161206,0,0,0.00524246395806029,0,0,0,0,0.00262123197903014,0.00524246395806029,0.00786369593709043,0,0,0.00262123197903014,0,0.00786369593709043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262123197903014,0,0,0,0,0,0,0.00786369593709043,0,0,0,0,0,0,0,0
1185,3247,0.0443213296398892,0.0249307479224377,0.0193905817174515,0.00277008310249307,0.0249307479224377,0.00831024930747922,0,0,0.0692520775623269,0.00415512465373961,0.0152354570637119,0.00277008310249307,0.232686980609418,0.00277008310249307,0,0,0.0138504155124654,0.03601108033241,0.00277008310249307,0.00277008310249307,0,0.00831024930747922,0,0,0.451523545706371,0,0,0.0110803324099723,0,0,0.0138504155124654,0,0.00277008310249307,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,3332,0.0271604938271605,0.0123456790123457,0.0172839506172839,0.00493827160493827,0.037037037037037,0,0,0,0.0666666666666667,0,0.0160493827160494,0,0.207407407407407,0.00740740740740741,0,0.0296296296296296,0.00493827160493827,0.0395061728395062,0,0,0.00246913580246914,0.0148148148148148,0,0,0.454320987654321,0,0,0.0197530864197531,0,0.00246913580246914,0.00740740740740741,0,0,0.00493827160493827,0.00246913580246914,0,0,0,0,0.00123456790123457,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493827160493827,0,0,0,0.00246913580246914,0,0,0,0,0,0
1225,3428,0.0666666666666667,0.0507936507936508,0,0,0.0253968253968254,0,0,0,0.0444444444444444,0.00317460317460317,0.0222222222222222,0,0.482539682539683,0.00634920634920635,0,0.0126984126984127,0,0.0158730158730159,0,0.00317460317460317,0,0.0222222222222222,0.00317460317460317,0,0.187301587301587,0,0,0.00952380952380952,0,0,0.0253968253968254,0,0,0.00952380952380952,0,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,3536,0.0249221183800623,0.0467289719626168,0.00623052959501558,0.0280373831775701,0.0623052959501558,0.0124610591900312,0,0,0.0249221183800623,0.00311526479750779,0.0249221183800623,0.00623052959501558,0.389408099688474,0.00623052959501558,0,0.0218068535825545,0.0218068535825545,0.00623052959501558,0.00311526479750779,0,0,0.00311526479750779,0,0,0.264797507788162,0,0,0.00934579439252336,0,0,0.0155763239875389,0,0,0.00623052959501558,0,0,0,0,0,0.00311526479750779,0.00311526479750779,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,3657,0.0621572212065814,0.0292504570383912,0.0036563071297989,0.0036563071297989,0.0292504570383912,0,0,0,0.0292504570383912,0,0.0237659963436929,0.0036563071297989,0.435100548446069,0,0,0.0329067641681901,0.0219378427787934,0.0255941499085923,0,0.0036563071297989,0,0.0255941499085923,0,0,0.223034734917733,0,0,0,0,0,0.00731261425959781,0.0036563071297989,0,0,0.00731261425959781,0,0,0,0,0.0036563071297989,0,0,0,0,0,0.0219378427787934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036563071297989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,3794,0.023021582733813,0.023021582733813,0.0201438848920863,0,0.0431654676258993,0,0,0,0.0431654676258993,0.00287769784172662,0.0215827338129496,0.00575539568345324,0.509352517985612,0.00287769784172662,0,0.0143884892086331,0.00863309352517986,0.0201438848920863,0,0.00287769784172662,0,0.0172661870503597,0.00575539568345324,0,0.161151079136691,0,0,0.0143884892086331,0,0,0.00863309352517986,0,0.00287769784172662,0.0201438848920863,0,0,0,0,0,0.00287769784172662,0.00287769784172662,0.00287769784172662,0,0.00287769784172662,0,0.0115107913669065,0,0,0,0,0,0,0,0,0,0,0,0.00287769784172662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287769784172662,0,0,0,0,0,0,0,0
1305,3946,0.0456490727532097,0.0285306704707561,0.014265335235378,0,0.0399429386590585,0.00570613409415121,0,0,0.0427960057061341,0,0.0242510699001427,0.0114122681883024,0.348074179743224,0.00285306704707561,0.00285306704707561,0.0114122681883024,0.0171184022824536,0.0370898716119829,0.00570613409415121,0.00285306704707561,0,0.0256776034236805,0,0.00570613409415121,0.296718972895863,0,0,0,0,0,0.014265335235378,0,0,0.00570613409415121,0.00285306704707561,0,0,0,0.00570613409415121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285306704707561,0,0,0,0,0
1325,4116,0.0377358490566038,0.048834628190899,0.00665926748057714,0.00443951165371809,0.0710321864594895,0.00221975582685905,0,0,0.133185349611543,0,0.025527192008879,0.00221975582685905,0.184239733629301,0.0199778024417314,0.00221975582685905,0.00221975582685905,0.0199778024417314,0.0199778024417314,0,0,0.00221975582685905,0.0221975582685905,0,0,0.312985571587125,0,0,0.0155382907880133,0.00221975582685905,0,0.0221975582685905,0,0,0.00221975582685905,0.00665926748057714,0,0,0,0.00221975582685905,0.0155382907880133,0.00221975582685905,0,0,0,0,0.00665926748057714,0.00221975582685905,0,0,0.00221975582685905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221975582685905,0,0,0,0
1345,4302,0.015645371577575,0.0443285528031291,0.0312907431551499,0,0.0391134289439374,0.0130378096479791,0,0,0.091264667535854,0,0.0221642764015645,0.0130378096479791,0.276401564537158,0.0182529335071708,0.00260756192959583,0,0.015645371577575,0.0104302477183833,0,0,0,0.0312907431551499,0.00521512385919166,0.00260756192959583,0.305084745762712,0,0,0.0104302477183833,0,0,0.0208604954367666,0,0.00260756192959583,0.0104302477183833,0,0,0,0,0,0,0.00521512385919166,0.00260756192959583,0,0,0,0,0,0,0.00260756192959583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782268578878748,0,0,0,0,0,0,0,0,0,0
1365,4503,0.0376850605652759,0.0511440107671602,0.0053835800807537,0.00269179004037685,0.018842530282638,0.0215343203230148,0,0,0.0780619111709287,0.00269179004037685,0.0390309555854643,0.00807537012113055,0.368775235531629,0.0107671601615074,0.00269179004037685,0.00807537012113055,0.018842530282638,0.0403768506056528,0,0.0053835800807537,0,0.00807537012113055,0.00807537012113055,0.00807537012113055,0.204576043068641,0,0,0.00269179004037685,0,0,0.0269179004037685,0,0,0.0053835800807537,0.00269179004037685,0,0,0,0,0,0.0107671601615074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269179004037685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,4718,0.031201248049922,0.0904836193447738,0.0124804992199688,0.0062402496099844,0.0592823712948518,0,0,0,0.115444617784711,0,0.0296411856474259,0.015600624024961,0.355694227769111,0.0093603744149766,0,0.0062402496099844,0.0062402496099844,0.0280811232449298,0,0,0.0031201248049922,0.015600624024961,0.0031201248049922,0,0.174726989079563,0,0,0.015600624024961,0,0,0.0062402496099844,0,0,0.0031201248049922,0.0031201248049922,0,0,0,0,0,0.0031201248049922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031201248049922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031201248049922,0,0,0
1405,4945,0.0259259259259259,0.0333333333333333,0.0037037037037037,0.0111111111111111,0.0259259259259259,0.0259259259259259,0,0,0.277777777777778,0,0.0111111111111111,0.0037037037037037,0.259259259259259,0.0222222222222222,0.00740740740740741,0.0037037037037037,0.00740740740740741,0.037037037037037,0,0,0,0.0037037037037037,0,0.0037037037037037,0.140740740740741,0,0,0.0296296296296296,0,0,0.0222222222222222,0.0037037037037037,0.0037037037037037,0.0111111111111111,0,0,0,0,0,0.0111111111111111,0,0.00740740740740741,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,5434,0.064343163538874,0.0294906166219839,0.0160857908847185,0.00268096514745308,0.0375335120643432,0,0,0,0.0697050938337802,0,0.00804289544235925,0.00268096514745308,0.372654155495979,0.00268096514745308,0.00268096514745308,0.0160857908847185,0.00536193029490617,0.0777479892761394,0,0.00268096514745308,0,0.00536193029490617,0,0.00268096514745308,0.206434316353887,0,0,0.0107238605898123,0,0.00268096514745308,0.0268096514745308,0,0,0.00268096514745308,0.0241286863270777,0,0,0,0,0.00268096514745308,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,5692,0.0323054331864905,0.0469897209985316,0.0146842878120411,0.0146842878120411,0.0205580029368576,0,0,0,0.052863436123348,0,0.013215859030837,0.00881057268722467,0.370044052863436,0.0558002936857562,0,0.0176211453744493,0.0176211453744493,0.026431718061674,0,0.00293685756240822,0,0.00587371512481645,0.0117474302496329,0.00587371512481645,0.173274596182085,0,0.00587371512481645,0.00881057268722467,0,0,0.0381791483113069,0,0,0.0117474302496329,0,0,0,0,0,0.00587371512481645,0.00587371512481645,0,0,0,0,0.00881057268722467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293685756240822,0,0,0,0,0,0,0,0,0.0205580029368576,0,0,0,0,0,0,0,0
1485,5958,0.0653889515219842,0.056369785794814,0.0225479143179256,0.0225479143179256,0.0270574971815107,0.00225479143179256,0,0,0.151071025930101,0,0.0349492671927847,0.00676437429537768,0.218714768883878,0.00225479143179256,0,0.0135287485907554,0.0315670800450958,0.0338218714768884,0,0.00450958286358512,0,0.0157835400225479,0,0,0.211950394588501,0,0,0.0180383314543405,0,0.00225479143179256,0.0293122886133033,0,0.00450958286358512,0.00450958286358512,0,0,0,0,0,0.00450958286358512,0.00225479143179256,0,0,0,0,0,0,0,0,0,0.00450958286358512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225479143179256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676437429537768,0,0
1505,6231,0.0397196261682243,0.0467289719626168,0.00233644859813084,0.0490654205607477,0.0186915887850467,0,0,0,0.147196261682243,0,0.014018691588785,0.0116822429906542,0.303738317757009,0.0116822429906542,0,0.0397196261682243,0.014018691588785,0.0210280373831776,0,0.00467289719626168,0,0.00467289719626168,0,0.00233644859813084,0.184579439252336,0.00233644859813084,0,0.00467289719626168,0.00467289719626168,0.00233644859813084,0.0186915887850467,0.00233644859813084,0,0.00233644859813084,0.0116822429906542,0,0,0,0,0.00467289719626168,0.00233644859813084,0,0,0,0,0.00700934579439252,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163551401869159,0,0,0,0,0,0,0,0.00233644859813084,0,0
1525,6510,0.0480225988700565,0.0508474576271186,0.0141242937853107,0.0112994350282486,0.0225988700564972,0,0,0,0.121468926553672,0,0.00847457627118644,0,0.38135593220339,0.0706214689265537,0,0.0367231638418079,0.00564971751412429,0.0508474576271186,0,0.00564971751412429,0,0.00847457627118644,0.00282485875706215,0.00847457627118644,0.0649717514124294,0,0,0,0,0,0.0282485875706215,0,0.00564971751412429,0.00847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0.0310734463276836,0,0,0,0.00564971751412429,0,0,0.00282485875706215,0
1545,6792,0.108731466227348,0.0593080724876442,0.00658978583196046,0.0098846787479407,0.0197693574958814,0.00329489291598023,0,0,0.0263591433278418,0,0.0313014827018122,0,0.309719934102142,0.197693574958814,0,0.0131795716639209,0.0131795716639209,0.0395387149917628,0,0,0,0.00658978583196046,0,0,0.0955518945634267,0,0,0.0098846787479407,0.00329489291598023,0,0.0329489291598023,0,0,0,0.00329489291598023,0,0,0,0,0.00329489291598023,0,0,0,0,0,0.00329489291598023,0,0,0,0,0,0,0,0,0.00329489291598023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,7078,0.411111111111111,0.0296296296296296,0.0037037037037037,0,0.0148148148148148,0,0,0,0.0481481481481481,0.0037037037037037,0.0111111111111111,0.0037037037037037,0.203703703703704,0.0407407407407407,0.0037037037037037,0.00740740740740741,0.00740740740740741,0.0222222222222222,0,0.0037037037037037,0,0,0,0,0.0814814814814815,0,0,0,0,0,0.0555555555555556,0,0,0.0111111111111111,0.0111111111111111,0,0,0,0,0.00740740740740741,0,0,0,0,0,0.0037037037037037,0,0,0,0.0037037037037037,0,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.0037037037037037,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0
1585,7366,0.188948306595365,0.0641711229946524,0.017825311942959,0.0142602495543672,0.0213903743315508,0,0,0,0.0285204991087344,0,0.0552584670231729,0.0071301247771836,0.188948306595365,0.0071301247771836,0,0.0035650623885918,0.0213903743315508,0.0142602495543672,0.0106951871657754,0,0,0.0071301247771836,0.0035650623885918,0.0035650623885918,0.231729055258467,0,0,0.0035650623885918,0,0,0.0819964349376114,0,0.0071301247771836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0,0,0,0,0,0,0,0,0,0.0106951871657754,0,0,0,0,0,0,0,0
1605,7657,0.0722543352601156,0.0838150289017341,0.00867052023121387,0.00578034682080925,0.0433526011560694,0.00289017341040462,0,0,0.0289017341040462,0,0.0144508670520231,0.0115606936416185,0.34971098265896,0.0202312138728324,0,0.0202312138728324,0.0173410404624277,0.0606936416184971,0,0.00289017341040462,0,0.0115606936416185,0,0,0.153179190751445,0,0.00289017341040462,0.0115606936416185,0,0,0.0433526011560694,0,0.00578034682080925,0.00867052023121387,0.00578034682080925,0,0,0,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0.00289017341040462,0,0,0,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,7950,0.130198915009042,0.0253164556962025,0.00723327305605787,0.00361663652802893,0.0650994575045208,0.0108499095840868,0,0,0.0614828209764919,0,0.0379746835443038,0.00361663652802893,0.256781193490054,0.00361663652802893,0,0.0108499095840868,0.00723327305605787,0.0216998191681736,0,0,0.00361663652802893,0.00723327305605787,0,0.00361663652802893,0.23869801084991,0,0,0.00361663652802893,0,0,0.0325497287522604,0,0.00361663652802893,0.0144665461121157,0.00723327305605787,0,0,0,0,0.0108499095840868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289330922242315,0,0,0,0,0,0,0,0,0,0
1645,8248,0.174022698612863,0.0605296343001261,0.00504413619167718,0.0151324085750315,0.0302648171500631,0.00756620428751576,0,0,0.0277427490542245,0,0.0264817150063052,0.00504413619167718,0.28499369482976,0.0126103404791929,0,0.0226986128625473,0.0100882723833544,0.0353089533417402,0,0.00252206809583859,0,0.0201765447667087,0.00252206809583859,0,0.148802017654477,0,0,0,0,0,0.0277427490542245,0.00252206809583859,0.0100882723833544,0.00756620428751576,0.0100882723833544,0,0,0,0,0.0100882723833544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252206809583859,0,0,0,0,0.0353089533417402,0,0,0,0,0,0,0,0,0,0.00252206809583859
1670,8628,0.0656063618290258,0.111332007952286,0.0198807157057654,0.00397614314115308,0.0576540755467197,0.00198807157057654,0.00198807157057654,0,0.0834990059642147,0.00298210735586481,0.0387673956262425,0.00596421471172962,0.218687872763419,0.0198807157057654,0,0.00795228628230616,0.0238568588469185,0.0576540755467197,0.00397614314115308,0.00397614314115308,0.00198807157057654,0.0119284294234592,0.00795228628230616,0.00397614314115308,0.125248508946322,0,0.00397614314115308,0.00596421471172962,0.00198807157057654,0,0.047713717693837,0,0.00397614314115308,0.0159045725646123,0.00198807157057654,0,0,0,0,0.0218687872763419,0.00397614314115308,0,0,0,0,0.00596421471172962,0,0,0,0,0,0,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0,0.00198807157057654,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,8938,0.0382165605095541,0.0424628450106157,0.0191082802547771,0.0212314225053079,0.0806794055201698,0,0.00636942675159236,0,0.0700636942675159,0.00212314225053079,0.0615711252653928,0.0339702760084926,0.282377919320594,0.0169851380042463,0,0.00424628450106157,0.0169851380042463,0.0912951167728238,0.00424628450106157,0.00212314225053079,0.00424628450106157,0.0148619957537155,0.00424628450106157,0.00212314225053079,0.0912951167728238,0,0,0.00212314225053079,0.00636942675159236,0,0.0403397027600849,0.00212314225053079,0,0.00849256900212314,0.0212314225053079,0,0,0,0.00212314225053079,0,0,0,0,0.00212314225053079,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,9245,0.0532959326788219,0.0420757363253857,0.00280504908835905,0.0140252454417952,0.0280504908835905,0.00280504908835905,0.00561009817671809,0,0.0841514726507714,0,0.0546984572230014,0.0112201963534362,0.364656381486676,0.00561009817671809,0.00280504908835905,0.00561009817671809,0.0168302945301543,0.0953716690042076,0.00280504908835905,0.00561009817671809,0,0.0336605890603086,0.00561009817671809,0,0.0785413744740533,0,0,0.00561009817671809,0,0,0.0196353436185133,0,0,0.0168302945301543,0.00841514726507714,0,0,0,0,0.0140252454417952,0.00280504908835905,0.00280504908835905,0,0,0,0.00280504908835905,0,0,0,0,0,0,0,0.00280504908835905,0,0,0,0,0,0,0,0,0,0,0.00280504908835905,0,0,0,0,0,0,0,0,0.00561009817671809,0,0,0,0,0,0,0,0
1730,9542,0.0723453908984831,0.0723453908984831,0.014002333722287,0.0116686114352392,0.0233372228704784,0.00233372228704784,0,0,0.0793465577596266,0.00350058343057176,0.105017502917153,0.00233372228704784,0.14002333722287,0.0326721120186698,0,0.00700116686114352,0.0163360560093349,0.100350058343057,0,0,0,0.0256709451575263,0.00466744457409568,0,0.179696616102684,0,0,0.00466744457409568,0.00233372228704784,0.00233372228704784,0.0233372228704784,0.00233372228704784,0.00233372228704784,0.00233372228704784,0.0280046674445741,0,0,0,0,0.0186697782963827,0,0,0,0,0,0,0.00700116686114352,0,0,0.00233372228704784,0,0,0,0,0.00466744457409568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700116686114352,0,0,0,0,0,0,0,0,0,0
1770,10070,0.0167130919220056,0.0250696378830084,0.153203342618384,0.011142061281337,0.00557103064066852,0,0,0,0.0445682451253482,0.00278551532033426,0.0988857938718663,0.00278551532033426,0.275766016713092,0.0167130919220056,0,0.00557103064066852,0.00278551532033426,0.175487465181058,0,0,0,0.0167130919220056,0,0,0.0194986072423398,0,0,0,0.00278551532033426,0,0.00835654596100279,0.00278551532033426,0,0.0222841225626741,0.0334261838440111,0,0,0,0,0.0417827298050139,0.00278551532033426,0,0,0,0,0.00557103064066852,0,0,0,0,0,0.00139275766016713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,10291,0.00835073068893528,0.0125260960334029,0.473903966597077,0.00208768267223382,0.0250521920668058,0.0271398747390397,0.00208768267223382,0,0.0250521920668058,0.00417536534446764,0.0521920668058455,0.00835073068893528,0.0459290187891441,0.0104384133611691,0,0,0,0.0918580375782881,0,0,0,0.0208768267223382,0.00208768267223382,0,0.0250521920668058,0,0,0.00417536534446764,0,0,0.00417536534446764,0,0,0.0334029227557411,0.0417536534446764,0,0,0,0,0.0313152400835073,0.00208768267223382,0,0,0,0,0,0.00417536534446764,0,0,0,0,0.00626304801670146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354906054279749,0,0,0,0,0
1810,10501,0.010230179028133,0.0358056265984655,0.166240409207161,0,0.081841432225064,0.0051150895140665,0.0051150895140665,0,0.0179028132992327,0.147058823529412,0.0166240409207161,0.0179028132992327,0.0255754475703325,0.020460358056266,0,0,0.00767263427109974,0.010230179028133,0,0.00255754475703325,0.00255754475703325,0.132992327365729,0.00255754475703325,0,0.020460358056266,0,0,0,0,0,0.00255754475703325,0,0,0.0153452685421995,0.0179028132992327,0,0,0,0,0,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0.0230179028132992,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20460358056266,0,0,0.00255754475703325,0,0
1830,10708,0.0190677966101695,0.0911016949152542,0.13771186440678,0,0.0529661016949153,0,0.0190677966101695,0,0.0148305084745763,0.409957627118644,0.00635593220338983,0,0.0444915254237288,0.0296610169491525,0.00211864406779661,0,0.0169491525423729,0.00423728813559322,0.00423728813559322,0.00211864406779661,0,0.0402542372881356,0,0,0.0317796610169492,0,0,0.00423728813559322,0,0,0.00635593220338983,0,0,0.0127118644067797,0.0317796610169492,0,0,0,0,0,0,0,0,0,0,0,0.00423728813559322,0,0,0,0,0.00529661016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211864406779661,0,0,0,0,0.00635593220338983,0,0,0,0,0,0,0,0,0,0
1850,10912,0.0238726790450928,0.0769230769230769,0.106100795755968,0,0.0503978779840849,0.0238726790450928,0.0106100795755968,0,0.0185676392572944,0.355437665782493,0,0.0238726790450928,0.026525198938992,0.0424403183023873,0,0,0.00530503978779841,0.0026525198938992,0,0.0026525198938992,0,0.0159151193633952,0.0106100795755968,0,0.0318302387267905,0,0,0.0026525198938992,0,0,0.0212201591511936,0,0,0.013262599469496,0.0530503978779841,0,0,0,0,0.0026525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0
1870,11114,0.0429447852760736,0.0797546012269939,0.0736196319018405,0.00306748466257669,0.0245398773006135,0.00613496932515337,0.00920245398773006,0,0.0276073619631902,0.205521472392638,0.0184049079754601,0,0.104294478527607,0.0184049079754601,0.00613496932515337,0.00306748466257669,0.0122699386503067,0.0122699386503067,0.00920245398773006,0,0,0.0306748466257669,0.0122699386503067,0,0.113496932515337,0,0,0.00306748466257669,0,0.00613496932515337,0.0184049079754601,0,0.00306748466257669,0.0122699386503067,0.0429447852760736,0,0,0,0,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0.00306748466257669,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0.0858895705521472,0,0,0,0,0
