"sample.depths","sample.ages","Abies","Alnus.viridis.type","Betula","Cyperaceae","Larix","Picea","Asteraceae.subf..Asteroideae.undiff.","Pinus","Poaceae","Brassicaceae","Ericales.undiff.","Artemisia","Castanea","Epilobium","Quercus","Salix","Tsuga","Amaranthaceae","Caryophyllaceae","Rumex","Vaccinium","Cassiope.type","Acer.rubrum","Ambrosia.type","Populus","Rubus","Tofieldia","Empetrum","Prunus.pensylvanica","Ledum.Chamaedaphne.calyculata","Rosaceae.undiff.","Fabaceae","Ulmus","Saxifraga.type"
790,4969,0.00854700854700855,0.133903133903134,0.15954415954416,0.00854700854700855,0.00854700854700855,0.66951566951567,0.00284900284900285,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,5040,0.008130081300813,0.200542005420054,0.151761517615176,0.008130081300813,0.010840108401084,0.612466124661247,0,0.002710027100271,0.00542005420054201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,5111,0.0088495575221239,0.24188790560472,0.224188790560472,0.00294985250737463,0,0.495575221238938,0,0.00589970501474926,0.0117994100294985,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0.00294985250737463,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0
805,5182,0.00297619047619048,0.166666666666667,0.148809523809524,0.00595238095238095,0.0416666666666667,0.62202380952381,0,0.00595238095238095,0.00297619047619048,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,5253,0,0.243478260869565,0.226086956521739,0.00869565217391304,0.00579710144927536,0.492753623188406,0,0.00869565217391304,0.00579710144927536,0,0,0.00289855072463768,0,0,0,0.00289855072463768,0,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0
815,5324,0,0.16710182767624,0.258485639686684,0.02088772845953,0.0261096605744125,0.498694516971279,0,0.00783289817232376,0.0130548302872063,0,0,0.00261096605744125,0,0,0,0,0,0,0.00261096605744125,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0
820,5395,0.00952380952380952,0.257142857142857,0.285714285714286,0.0142857142857143,0.0428571428571429,0.376190476190476,0.00238095238095238,0.00476190476190476,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0
825,5466,0.0120481927710843,0.373493975903614,0.331325301204819,0.00903614457831325,0,0.25,0.00301204819277108,0.00602409638554217,0.0150602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,5594,0.00597014925373134,0.414925373134328,0.358208955223881,0.0208955223880597,0.00597014925373134,0.155223880597015,0.00298507462686567,0.00895522388059702,0.0208955223880597,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,5849,0.00503778337531486,0.428211586901763,0.387909319899244,0.0125944584382872,0.00251889168765743,0.123425692695214,0.00503778337531486,0.0100755667506297,0.0100755667506297,0,0,0,0,0,0,0.0125944584382872,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0
850,6104,0.0051413881748072,0.488431876606684,0.329048843187661,0.0462724935732648,0,0.0719794344473008,0.0025706940874036,0.0231362467866324,0.0077120822622108,0,0,0,0,0,0,0.0179948586118252,0,0,0,0,0.0025706940874036,0,0,0,0.0051413881748072,0,0,0,0,0,0,0,0,0
860,6360,0.00906344410876133,0.40785498489426,0.392749244712991,0.0634441087613293,0,0.0574018126888218,0,0.0422960725075529,0.00906344410876133,0,0,0.00302114803625378,0,0,0,0.00302114803625378,0,0,0,0,0.00302114803625378,0,0,0.00302114803625378,0,0,0,0,0,0.00302114803625378,0.00302114803625378,0,0,0
870,6615,0,0.302631578947368,0.434210526315789,0.12280701754386,0,0.0219298245614035,0,0.0526315789473684,0.0307017543859649,0,0,0.0175438596491228,0,0.0043859649122807,0.0043859649122807,0,0,0,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043859649122807,0
880,6871,0,0.316725978647687,0.387900355871886,0.103202846975089,0,0.0391459074733096,0,0.0747330960854092,0.0106761565836299,0,0,0.00355871886120996,0,0.00355871886120996,0.00355871886120996,0.0462633451957295,0,0,0,0,0.00355871886120996,0,0,0.00355871886120996,0,0,0,0,0,0,0,0.00355871886120996,0,0
890,NA,0,0.111111111111111,0.444444444444444,0,0,0,0,0.185185185185185,0,0,0,0,0,0,0,0.148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0
897,NA,0,0.166666666666667,0.0555555555555556,0,0,0,0,0.0555555555555556,0,0.166666666666667,0,0.111111111111111,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0,0.111111111111111
