"sample.depths","sample.ages","Artemisia","Betula","Cupressaceae","Cyperaceae","Epilobium","Ericaceae","Larix","Oxyria.digyna","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Alnus.incana","Ambrosia","Alnus.viridis","Myrica","Amaranthaceae","Poaceae","Acer","Fagus","Ulmus","Caryophyllaceae","Asteraceae.subf..Cichorioideae","Fabaceae","Polygonum.viviparum","Ranunculaceae.undiff.","Tsuga","Rosaceae.undiff.","Populus","Plantago","Potentilla","Castanea","Fraxinus","Cornus.canadensis","Abies","Carya","Ostrya.type","Platanus","Rubiaceae","Thalictrum","Shepherdia.canadensis"
52,3087,0.0377358490566038,0.196623634558093,0.0139026812313803,0.117179741807349,0,0.0119165839126117,0,0,0.358490566037736,0.0317775571002979,0,0,0.00198609731876862,0,0.0139026812313803,0.0238331678252234,0.00198609731876862,0.00198609731876862,0.146971201588878,0,0,0.0377358490566038,0,0,0.00198609731876862,0,0,0,0,0.00198609731876862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3275,0.0269865067466267,0.226386806596702,0.0149925037481259,0.095952023988006,0.00299850074962519,0.0164917541229385,0.00449775112443778,0,0.307346326836582,0.0524737631184408,0.00149925037481259,0.0119940029985007,0,0.00149925037481259,0.0164917541229385,0.0164917541229385,0.00299850074962519,0.0104947526236882,0.142428785607196,0,0.00449775112443778,0.0359820089955022,0,0,0,0,0,0,0.00299850074962519,0,0,0,0,0.00149925037481259,0,0,0.00149925037481259,0,0.00149925037481259,0,0,0,0,0,0
60,3459,0.0338664158043274,0.165569143932267,0.0206961429915334,0.107243650047037,0,0.013170272812794,0.00188146754468485,0,0.378174976481656,0.0301034807149577,0,0.000940733772342427,0,0,0.00940733772342427,0.0150517403574788,0,0.013170272812794,0.176857949200376,0,0.00188146754468485,0.0244590780809031,0,0,0,0,0,0,0,0,0,0.00564440263405456,0,0,0,0,0,0.00188146754468485,0,0,0,0,0,0,0
64,3641,0.0197879858657244,0.230388692579505,0.0325088339222615,0.0791519434628975,0.00141342756183746,0.0169611307420495,0.00141342756183746,0,0.259363957597173,0.0381625441696113,0.00848056537102473,0.0169611307420495,0.00282685512367491,0.00141342756183746,0.015547703180212,0.0325088339222615,0.00424028268551237,0.00706713780918728,0.16113074204947,0,0.00141342756183746,0.0480565371024735,0,0,0,0,0,0,0,0.00141342756183746,0.00141342756183746,0.00141342756183746,0.0098939929328622,0,0,0,0,0.00141342756183746,0,0.00141342756183746,0.00424028268551237,0,0,0,0
68,3820,0.018819503849444,0.18819503849444,0.00513259195893926,0.097519247219846,0,0.0119760479041916,0,0,0.270316509837468,0.0359281437125748,0,0.000855431993156544,0,0,0.0136869118905047,0.0136869118905047,0,0.00171086398631309,0.294268605645851,0,0.00342172797262618,0.039349871685201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342172797262618,0,0,0,0,0.00171086398631309,0,0,0
72.5,4021,0.0128558310376492,0.183654729109275,0.00550964187327824,0.119375573921028,0.00550964187327824,0.0238751147842057,0.00367309458218549,0,0.247015610651974,0.0477502295684114,0.00183654729109275,0.0110192837465565,0,0,0.0110192837465565,0.0275482093663912,0.00367309458218549,0.00550964187327824,0.238751147842057,0,0.00183654729109275,0.0459136822773186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183654729109275,0,0,0,0,0,0.00183654729109275,0,0
76,4177,0.0216535433070866,0.192913385826772,0.0078740157480315,0.0807086614173228,0,0.0118110236220472,0,0,0.28740157480315,0.0669291338582677,0,0.00590551181102362,0.00590551181102362,0,0.00393700787401575,0.0236220472440945,0,0.00196850393700787,0.244094488188976,0,0,0.0413385826771654,0,0,0.00196850393700787,0,0,0,0,0,0,0,0,0,0,0,0.00196850393700787,0,0,0,0,0,0,0,0
80,4356,0.0215882806476484,0.22976098689283,0.0030840400925212,0.0663068619892059,0.0015420200462606,0.0200462606013878,0.0015420200462606,0,0.226676946800308,0.0354664610639938,0.0061680801850424,0.0115651503469545,0.0015420200462606,0,0.0107941403238242,0.0246723207401696,0,0.0123361603700848,0.279105628373169,0.0015420200462606,0.0046260601387818,0.0354664610639938,0,0,0,0,0,0,0,0,0.0015420200462606,0.0015420200462606,0,0,0,0,0.0015420200462606,0.0015420200462606,0,0,0,0,0,0,0
84,4536,0.0165745856353591,0.198895027624309,0.00184162062615101,0.0589318600368324,0.00368324125230203,0.0239410681399632,0,0,0.237569060773481,0.0386740331491713,0,0.00368324125230203,0.00184162062615101,0,0.0147329650092081,0.0202578268876611,0.00368324125230203,0.00368324125230203,0.320441988950276,0,0.00184162062615101,0.0460405156537753,0,0.00184162062615101,0,0,0,0,0,0,0,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4718,0.010371650821089,0.22990492653414,0.00691443388072602,0.0501296456352636,0,0.0224719101123595,0.0017286084701815,0,0.244598098530683,0.0466724286949006,0.0017286084701815,0.00864304235090752,0.0017286084701815,0.00345721694036301,0.017286084701815,0.017286084701815,0.0017286084701815,0.00345721694036301,0.28694900605013,0,0.00345721694036301,0.0414866032843561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4903,0.0146520146520147,0.23992673992674,0.00732600732600733,0.0842490842490843,0,0.0183150183150183,0,0,0.167582417582418,0.0183150183150183,0,0.00274725274725275,0.00183150183150183,0,0.0128205128205128,0.0128205128205128,0.00183150183150183,0.00366300366300366,0.364468864468864,0,0.00183150183150183,0.043956043956044,0,0,0.00183150183150183,0,0,0,0,0,0,0,0,0.00183150183150183,0,0,0,0,0,0,0,0,0,0,0
96.5,5115,0.0194805194805195,0.199675324675325,0.00974025974025974,0.0844155844155844,0,0.00811688311688312,0.00162337662337662,0,0.150974025974026,0.0422077922077922,0,0.00974025974025974,0.00487012987012987,0.00487012987012987,0.0178571428571429,0.0162337662337662,0,0.00487012987012987,0.37012987012987,0,0.00162337662337662,0.0487012987012987,0,0,0.00162337662337662,0,0,0,0,0,0,0,0,0,0,0,0.00162337662337662,0.00162337662337662,0,0,0,0,0,0,0
100,5285,0.0239190432382705,0.207911683532659,0.00183992640294388,0.108555657773689,0,0.0165593376264949,0,0,0.216191352345906,0.0441582336706532,0,0.00367985280588776,0,0,0.00551977920883165,0.0165593376264949,0.00183992640294388,0.00551977920883165,0.298068077276909,0,0.00367985280588776,0.0441582336706532,0,0.00183992640294388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,5483,0.0145161290322581,0.209677419354839,0.00161290322580645,0.0596774193548387,0,0.0064516129032258,0.0032258064516129,0,0.133870967741935,0.05,0.00161290322580645,0.0129032258064516,0.00161290322580645,0,0.0145161290322581,0.0145161290322581,0.0032258064516129,0.00967741935483871,0.411290322580645,0,0.00161290322580645,0.0467741935483871,0,0,0,0,0,0,0,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0
108,5688,0.0237442922374429,0.2337899543379,0.00182648401826484,0.091324200913242,0,0.0292237442922374,0.00182648401826484,0,0.176255707762557,0.0365296803652968,0,0.00730593607305936,0,0,0.00730593607305936,0.00730593607305936,0,0.00365296803652968,0.341552511415525,0,0,0.034703196347032,0,0,0.00182648401826484,0,0,0,0,0,0,0,0.00182648401826484,0,0,0,0,0,0,0,0,0,0,0,0
112.5,5927,0.0133779264214047,0.270903010033445,0.0117056856187291,0.0719063545150502,0,0.0100334448160535,0,0,0.142140468227425,0.0267558528428094,0,0.0133779264214047,0,0,0.0150501672240803,0.0150501672240803,0,0.00501672240802676,0.364548494983278,0,0.00167224080267559,0.0351170568561873,0,0,0,0,0,0,0,0,0,0,0,0.00167224080267559,0,0,0,0,0,0,0.00167224080267559,0,0,0,0
116,6119,0.0225563909774436,0.274436090225564,0.0056390977443609,0.112781954887218,0.0037593984962406,0.0056390977443609,0.0018796992481203,0,0.184210526315789,0.0300751879699248,0,0.0056390977443609,0.0018796992481203,0,0.0225563909774436,0.0018796992481203,0,0.0150375939849624,0.266917293233083,0,0.0037593984962406,0.0338345864661654,0,0,0.0037593984962406,0,0,0,0,0.0018796992481203,0,0,0.0018796992481203,0,0,0,0,0,0,0,0,0,0,0,0
120,6347,0.0208835341365462,0.277911646586345,0.00642570281124498,0.0738955823293173,0.00321285140562249,0.0192771084337349,0.00160642570281125,0,0.155823293172691,0.0481927710843374,0.00642570281124498,0.0072289156626506,0.00321285140562249,0.00160642570281125,0.0192771084337349,0.00803212851405622,0.00160642570281125,0.00321285140562249,0.290763052208835,0,0.00642570281124498,0.0369477911646586,0,0,0,0,0,0,0,0,0,0.00160642570281125,0.00321285140562249,0,0,0,0,0,0,0,0.00160642570281125,0,0,0.00160642570281125,0
124,6585,0.0314814814814815,0.235185185185185,0.0037037037037037,0.125925925925926,0,0.0166666666666667,0,0,0.190740740740741,0.0240740740740741,0,0.00925925925925926,0.00185185185185185,0,0.0203703703703704,0.0037037037037037,0.00185185185185185,0.012962962962963,0.283333333333333,0,0.00555555555555556,0.0296296296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037037037037037,0,0,0,0,0,0,0,0
128,6832,0.0456273764258555,0.20532319391635,0.00380228136882129,0.197718631178707,0,0.0133079847908745,0.00190114068441065,0,0.206273764258555,0.00950570342205323,0,0.00475285171102662,0.00380228136882129,0,0.032319391634981,0,0,0.0133079847908745,0.211026615969582,0,0.00380228136882129,0.0437262357414449,0,0,0,0,0,0,0.00190114068441065,0,0,0,0.00190114068441065,0,0,0,0,0,0,0,0,0,0,0,0
132,7091,0.0522243713733075,0.145067698259188,0.0174081237911025,0.274661508704062,0.00580270793036751,0.00580270793036751,0,0,0.176015473887814,0.0174081237911025,0.00193423597678917,0.00193423597678917,0.00386847195357834,0.00193423597678917,0.0425531914893617,0.00193423597678917,0,0.0290135396518375,0.158607350096712,0,0.0174081237911025,0.0386847195357834,0,0,0,0,0.00193423597678917,0,0,0,0,0.00193423597678917,0.00193423597678917,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0
136,7361,0.0439350525310411,0.145176695319962,0.00382043935052531,0.30945558739255,0,0.00382043935052531,0.00191021967526266,0,0.133715377268386,0.0286532951289398,0,0.00477554918815664,0.00191021967526266,0,0.0324737344794651,0.00573065902578797,0,0.0401146131805158,0.135625596943649,0,0.0248328557784145,0.0764087870105062,0,0,0,0,0,0,0.00191021967526266,0,0,0,0.00191021967526266,0,0,0,0.00382043935052531,0,0,0,0,0,0,0,0
138,7501,0.0552995391705069,0.119815668202765,0.0129032258064516,0.234101382488479,0.00184331797235023,0.0110599078341014,0.00552995391705069,0,0.178801843317972,0.0184331797235023,0,0.00460829493087558,0.0129032258064516,0,0.0442396313364055,0.00552995391705069,0,0.0258064516129032,0.189861751152074,0,0.0221198156682028,0.0516129032258065,0.00184331797235023,0.00184331797235023,0,0,0,0,0,0,0,0,0,0,0,0,0.00184331797235023,0,0,0,0,0,0,0,0
140,7644,0.0475737392959087,0.157944814462417,0.00380589914367269,0.157944814462417,0.00190294957183635,0.00570884871550904,0,0,0.205518553758325,0.0532825880114177,0.00190294957183635,0.00666032350142721,0.00570884871550904,0.00190294957183635,0.0304471931493815,0.00380589914367269,0,0.0513796384395813,0.173168411037108,0,0.0190294957183635,0.0589914367269267,0.00190294957183635,0,0.00380589914367269,0,0,0,0,0,0,0.00190294957183635,0,0,0,0,0.00380589914367269,0,0,0,0,0,0,0,0.00190294957183635
142,7791,0.0349514563106796,0.128155339805825,0.0116504854368932,0.207766990291262,0,0.00194174757281553,0,0,0.24368932038835,0.0155339805825243,0,0.0145631067961165,0.00194174757281553,0.00194174757281553,0.0368932038834951,0.00194174757281553,0.00388349514563107,0.029126213592233,0.196116504854369,0,0.0252427184466019,0.0388349514563107,0.00194174757281553,0,0,0,0,0,0,0,0,0.00194174757281553,0.00194174757281553,0,0,0,0,0,0,0,0,0,0,0,0
144,NA,0.040737148399612,0.112512124151309,0.00387972841901067,0.139670223084384,0,0.011639185257032,0,0,0.228903976721629,0.0659553831231814,0.00193986420950533,0.01454898157129,0.00775945683802134,0,0.046556741028128,0.005819592628516,0,0.0446168768186227,0.170708050436469,0,0.0329776915615907,0.064015518913676,0,0,0,0,0,0,0,0,0,0.00193986420950533,0,0,0,0,0.005819592628516,0,0,0,0,0,0,0,0
146,NA,0.0545625587958608,0.103480714957667,0.0150517403574788,0.270931326434619,0,0,0.00376293508936971,0,0.253998118532455,0.0451552210724365,0,0.00658513640639699,0.00752587017873942,0.00188146754468485,0.0338664158043274,0.00188146754468485,0,0.026340545625588,0.126058325493885,0,0.0150517403574788,0.026340545625588,0,0,0,0,0,0,0,0,0,0.00188146754468485,0,0,0,0.00188146754468485,0.00376293508936971,0,0,0,0,0,0,0,0
