"sample.depths","sample.ages","Artemisia","Betula","Carya","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Platanus","Quercus","Salix","Tilia","Ulmus","Ambrosia","Pinus","Amaranthaceae","Poaceae","Dalea","Acer.saccharum","Fraxinus.nigra","Fraxinus.pennsylvanica","Abies","Alnus","Picea","Larix","Amorpha"
520,6093,0.0534124629080119,0.0029673590504451,0.0148367952522255,0.0474777448071217,0.0029673590504451,0.0237388724035608,0.13353115727003,0,0,0.0029673590504451,0.00593471810089021,0.100890207715134,0.0029673590504451,0,0.0207715133531157,0.222551928783383,0.0919881305637982,0.0712166172106825,0.183976261127596,0,0.0029673590504451,0.0029673590504451,0.0029673590504451,0,0.0029673590504451,0.00593471810089021,0,0
540,6448,0.0793201133144476,0,0.0084985835694051,0.0453257790368272,0,0.0084985835694051,0.0878186968838527,0,0,0,0.0141643059490085,0.147308781869688,0.0141643059490085,0.0028328611898017,0.0141643059490085,0.235127478753541,0.056657223796034,0.0793201133144476,0.175637393767705,0.0028328611898017,0,0,0.0113314447592068,0,0.0113314447592068,0.0028328611898017,0,0.0028328611898017
560,6803,0.0919220055710306,0.011142061281337,0.0139275766016713,0.0389972144846797,0,0.00278551532033426,0.0891364902506964,0,0.00835654596100279,0.011142061281337,0.011142061281337,0.139275766016713,0.011142061281337,0.00557103064066852,0.0334261838440111,0.222841225626741,0.11142061281337,0.0557103064066852,0.114206128133705,0.00835654596100279,0.00557103064066852,0.00278551532033426,0,0.00278551532033426,0.00557103064066852,0.00278551532033426,0,0
580,7159,0.0658682634730539,0.0029940119760479,0.00898203592814371,0.0239520958083832,0,0.00598802395209581,0.0778443113772455,0.0029940119760479,0,0.0119760479041916,0,0.122754491017964,0,0.0029940119760479,0.0179640718562874,0.248502994011976,0.0898203592814371,0.0808383233532934,0.203592814371257,0.0029940119760479,0,0,0.00598802395209581,0,0.0179640718562874,0.0029940119760479,0,0.0029940119760479
600,7439,0.0821114369501466,0,0.00293255131964809,0.0234604105571848,0,0.00293255131964809,0.0439882697947214,0.00293255131964809,0.00586510263929619,0.00879765395894428,0.0146627565982405,0.131964809384164,0.0205278592375367,0,0.0410557184750733,0.202346041055718,0.0791788856304985,0.090909090909091,0.225806451612903,0,0.00293255131964809,0.00293255131964809,0.00586510263929619,0,0.00293255131964809,0.00586510263929619,0,0
620,7607,0.09375,0.00852272727272727,0.00852272727272727,0.0255681818181818,0.00284090909090909,0.00852272727272727,0.0738636363636364,0.00284090909090909,0.00284090909090909,0.00852272727272727,0.00568181818181818,0.147727272727273,0.00852272727272727,0,0.0397727272727273,0.241477272727273,0.0568181818181818,0.0511363636363636,0.193181818181818,0.00284090909090909,0.00284090909090909,0,0.00284090909090909,0,0.00284090909090909,0.00284090909090909,0,0.00568181818181818
640,7774,0.0809248554913295,0.00867052023121387,0.0115606936416185,0.0433526011560694,0.00578034682080925,0.0173410404624277,0.109826589595376,0,0.0115606936416185,0.0202312138728324,0.00578034682080925,0.0867052023121387,0.00578034682080925,0.00289017341040462,0.046242774566474,0.208092485549133,0.0491329479768786,0.0289017341040462,0.23121387283237,0.00578034682080925,0,0,0.00867052023121387,0,0.00289017341040462,0.00578034682080925,0,0.00289017341040462
660,7942,0.0184696569920844,0,0,0.0263852242744063,0.00263852242744063,0.0131926121372032,0.0606860158311346,0,0.00263852242744063,0.00527704485488127,0.00263852242744063,0.145118733509235,0.00527704485488127,0,0.0448548812664908,0.348284960422164,0.0606860158311346,0.0448548812664908,0.195250659630607,0.00263852242744063,0.00527704485488127,0,0.00527704485488127,0.00263852242744063,0.00263852242744063,0.00527704485488127,0,0
680,8110,0.0592592592592593,0.00987654320987654,0.00493827160493827,0.0246913580246914,0,0.0172839506172839,0.106172839506173,0.00246913580246914,0.00493827160493827,0.00987654320987654,0.00246913580246914,0.0938271604938272,0.00493827160493827,0,0.0592592592592593,0.232098765432099,0.0592592592592593,0.0469135802469136,0.237037037037037,0,0.00493827160493827,0.00493827160493827,0,0,0.00246913580246914,0.00987654320987654,0,0.00246913580246914
700,8326,0.0773993808049536,0.0123839009287926,0.00619195046439629,0.00619195046439629,0.00309597523219814,0.0154798761609907,0.0928792569659443,0,0.00309597523219814,0.00309597523219814,0,0.0897832817337461,0.00619195046439629,0.00619195046439629,0.0959752321981424,0.247678018575851,0.0712074303405573,0.065015479876161,0.164086687306502,0.00309597523219814,0.00309597523219814,0,0,0,0.00309597523219814,0.021671826625387,0.00309597523219814,0
720,8686,0.0689655172413793,0.00738916256157635,0.00985221674876847,0.0246305418719212,0.00246305418719212,0.0123152709359606,0.199507389162562,0.00246305418719212,0,0.00985221674876847,0.00492610837438424,0.0935960591133005,0.0147783251231527,0.00246305418719212,0.0443349753694581,0.152709359605911,0.0541871921182266,0.0689655172413793,0.201970443349754,0,0.00492610837438424,0.00492610837438424,0.00246305418719212,0,0,0.0123152709359606,0,0
740,9047,0.0700280112044818,0.00560224089635854,0.0196078431372549,0.0252100840336134,0.00280112044817927,0.00840336134453781,0.134453781512605,0,0.00280112044817927,0.0112044817927171,0.00280112044817927,0.103641456582633,0.0196078431372549,0,0.0448179271708683,0.142857142857143,0.0756302521008403,0.092436974789916,0.215686274509804,0.00280112044817927,0.00280112044817927,0.00280112044817927,0,0,0.00840336134453781,0.00280112044817927,0,0.00280112044817927
760,9143,0.0578703703703704,0.00925925925925926,0.025462962962963,0.0324074074074074,0.0138888888888889,0.00925925925925926,0.0625,0.00925925925925926,0.00462962962962963,0.0208333333333333,0.00231481481481481,0.19212962962963,0.00694444444444444,0.00231481481481481,0.113425925925926,0.136574074074074,0.0625,0.0393518518518519,0.138888888888889,0,0.0115740740740741,0.0115740740740741,0.00462962962962963,0.00462962962962963,0.00925925925925926,0.0185185185185185,0,0
780,9240,0.0196560196560197,0.00245700245700246,0.0294840294840295,0.0122850122850123,0.00245700245700246,0.00491400491400491,0.0417690417690418,0.00491400491400491,0.00245700245700246,0.0147420147420147,0.00491400491400491,0.326781326781327,0.0147420147420147,0.00245700245700246,0.167076167076167,0.122850122850123,0.0466830466830467,0.0466830466830467,0.090909090909091,0,0.0147420147420147,0.00982800982800983,0.00491400491400491,0.00245700245700246,0.00245700245700246,0.00737100737100737,0,0
800,9510,0.0340557275541796,0.0185758513931889,0.0185758513931889,0.00619195046439629,0.00619195046439629,0.0123839009287926,0.0526315789473684,0.00619195046439629,0,0.0402476780185759,0.00309597523219814,0.272445820433437,0.0123839009287926,0,0.142414860681115,0.145510835913313,0.0464396284829721,0.0557275541795666,0.0897832817337461,0,0,0.0185758513931889,0,0,0.00928792569659443,0.00928792569659443,0,0
840,10236,0.00753768844221105,0.00251256281407035,0.0703517587939698,0.0050251256281407,0.0050251256281407,0.0050251256281407,0.0100502512562814,0.00251256281407035,0,0.0628140703517588,0.00251256281407035,0.160804020100503,0.0050251256281407,0.00251256281407035,0.457286432160804,0.0326633165829146,0.0477386934673367,0.0100502512562814,0.0276381909547739,0,0.0276381909547739,0.042713567839196,0.0050251256281407,0,0.00251256281407035,0,0.0050251256281407,0
860,10600,0.0157790927021696,0.0216962524654832,0.0335305719921105,0.00394477317554241,0.00788954635108481,0.00591715976331361,0.0138067061143984,0.0118343195266272,0.0019723865877712,0.019723865877712,0.0019723865877712,0.270216962524655,0.00591715976331361,0.00591715976331361,0.285996055226824,0.0118343195266272,0.086785009861933,0.0236686390532544,0.0216962524654832,0,0.0256410256410256,0.0788954635108481,0.00591715976331361,0.00788954635108481,0.0138067061143984,0.0118343195266272,0.00591715976331361,0
880,11922,0.0414507772020725,0.126943005181347,0,0.00518134715025907,0.0129533678756477,0.00259067357512953,0.0414507772020725,0,0,0.0181347150259067,0,0.0829015544041451,0.0077720207253886,0,0.101036269430052,0.0284974093264249,0.0155440414507772,0.0129533678756477,0.038860103626943,0,0.0077720207253886,0.077720207253886,0.00259067357512953,0.0595854922279793,0.0984455958549223,0.202072538860104,0.0155440414507772,0
910,NA,0.00733496332518337,0.0220048899755501,0.0268948655256724,0.00488997555012225,0.0171149144254279,0.0122249388753056,0.0342298288508557,0.0146699266503667,0,0.0488997555012225,0,0.266503667481663,0.00733496332518337,0.00733496332518337,0.251833740831296,0.0268948655256724,0.0537897310513447,0.0097799511002445,0.0097799511002445,0,0.00488997555012225,0.105134474327628,0.00244498777506112,0.019559902200489,0.00488997555012225,0.0293398533007335,0.0122249388753056,0
920,NA,0.0208333333333333,0.0182291666666667,0.0286458333333333,0.0078125,0.0078125,0,0.0520833333333333,0.0104166666666667,0,0.0390625,0,0.2109375,0.015625,0.00260416666666667,0.236979166666667,0.046875,0.0598958333333333,0.0208333333333333,0.0416666666666667,0,0.0078125,0.0494791666666667,0.00260416666666667,0.00520833333333333,0.03125,0.0833333333333333,0,0
940,NA,0.0776699029126214,0.0161812297734628,0.00323624595469256,0.00647249190938511,0.0226537216828479,0.00323624595469256,0.0323624595469256,0,0,0.0841423948220065,0,0.0388349514563107,0.00323624595469256,0,0.058252427184466,0.0485436893203883,0.0161812297734628,0.0129449838187702,0.0388349514563107,0,0.00647249190938511,0.200647249190939,0.00647249190938511,0.0161812297734628,0.0355987055016181,0.268608414239482,0.00323624595469256,0
960,NA,0.0294985250737463,0.00294985250737463,0.00294985250737463,0.0117994100294985,0,0.0117994100294985,0.0265486725663717,0,0,0.0147492625368732,0,0.023598820058997,0.0088495575221239,0,0.0117994100294985,0.0471976401179941,0.00589970501474926,0.00294985250737463,0.0206489675516224,0,0.00294985250737463,0.123893805309735,0.00589970501474926,0.00294985250737463,0.00589970501474926,0.625368731563422,0.0117994100294985,0
980,NA,0.100227790432802,0.00455580865603645,0.00227790432801822,0.0136674259681093,0.0273348519362187,0.0842824601366743,0.0979498861047836,0,0,0.00455580865603645,0,0.0364464692482916,0.00227790432801822,0,0.00227790432801822,0.0159453302961276,0.0227790432801822,0.0113895216400911,0.0569476082004556,0,0.00227790432801822,0.0113895216400911,0.00227790432801822,0,0.0250569476082005,0.437357630979499,0.0387243735763098,0
990,NA,0.0625,0,0,0,0.015625,0.2265625,0.1171875,0,0,0.0234375,0,0.0234375,0.0078125,0,0,0.0078125,0.03125,0.0078125,0.046875,0,0,0,0,0.0078125,0,0.4140625,0.0078125,0
1010,NA,0.0492957746478873,0.00704225352112676,0.00704225352112676,0.0352112676056338,0.028169014084507,0.112676056338028,0.140845070422535,0,0,0.0140845070422535,0,0.00704225352112676,0.00704225352112676,0,0,0.00704225352112676,0.105633802816901,0.00704225352112676,0.0211267605633803,0,0,0.00704225352112676,0,0,0.00704225352112676,0.422535211267606,0.0140845070422535,0
